CatalogNumber,Individual_ID,Fish_Species,Year_Fish_Collected,month_fish_collected,day_fish_collected,Fish_Barcode,Dissector,Dissection_Date,Completion_Date,Total_Length_mm,Standard_Length_mm,Weight_mg,Examiner,Sex,Gut_Contents,Notes,SKIN,MUSCLE,BUCCAL_CAVITY,BODY_CAVITY,MONO.GYRO.PECTORALFIN,TREM.FIM.PECTORALFIN,COPE.LERN.PELVICFIN,MONO.GYRO.PELVICFIN,COPE.IMLER.ANALFIN,COPE.LERN.ANALFIN,MONO.GYRO.ANALFIN,TREM.FIM.CAUDALFIN,TREM.META.UNK.CAUDALFIN,MONO.GYRO.CAUDALFIN,CYST.UNK.CAUDALFIN,MONO.GYRO.DORSALFIN,GONAD,TREM.DIPLO.LIVER,TREM.D.LIVER,TREM.GOLD.LIVER,KIDNEY,TREM.DIPLO.EYE,TREM.EM.EYE,HEART,STOMACH,TREM.D.CONN,TREM.DIPLO.CONN,TREM.L.CONN,TREM.B.CONN,TREM.GOLD.CONN,TREM.UNK.CONN,NEM.CL.INT,NEMA.UNK.INT,MYXO.SUSP.GILL,CYST.UNK.GILL,MONO.DACT.GILL,MONO.GYRO.GILL,MONO.UNK.GILL,MYXO.B.GILL,META.UNK.GILL,GALL_BLADDER,MONO.GYRO.FLUSH,TREM.DLUM.FLUSH,TREM.META.UNK.FLUSH,TREM.B.FLUSH,TREM.D.FLUSH,TREM.DIPLO.FLUSH,TREM.UNK.FLUSH,TREM.L.FLUSH,TREM.RIDGE.FLUSH,COPE.LERN.FLUSH,Notes_details_about_parasites_missing,MSB:Fish_catalog_number,Fish_Species,Fish_Barcode,P1_Species,P1_Number_of_individuals,P1_collector,P1_identifier,P1_Life_Stage,P1_Organ_Found,P1_preservation,P1_barcode,P1_label:MSB_FISH_CATALOG_NUMBER,P1_label:PARASITE_CODE,P1 Box Number,P1 Notes,P2_Species,P2_Number_of_individuals,P2_collector,P2_identifier,P2_Life_Stage,P2_Organ,P2_preservation,P2_barcode,P2_label:SMB_FISH_CATALOG_NUMBER,P2_label:PARASITE_CODE,P2 Box Number,P2 Notes,P3_Species,P3_Number_of_individuals,P3_collector,P3_identifier,P3_Life_Stage,P3_Organ,P3_How_preserved,P3_barcode,P3_Label:fishID,P3_label:Parasites_Code,P3 Box Number,P3 Notes,Parasite Species 4,Number of individuals 4,parasite collector 4,parasite identifier 4,P4_Life_Stage,P4_Organ,P4_How_preserved,P4_barcode,P4_Label:fishID,P4_label:Parasites_Code,P4 Box_number,P4 Notes,P5_Species,P5_Number_of_individuals,P5_collector,P5_identifier,P5_Life_Stage,P5_Organ,P5_How_preserved,P5_barcode,P5_Label:fishID,P5_label:Parasites_Code,P5 Box Number,P5 Notes
MSB:Fish:30410,MSB 30410-1,Hybognathus amarus,1996,6,28,JAR8736F,BP,06-25-2025,06-26-2025,72,59,NA,CLW,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,"TREM.RIDGE.FLUSH 1 attached to intestine, TREM.D.FLUSH 1 attached to swim bladder (oral sucker attached) the others attached to gall bladder",MSB 30410-1,Hybognathus amarus,JAR8736F,Digenea,3,CLW,CLW,Larvae,Flush,70% etoh,P6L0A,MSB 30410-1,TREM.RIDGE.FLUSH,2,,Diplostomatidae,10,CLW,CLW,Larvae,Connective tissue,70% etoh,P6L0B,MSB 30410-1,TREM.DIPLO.CONN,3,,Digenea,4,CLW,CLW,Larvae,Flush,70% etoh,P6L0C,MSB 30410-1,TREM.D.FLUSH,3,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:68528,MSB 68528-1,Hybognathus amarus,1984,8,16,JAR8731F,EO,06-25-2025,06-26-2025,69,55,3206,KL,NA,NA,50% ISOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,MSB 68528-1,Hybognathus amarus,JAR8731F,Diplostomatidae,2,KL,KL,NA,Flush,70% etoh,P6L2D,MSB 68528-1,TREM.DIPLO.FLUSH,3,,Nematoda,1,KL,KL,NA,Intestine,70% etoh,P6L2E,MSB 68528-1,NEM.CL.INT,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:30810,MSB 30810-2,Hybognathus amarus,1996,2,7,JAR8735F,BP,06-25-2025,06-26-2025,59,48,1673,JG KL,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,MSB 30810-2,Hybognathus amarus,JAR8735F,Gyrodactylidae,1,KL,KL,Adult,Dorsal fin,70% etoh,P6L2F,MSB 30810-2,MONO.GYRO.DORSALFIN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:30410,MSB 30410-5,Hybognathus amarus,1996,6,28,JAR8743F,BP,06-25-2025,06-26-2025,69,58,2424,BP CW ,NA,NA,TREM on swim bladder?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,,MSB 30410-5,Hybognathus amarus,JAR8743F,Lernaea sp.,1,CW,BP,Adult,Anal fin,70% etoh,P6JYZ,MSB 30410-5,COPE.LERN.ANALFIN,3,,Digenea,3,CW,BP,Adult,Flush,70% etoh,P6JYT,MSB 30410-5,TREM.RIDGE.FLUSH,3,,Digenea,3,CW,BP,Adult,"Connective tissue, flush",70% etoh,P6JYU,MSB 30410-5,TREM.D,3,,Diplostomatidae,2,CW,BP,Metacercariae,Connective tissue,70% etoh,P6JYV,MSB 30410-5,TREM.DIPLO.CONN,3,,Diplostomatidae,1,CW,BP,Metacercariae,Flush,70% etoh,P6JY2,MSB 30410-5,TREM.DIPLO.FLUSH,3,
MSB:Fish:68528,MSB 68528-2,Hybognathus amarus,1984,8,16,JAR8728F,EO,06-25-2025,06-26-2025,72,57,2986,KL,F,NA,50% ISOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:43490,MSB 43490-4,Hybognathus amarus,1999,10,11,JAR8744F,JG,06-26-2025,06-26-2025,67,54,2031,EO CLW,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 43490-4,Hybognathus amarus,JAR8744F,Diplostomatidae,2,CLW,CLW,Metacercariae,Connective tissue,70% etoh,P6L0D,MSB 43490-4,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:30410,MSB 30410-3,Hybognathus amarus,1996,6,28,JAR8740F,BP,06-25-2025,06-27-2025,74,59,4025,KL,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,MSB 30410-3,Hybognathus amarus,JAR8740F,Digenea,3,kl,kl,Metacercariae,flush,70% etoh,P6L2H,MSB 30410-3,TREM.D.FLUSH,3,,Diplostomatidae,11,KL,KL,Metacercariae,Connective tissue,70% etoh,P6L2I,MSB 30410-3,TREM.DIPLO.CONN,3,,Digenea,4,KL,KL,Metacercariae,Connective tissue,70% etoh,P6L2J,MSB 30410-3,TREM.B.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:43490,MSB 43490-5,Hybognathus amarus,1999,10,11,JAR8746F,BP,06-26-2025,06-27-2025,60,51,2094,CLW,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,MSB 43490-5,Hybognathus amarus,JAR8746F,Diplostomatidae,1,CLW,CLW,Metacercariae,Liver,70% etoh,P6L0E,MSB 43490-5,TREM.DIPLO.LIVER,3,,Diplostomatidae,4,CLW,CLW,Metacercariae,Connective tissue,70% etoh,P6L0F,MSB 43490-5,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:68528,MSB 68528-3,Hybognathus amarus,1984,8,16,JAR8732F,BP,06-25-2025,06-27-2025,67,53,2767,JG CW,NA,NA,50% ISOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,MSB 68528-3,Hybognathus amarus,JAR8732F,Diplostomatidae,1,CW,CW,Metacercariae,flush,70% etoh,P6L2L,MSB 68528-3,TREM.DIPLO.FLUSH,3,,Diplostomatidae,6,CW,CW,Metacercariae,Connective tissue,70% etoh,P6L2M,MSB 68528-3,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:30810,MSB 30810-5,Hybognathus amarus,1996,2,7,JAR8741F,BP,06-25-2025,06-27-2025,63,52,2142,CW,NA,NA,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,MSB 30810-5,Hybognathus amarus,JAR8741F,Gyrodactylidae,10,CW,CW,Adult,dorsal fin,70% etoh,P6JY3,MSB 30810-5,MONO.GYRO.FIN,3,,Gyrodactylidae,7,CW,CW,Adult,Pectoral fin,70% etoh,P6L2G,MSB 30810-5,MONO.GYRO.FIN,3,,Gyrodactylidae,1,CW,CW,Adult,Flush,70% etoh,P6L2K,MSB 30810-5,MONO.GYRO.FLUSH,3,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4423,MSB 4423-4,Hybognathus amarus,1978,8,3,JAR8724F,BP,06-30-2025,06-30-2025,44,36,880,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4423-4,Hybognathus amarus,JAR8724F,Diplostomatidae,12,KL,KL,Metacercariae,Connective tissue,70% etoh,P6L1I,MSB 4423-4,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4423,MSB 4423-1,Hybognathus amarus,1978,8,3,JAR8758F,EO,06-30-2025,06-30-2025,46,37,1128,GC,NA,Vegetation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1 TREM.DIPLO.FLUSH destroyed while popping cyst,MSB 4423-1,Hybognathus amarus,JAR8758F,Digenea,4,GC,GC,Metacercariae,Connective tissue,70% etoh,P6L0G,MSB 4423-1,TREM.D.FLUSH,3,,Diplostomatidae,3,GC,GC,Metacercariae,Connective tissue,70% etoh,P6L0H,MSB 4423-1,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7788,MSB 7788-2,Hybognathus amarus,1988,5,25,JAR8769F,BP,06-30-2025,06-30-2025,69,53,2804,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,MSB 7788-2,Hybognathus amarus,JAR8769F,Gyrodactylidae sp 1,1,KL,KL,Adult,Gill,70% etoh,P6L1K,MSB 7788-2,MONO.GYRO.GILL,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4384,MSB 4384-1,Hybognathus amarus,1978,9,23,JAR8750F,BP,06-30-2025,06-30-2025,67,55,3024,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4384-1,Hybognathus amarus,JAR8750F,Diplostomatidae,15,CW,CW,Metacercariae,Connective tissue,70% etoh,P6L1L,MSB 4384-1,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4384,MSB 4384-2,Hybognathus amarus,1978,9,23,JAR8757F,EO,06-30-2025,06-30-2025,64,49,2390,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,MSB 4384-2,Hybognathus amarus,JAR8757F,Lernaea sp.,1,CW,CW,Adult,Flush,70% etoh,P6L1H,MSB 4384-2,COPE.LERN.FLUSH,3,,Diplostomatidae,4,CW,CW,Metacercariae,Connective tissue,70% etoh,P6L1J,MSB 4384-2,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4384,MSB 4384-3,Hybognathus amarus,1978,9,23,JAR8748F,BP,06-30-2025,06-30-2025,55,44,1919,KL,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4432,MSB 4432-3,Hybognathus amarus,1978,9,8,JAR8727F,BP,06-30-2025,06-30-2025,39,31,570,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,MSB 4432-3,Hybognathus amarus,JAR8727F,Digenea,1,CW,CW,Metacercariae,Gill,70% etoh,P6L1M,MSB 4432-3,META.UNK.GILL,3,encysted but nondescript ,Diplostomatidae,2,CW,CW,Metacercariae,Connective tissue,70% etoh,P6L1N,MSB 4432-3,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4384,MSB 4384-4,Hybognathus amarus,1978,9,23,JAR8752F,EO,06-30-2025,06-30-2025,63,49,2458,GC,NA,Vegetation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,MSB 4384-4,Hybognathus amarus,JAR8752F,Digenea,2,GC,GC,Metacercariae,Flush,70% etoh,P6L0I,MSB 4384-4,TREM.RIDGE.FLUSH,3,,Diplostomatidae,2,GC,GC,Metacercariae,Connective tissue,70% etoh,P6L0J,MSB 4384-4,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4384,MSB 4384-5,Hybognathus amarus,1978,9,23,JAR8756F,BP,06-30-2025,06-30-2025,63,51,2594,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,MSB 4384-5,Hybognathus amarus,JAR8756F,Diplostomatidae,6,KL,KL,Metacercariae,Connective tissue,70% etoh,P6L1O,MSB 4384-5,TREM.DIPLO.CONN,3,,Digenea,3,KL,KL,Metacercariae,Connective tissue,70% etoh,P6L1P,MSB 4384-5,TREM.B.CONN,3,,Digenea,1,KL,KL,Metacercariae,Flush,70% etoh,P6L1Q,MSB 4384-5,TREM.RIDGE.FLUSH,3,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4432,MSB 4432-4,Hybognathus amarus,1978,9,8,JAR8729F,EO,06-30-2025,06-30-2025,39,29,548,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4432-4,Hybognathus amarus,JAR8729F,Diplostomatidae,5,CW,CW,Metacercariae,Connective tissue,70% etoh,P6L1T,MSB 4432-4,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:30075,MSB 30075-3,Hybognathus amarus,1996,4,10,JAR8774F,JG,06-30-2025,06-30-2025,57,46,1641,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,MSB 30075-3,Hybognathus amarus,JAR8774F,Diplostomatidae,2,GC,GC,Metacercariae,Connective tissue,70% etoh,P6L0K,MSB 30075-3,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4432,MSB 4432-5,Hybognathus amarus,1978,9,8,JAR8753F,BP,06-30-2025,06-30-2025,35,26,360,JG GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4432-5,Hybognathus amarus,JAR8753F,Diplostomatidae,3,GC,GC,Metacercariae,Connective tissue,70% etoh,P6L0L,MSB 4432-5,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:30075,MSB 30075-5,Hybognathus amarus,1996,4,10,JAR8776,EO,06-30-2025,06-30-2025,68,54,3090,EO KL ,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:30075,MSB 30075-2,Hybognathus amarus,1996,4,10,JAR8778F,EO,06-30-2025,06-30-2025,70,57,3072,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,MSB 30075-2,Hybognathus amarus,JAR8778F,Digenea,1,CW,CW,Adult,Flush,70% etoh,P6L1U,MSB 30075-2,TREM.D.FLUSH,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1154,MSB 1154-3,Hybognathus amarus,1949,10,21,JAR8768,BP,06-30-2025,06-30-2025,60,48,1790,BP,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Lost 1 MONO and broken,MSB 1154-3,Hybognathus amarus,JAR8768F,Monogenean unknown sp.,1,BP,BP,NA,Gill,70% etoh,P6L1S,MSB 1154-3,MONO.UNK.GILL,3,Lost 1 mono and broken,Dactylogyrus,4,BP,BP,Adult,Gill,70% etoh,P6L1R,MSB 1154-3,MONO.DACT.GILL,3,,Diplostomatidae,2,BP,BP,NA,Connective tissue,70% etoh,P6JYW,MSB 1154-3,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7788,MSB 7788-5,Hybognathus amarus,1988,5,25,JAR8762F,EO,06-30-2025,06-30-2025,60,47,2139,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,MSB 7788-5,Hybognathus amarus,JAR8762F,Digenea,1,KL,KL,NA,Flush,70% etoh,P6L0Q,MSB 7788-5,TREM.B.FLUSH,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:30075,MSB 30075-1,Hybognathus amarus,1996,4,10,JAR8777F,JG,06-30-2025,06-30-2025,55,45,1416,KL,F,NA,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TREM.FIM not removed because it would cause damage to fin,MSB 30075-1,Hybognathus amarus,JAR8777F,Digenea,2,KL,KL,NA,Connective tissue,70% etoh,P6L1V,MSB 30075-1,TREM.B.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1154,MSB 1154-5,Hybognathus amarus,1949,10,21,JAR8772F,BP,06-30-2025,06-30-2025,44,34,644,BP,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 1154-5,Hybognathus amarus,JAR8772F,Diplostomatidae,2,BP,BP,NA,Connective tissue,70% etoh,P6L0R,MSB 1154-5,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:30075,MSB 30075-4,Hybognathus amarus,1996,4,10,JAR8775F,EO,06-30-2025,06-30-2025,63,49,2305,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,MSB 30075-4,Hybognathus amarus,JAR8775F,Digenea,1,GC,GC,Metacercariae,Flush,70% etoh,P6L0N,MSB 30075-4,TREM.L.FLUSH,3,,Digenea,1,GC,GC,Metacercariae,Liver,70% etoh,P6L1G,MSB 30075-4,TREM.D.LIVER,3,,Diplostomatidae,1,GC,GC,NA,Connective tissue,70% etoh,P6L1F,MSB 30075-4,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1154,MSB 1154-4,Hybognathus amarus,1949,10,21,JAR8770F,EO,06-30-2025,06-30-2025,54,43,1207,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 1154-4,Hybognathus amarus,JAR8770F,Diplostomatidae,3,CW,CW,Metacercariae,Connective tissue,70% etoh,P6L0S,MSB 1154-4,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4432,MSB 4432-2,Hybognathus amarus,1978,9,8,JAR8722F,EO,06-30-2025,07-01-2025,52,42,1431,EO GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,MSB 4432-2,Hybognathus amarus,JAR8722F,Digenea,1,GC,GC,NA,Flush,70% etoh,P6L1E,MSB 4432-2,TREM.RIDGE.FLUSH,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4423,MSB 4423-5,Hybognathus amarus,1978,8,3,JAR8751F,EO,06-30-2025,07-01-2025,42,33,832,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4423-5,Hybognathus amarus,JAR8751F,Diplostomatidae,9,CW,CW,Metacercariae,Connective tissue,70% etoh,P6L0T,MSB 4423-5,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4423,MSB 4423-3,Hybognathus amarus,1978,8,3,JAR8726F,EO,06-30-2025,07-01-2025,47,37,1155,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,MSB 4423-3,Hybognathus amarus,JAR8726F,Diplostomatidae,16,KL,KL,Metacercariae,Connective tissue,70% etoh,P6L0W,MSB 4423-3,TREM.DIPLO.CONN,3,,Digenea,1,KL,KL,Metacercariae,Flush,70% etoh,P6L0U,MSB 4423-3,TREM.D.FLUSH,3,,Digenea,2,KL,KL,Metacercariae,Flush,70% etoh,P6L0V,MSB 4423-3,TREM.RIDGE.FLUSH,3,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1160,MSB 1160-1,Hybognathus amarus,1939,1,28,JAR8781F,JG,07-01-2025,07-01-2025,51,43,1112,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 1160-1,Hybognathus amarus,JAR8781F,Dactylogyrus,1,GC,GC,Adult,Gill,70% etoh,P6L1D,MSB 1160-1,MONO.DACT.GILL,3,,Diplostomatidae,93,GC,GC,Metacercariae,Connective tissue,70% etoh,P6L1C,MSB 1160-1,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4423,MSB 4423-2,Hybognathus amarus,1978,8,3,JAR8754F,BP,06-30-2025,07-01-2025,49,38,1164,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4423-2,Hybognathus amarus,JAR8754F,Diplostomatidae,2,CW,CW,Metacercariae,Connective tissue,70% etoh,P6L1X,MSB 4423-2,TREM.DIPLO.CONN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
