CatalogNumber,Individual_ID,Fish_Species,Year_Fish_Collected,month_fish_collected,day_fish_collected,Fish_Barcode,Dissector,Dissection_Date,Completion_Date,Total_Length_mm,Standard_Length_mm,Weight_mg,Examiner,Sex,Gut_Contents,Notes,SKIN,MUSCLE,BUCCAL_CAVITY,BODY_CAVITY,MONO.GYRO.PECTORALFIN,TREM.FIM.PECTORALFIN,COPE.LERN.PELVICFIN,MONO.GYRO.PELVICFIN,COPE.IMLER.ANALFIN,COPE.LERN.ANALFIN,MONO.GYRO.ANALFIN,TREM.FIM.CAUDALFIN,TREM.META.UNK.CAUDALFIN,MONO.GYRO.CAUDALFIN,CYST.UNK.CAUDALFIN,MONO.GYRO.DORSALFIN,GONAD,TREM.DIPLO.LIVER,TREM.D.LIVER,TREM.GOLD.LIVER,KIDNEY,TREM.DIPLO.EYE,TREM.EM.EYE,HEART,STOMACH,TREM.D.CONN,TREM.DIPLO.CONN,TREM.L.CONN,TREM.B.CONN,TREM.GOLD.CONN,TREM.UNK.CONN,NEM.CL.INT,NEMA.UNK.INT,MYXO.SUSP.GILL,CYST.UNK.GILL,MONO.DACT.GILL,MONO.GYRO.GILL,MONO.UNK.GILL,MYXO.B.GILL,META.UNK.GILL,GALL_BLADDER,MONO.GYRO.FLUSH,TREM.DLUM.FLUSH,TREM.META.UNK.FLUSH,TREM.B.FLUSH,TREM.D.FLUSH,TREM.DIPLO.FLUSH,TREM.UNK.FLUSH,TREM.L.FLUSH,TREM.RIDGE.FLUSH,COPE.LERN.FLUSH,Notes_details_about_parasites_missing,MSB:Fish_catalog_number,Fish_Species,Fish_Barcode,P1_Species,P1_Number_of_individuals,P1_collector,P1_identifier,P1_Life_Stage,P1_Organ_Found,P1_preservation,P1_barcode,P1_label:MSB_FISH_CATALOG_NUMBER,P1_label:PARASITE_CODE,P1 Box Number,P1 Notes,P2_Species,P2_Number_of_individuals,P2_collector,P2_identifier,P2_Life_Stage,P2_Organ,P2_preservation,P2_barcode,P2_label:SMB_FISH_CATALOG_NUMBER,P2_label:PARASITE_CODE,P2 Box Number,P2 Notes,P3_Species,P3_Number_of_individuals,P3_collector,P3_identifier,P3_Life_Stage,P3_Organ,P3_How_preserved,P3_barcode,P3_Label:fishID,P3_label:Parasites_Code,P3 Box Number,P3 Notes,Parasite Species 4,Number of individuals 4,parasite collector 4,parasite identifier 4,P4_Life_Stage,P4_Organ,P4_How_preserved,P4_barcode,P4_Label:fishID,P4_label:Parasites_Code,P4 Box_number,P4 Notes,P5_Species,P5_Number_of_individuals,P5_collector,P5_identifier,P5_Life_Stage,P5_Organ,P5_How_preserved,P5_barcode,P5_Label:fishID,P5_label:Parasites_Code,P5 Box Number,P5 Notes
MSB:Fish:1129,MSB 1129-2,Hybognathus amarus,1959,2,20,JAR8674F,EO,06-20-2025,,46,34,697,CLW,NA,NA,Liver is tiny! Parasite destroyed under cover slip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 1129-2,Hybognathus amarus,JAR8674F,Gyrodactylidae,1,CLW,CLW,NA,Gill,70% etoh,NA,MSb 1129-2,MONO.GYRO.GILL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:49970,MSB 49970-3,Hybognathus amarus,1994,5,5,JAR8645F,EO,06-20-2025,,69,55,2817,KL BP CW,NA,NA,,1,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 49970-3,Hybognathus amarus,JAR8645F,Gyrodactylidae,5,KL,KL,Adult,"Skin, Pectoral fin, Anal fin",70% etoh,P6JXG,MSB 49970-3,MONO.GYRO,1,,Lernaea,1,KL,KL,NA,Anal fin,70% etoh,P6JXG,MSB 49970-3,COPE.IMLER,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:20526,MSB 20526-3,Hybognathus amarus,1994,7,27,JAR8667F,EO,06-20-2025,,38,30,599,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,MSB 20526-3,Hybognathus amarus,JAR8667F,Digenea,1,CLW,CLW,Metacercariae,Connective tissue,70% etoh,P6JWH,MSB 20526-3,TREM.D.CONN,1,,Digenea,1,CLW,CLW,Metacercariae,Connective tissue,70% etoh,P6JWI,MSB 20526-3,TREM.DIPLO.CONN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:20526,MSB 20526-1,Hybognathus amarus,1994,7,27,JAR8647F,EO,06-20-2025,,53,44,1498,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,MSB 20526-1,Hybognathus amarus,JAR8647,Digenea,1,KL,KL,Metacercariae,Flush,70% etoh,P6JYR,MSB 20526-1,TREM.D.FLUSH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:49970,MSB 49970-2,Hybognathus amarus,1994,5,5,JAR8643F,JG,06-20-2025,,63,52,2230,CW JG,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 49970-2,Hybognathus amarus,JAR8643F,Diplostomatidae,1,CW JG,CW,Metacercariae,Liver,70% etoh,P6JXF,MSB 49970-2,TREM.DIPLO.LIVER,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:39103,MSB 39103-1,Hybognathus amarus,1997,10,15,JAR8670F,BP,06-23-2025,06-23-2025,57,53,2560,JG KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4984,MSB 4984-5,Hybognathus amarus,1978,9,5,JAR8644F,BP,06-23-2025,06-23-2025,32,24,341,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 49984-5,Hybognathus amarus,JAR8644F,Diplostomatidae,1,CW,CW,NA,Connective tissue,70% etoh,P6JX8,MSB 4984-5,TREM.DIPLO.CONN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:39103,MSB 39103-5,Hybognathus amarus,1997,10,15,JAR8678F,EO,06-23-2025,06-23-2025,60,47,2006,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1131,MSB 1131-5,Hybognathus amarus,1959,2,24,JAR8682F,BP,06-23-2025,06-23-2025,53,44,1289,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,MSB 1131-5,Hybognathus amarus,JAR8682F,Gyrodactylidae ,1,KL,KL,Adult,Caudal fin,70% etoh,P6JXA,MSB 1131-5,MONO.GYRO.CAUDALFIN,1,,Gyrodactylidae ,2,KL,KL,Adult,Gill,70% etoh,P6JX9,MSB 1131-5,MONO.GYRO.GILL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1155,MSB 1155-3,Hybognathus amarus,1943,6,23,JAR8685F,BP,06-23-2025,06-23-2025,69,56,3145,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:30282,MSB 30282-2,Hybognathus amarus,1996,5,16,JAR8653F,EO,06-23-2025,06-23-2025,64,50,2621,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 30282-2,Hybognathus amarus,JAR8653F,Diplostomulum,1,CW,CW,Metacercariae,Eye,70% etoh,P6JXE,MSB 30282-2,TREM.EM.EYE,1,,Diplostomatidae,1,CW,CW,Metacercariae,Liver,70% etoh,P6JXD,MSB 30282-2,TREM.DIPLO.LIVER,1,,Diplostomatidae,6,CW,CW,Metacercariae,Connective tissue,70% etoh,P6JXB,MSB 30282-2,TREM.DIPLO.CONN,1,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4984,MSB 4984-4,Hybognathus amarus,1978,9,5,JAR8642F,JG,06-23-2025,06-23-2025,32,25,338,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,MSB 4984-4,Hybognathus amarus,JAR8642F,Digenea,1,KL,KL,Metacercariae,Flush,70% etoh,P6JXC,MSB 4984-4,TREM.B.FLUSH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:39103,MSB 39103-4,Hybognathus amarus,2997,10,15,JAR8676F,EO,06-23-2025,06-23-2025,69,54,3110,EO CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:30282,MSB 30282-1,Hybognathus amarus,1996,5,16,JAR8654F,JG,06-23-2025,06-23-2025,58,49,2054,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,MSB 30282-1,Hybognathus amarus,JAR8654F,Diplostomatidae,1,CLW,CLW,Metacercariae,Connective tissue,70% etoh,P6JWJ,MSB 30282-1,TREM.DIPLO.CONN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:30282,MSB 30282-3,Hybognathus amarus,1996,5,16,JAR8656F,EO,06-23-2025,06-23-2025,71,56,3863,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4984,MSB 4984-2,Hybognathus amarus,1978,9,5,JAR8662F,BP,06-23-2025,06-23-2025,38,30,541,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,MSB 4984-2,Hybognathus amarus,JAR8662F,Diplostomatidae,2,CLW,CLW,Metacercariae,Connective tissue,70% etoh,P6JWK,MSB 4984-2,TREM.DIPLO.CONN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1131,MSB 1131-3,Hybognathus amarus,1959,2,24,JAR8693F,BP,06-23-2025,06-23-2025,54,44,1280,CW,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 1131-3,Hybognathus amarus,JAR8693F,Dactylogyrus,1,CW,CW,Adult,Gill,70% etoh,P6JX6,MSB 1131-3,MONO.DACT.GILL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:30282,MSB 20282-5,Hybognathus amarus,1996,5,16,JAR8655F,JG,06-23-2025,06-23-2025,72,59,3808,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4984,MSB 4984-1,Hybognathus amarus,1978,9,5,JAR8660F,EO,06-23-2025,06-23-2025,39,30,621,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,MSB 4984-1,Hybognathus amarus,JAR8660F,Diplostomatidae,3,CLW,CLW,Metacercariae,Connective tissue,70% etoh,P6JWL,MSB 4984-1,TREM.DIPLO.CONN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1155,MSB 1155-4,Hybognathus amarus,1943,6,23,JAR8683F,EO,06-23-2025,06-23-2025,54,45,1684,BP KL,F,NA,"Caudal Fin Damaged, unknown cysts from gills pictured not collected",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1131,MSB 1131-4,Hybognathus amarus,1959,2,24,JAR8680F,EO,06-23-2025,06-23-2025,52,43,1316,KL,NA,NA,Caudal fin damaged ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:30282,MSB 30282-4,Hybognathus amarus,1996,5,16,JAR8658F,BP,06-23-2025,06-23-2025,58,46,1814,JG KL,F,Arthropod,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1155,MSB 1155-5,Hybognathus amarus,1943,6,23,JAR8687F,EO,06-23-2025,06-23-2025,53,45,1706,KL,NA,NA,Caudal fin damaged,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:39103,MSB 39103-3,Hybognathus amarus,1997,10,15,JAR8675F,BP,06-23-2025,06-23-2025,61,47,2132,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 39103-3,Hybognathus amarus,JAR8675F,Digenea,1,KL,KL,Metacercariae,Connective tissue,70% etoh,P6JX7,MSB 39103-3,TREM.B.CONN,1,,Diplostomatidae,2,KL,KL,NA,Connective tissue,70% etoh,P6JZ1,MSB 39103-3,TREM.DIPLO.CONN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1131,MSB 1131-2,Hybognathus amarus,1959,2,24,JAR8691F,JG,06-23-2025,06-23-2025,63,51,1849,CLW,NA,NA,Caudal fin not entire-bits are broken off,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1131,MSB 1131-2,Hybognathus amarus,1959,2,24,JAR8689F,EO,06-23-2025,06-23-2025,60,47,1798,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4984,MSB 4984-3,Hybognathus amarus,1978,9,5,JAR8640F,EO,06-23-2025,06-23-2025,38,29,504,CLW,NA,NA,"Disintergrated under slip. Not 100% whether this was a psite or gut contents, could've been some kind of free-living worm.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,,MSB 4984-3,Hybognathus amarus,JAR8640,Digenea,1,CLW,CLW,?,,70% etoh,P6JWM,MSB 4984-3,TREM.RIDGE.FLUSH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:39103,MSB 39103-2,Hybognathus amarus,1997,10,15,JAR8677F,JG,06-23-2025,06-23-2025,69,56,3012,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 39103-2,Hybognathus amarus,JAR8677F,Digenea,1,KL,KL,Metacercariae,Connective tissue,70% etoh,P6JZ3,MSB 39103-2,TREM.B.CONN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1155,MSB 1155-2,Hybognathus amarus,1943,6,23,JAR8681F,EO,06-23-2025,06-23-2025,63,50,2536,KL,NA,NA,Caudal fin damaged,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,,MSB 1155-2,Hybognathus amarus,JAR8681F,Dactylogyrus,12,KL,KL,NA,Gill,70% etoh,P6JZ2,MSB 1155-2,MONO.DACT.GILL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1155,MSB1155-1,Hybognathus amarus,2943,6,23,JAR8679F,BP,06-23-2025,06-23-2025,62,50,2170,BP CW KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,MSB 1155-1,Hybognathus amarus,JAR8679F,Dactylogyrus,7,KL,KL CW,Adult,Gill,70% etoh,P6JZ0,MSB 1155-1,MONO.DACT.GILL,2,,Digenea,1,NA,KL CW,Unknown,Flush,NA,NA,MSB 1155-1,TREM.UNK.FLUSH,2,,Diplostomatidae,1,KL CW,KL CW,Metacercariae,Flus,70% etoh,P6JX5,MSB 1155-1,TREM.DIPLO.FLUSH,2,,Diplostomatidae,3,CW KL,CW KL,Metacercariae,Connective tissue,70% etoh,P6JX4,MSB 1155-1,TREM.DIPLO.CONN,2,,,,,,,,,,,,,
MSB:Fish:4161,MSB 4161-3,Hybognathus amarus,1977,8,5,JAR8700F,BP,06-24-2025,06-24-2025,39,29,511,CW,NA,NA,"Dark spots seen on gills, but no clear material under scope, possibly dead cysts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4161-3,Hybognathus amarus,JAR8700F,Diplostomatidae,1,CW,CW,Metacercariaee,Connective tissue,70% etoh,P6JYF,MSB 4161-3,TREM.DIPLO.CONN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1150,MSB 1150-1,Hybognathus amarus,1939,6,9,JAR8708F,BP,06-24-2025,06-24-2025,63,50,2550,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 1150-1,Hybognathus amarus,JAR8708F,Dactylogyrus,17,KL,KL,Adult,Gill,70% etoh,P6JZ7,MSB 1150-1,MONO.DACT.GILL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4161,MSB 4161-5,Hybognathus amarus,1977,8,5,JAR8703F,JG,06-24-2025,06-24-2025,36,29,444,CLW,NA,NA,TREM.DIPLO.EYE found in soft tissues of the eye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,MSB 4161-5,Hybognathus amarus,JAR8703F,Diplostomatidae,22,CLW,CLW,Metacercariae,Connective tissue,70% etoh,P6JWR,MSB 4161-5,TREM.DIPLO.CONN,2,,Diplostomatidae,1,CLW,CLW,Metacercariae,Eye,70% etoh,P6JWQ,MSB 4161-5,TREM.DIPLO.EYE,2,,Diplostomatidae,3,CLW,CLW,Metacercariae,Flush,70% etoh,P6JWS,MSB 4161-5,TREM.DIPLO.FLUSH,2,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1150,MSB 1150-3,Hybognathus amarus,1939,6,9,JAR8712F,BP,06-24-2025,06-24-2025,71,54,4462,CW,F,Dirt,Lots of eggs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 1150-3,Hybognathus amarus,JAR8712F,Diplostomatidae,1,CW,CW,Metacercariae,Connective tissue,70% etoh,P6JYE,MSB 1150-3,TREM.DIPLO.CONN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4161,MSB 4161-1,Hybognathus amarus,1977,8,5,JAR8696F,JG,06-24-2025,06-24-2025,53,43,1166,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4161-1,Hybognathus amarus,JAR8696F,Diplostomatidae,71,KL,KL,Metacercariae,Connective tissue,70% etoh,P6JZ5,MSB 4161-1,TREM.DIPLO.CONN,2,,Diplostomatidae,5,KL,KL,NA,Liver,70% etoh,P6JZ6,MSB 4161-1,TREM.DIPLO.LIVER,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1132,MSB 1132-3,Hybognathus amarus,1947,10,25,JAR8688F,JG,06-23-2025,06-24-2025,77,64,4621,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,MSB 1132-3,Hybognathus amarus,JAR8688F,Diplostomatidae,56,CLW,CLW,Metacercariae,Connective tissue,70% etoh,P6JWO,MSB 1132-3,TREM.DIPLO.CONN,2,,Diplostomatidae,4,CLW,CLW,Metacercariae,Liver,70% etoh,P6JWN,MSB 1132-3,TREM.DIPLO.LIVER,2,,Diplostomatidae,1,CLW,CLW,Metacercariae,Flush,70% etoh,NA,MSB 1132-3,TREM.DIPLO.FLUSH,2,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1132,MSB 1132-1,Hybognathus amarus,1947,10,25,JAR8684F,JG,06-23-2025,06-24-2025,71,58,3310,CW,NA,Dirt,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 1132-1,Hybognathus amarus,JAR8684F,Digenea,1,CW,CW,Metacercariae,Connective tissue,70% etoh,P6JYB,MSB 1132-1,TREM.GOLD.CONN,2,,Digenea,8,CW,CW,Metacercariae,Connective tissue,70% etoh,P6JYC,MSB 1132-1,TREM.GOLD.CONN,2,,Diplostomatidae,1,CW,CW,Metacercariae,Connective tissue,70% etoh,P6JYD,MSB 1132-1,TREM.DIPLO.CONN,2,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1132,MSB 1132-4,Hybognathus amarus,1947,10,25,JAR8694F,JG,06-23-2025,06-24-2025,63,54,2744,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 1132-4,Hybognathus amarus,JAR8694F,Digenea,1,KL,KL,Metacercariae,Connective tissue,70% etoh,P6JZ4,MSB 1132-4,TREM.B.CONN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
