CatalogNumber,Individual_ID,Fish_Species,Date_Fish_Collected,Fish_Barcode,Dissector,Dissection_Date,Completion_Date,Total_Length_mm,Standard_Length_mm,Weight_mg,Examiner,Sex,Gut_Contents,Notes,SKIN,MUSCLE,BUCCAL_CAVITY,BODY_CAVITY,MONO.GYRO.PECTORALFIN,TREM.FIM.PECTORALFIN,COPE.LERN.PELVICFIN,MONO.GYRO.PELVICFIN,COPE.IMLER.ANALFIN,MONO.GYRO.ANALFIN,TREM.META.UNK.CAUDALFIN,MONO.GYRO.CAUDALFIN,MONO.GYRO.DORSALFIN,GONAD,TREM.DIPLO.LIVER,TREM.GOLD.LIVER,KIDNEY,TREM.DIPLO.EYE,TREM.EM.EYE,HEART,STOMACH,TREM.D.CONN,TREM.DIPLO.CONN,TREM.B.CONN,TREM.GOLD.CONN,NEMA.UNK.INT,MYXO.SUSP.GILL,CYST.UNK.GILL,MONO.DACT.GILL,MONO.GYRO.GILL,GALL_BLADDER,TREM.DLUM.FLUSH,TREM.META.UNK.FLUSH,TREM.B.FLUSH,TREM.D.FLUSH,TREM.DIPLO.FLUSH,TREM.UNK,TREM.RIDGE.FLUSH,Notes_details_about_parasites_missing,MSB:Fish_catalog_number,Fish_Species,Fish_Barcode,P1_Species,P1_Number_of_individuals,P1_collector,P1_identifier,P1_Life_Stage,P1_Organ_Found,P1_preservation,P1_barcode,P1_label:MSB_FISH_CATALOG_NUMBER,P1_label:PARASITE_CODE,P2_Species,P2_Number_of_individuals,P2_collector,P2_identifier,P2_Life_Stage,P2_Organ,P2_preservation,P2_barcode,P2_label:SMB_FISH_CATALOG_NUMBER,P2_label:PARASITE_CODE,P3_Species,P3_Number_of_individuals,P3_collector,P3_identifier,P3_Life_Stage,P3_Organ,P3_How_preserved,P3_barcode,P3_Label:fishID,P3_label:Parasites_Code,Parasite Species 4,Number of individuals 4,parasite collector 4,parasite identifier 4,Life Stage 4,Organ 4,How preserved 4,barcode 4,Parasite label 4,Parasite label  4,Box_number
MSB:Fish:4984,MSB 4984-5,Hybognathus amarus,09-05-1978,JAR8644F,BP,06-23-2025,06-23-2025,32,24,341,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,MSB 49984-5,Hybognathus amarus,JAR8644F,Diplostomatidae,1,CW,CW,NA,Connective Tissue,70% etoh,P6JX8,MSB 4984-5,TREM.DIPLO.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:39103,MSB 39103-5,Hybognathus amarus,10-15-1997,JAR8678F,EO,06-23-2025,06-23-2025,60,47,2006,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:1131,MSB 1131-5,Hybognathus amarus,02-24-1959,JAR8682F,BP,06-23-2025,06-23-2025,53,44,1289,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,NA,0,0,0,0,0,0,,,MSB 1131-5,Hybognathus amarus,JAR8682F,Gyrodactylidae ,1,KL,KL,Adult,Caudal Fin,70% etoh,P6JXA,MSB 1131-5,MONO.GYRO.CAUDALFIN,Gyrodactylidae ,2,KL,KL,Adult,Gill,70% etoh,P6JX9,MSB 1131-5,MONO.GYRO.GILL,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:1155,MSB 1155-3,Hybognathus amarus,06-23-1943,JAR8685F,BP,06-23-2025,06-23-2025,69,56,3145,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:30282,MSB 30282-2,Hybognathus amarus,05-16-1996,JAR8653F,EO,06-23-2025,06-23-2025,64,50,2621,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,MSB 30282-2,Hybognathus amarus,JAR8653F,Diplostomulum,1,CW,CW,Metacercariae,Eye,70% etoh,P6JXE,MSB 30282-2,TREM.EM.EYE,Diplostomatidae,1,CW,CW,Metacercariae,Liver,70% etoh,P6JXD,MSB 30282-2,TREM.DIPLO.LIVER,Diplostomatidae,6,CW,CW,Metacercariae,Connective Tissue,70% etoh,P6JXB,MSB 30282-2,TREM.DIPLO.CONN,,,,,,,,,,,1
MSB:Fish:4984,MSB 4984-4,Hybognathus amarus,09-05-1978,JAR8642F,JG,06-23-2025,06-23-2025,32,25,338,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,,,MSB 4984-4,Hybognathus amarus,JAR8642F,Digenea,1,KL,KL,Metacercariae,Flush,70% etoh,P6JXC,MSB 4984-4,TREM.B.FLUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:39103,MSB 39103-4,Hybognathus amarus,10-15-2997,JAR8676F,EO,06-23-2025,06-23-2025,69,54,3110,EO CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:30282,MSB 30282-1,Hybognathus amarus,05-16-1996,JAR8654F,JG,06-23-2025,06-23-2025,58,49,2054,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,NA,0,0,0,0,0,0,,,MSB 30282-1,Hybognathus amarus,JAR8654F,Diplostomatidae,1,CLW,CLW,Metacercariae,Connective Tissue,70% etoh,P6JWJ,MSB 30282-1,TREM.DIPLO.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:30282,MSB 30282-3,Hybognathus amarus,05-16-1996,JAR8656F,EO,06-23-2025,06-23-2025,71,56,3863,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:4984,MSB 4984-2,Hybognathus amarus,09-05-1978,JAR8662F,BP,06-23-2025,06-23-2025,38,30,541,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,0,NA,0,0,0,0,0,0,,,MSB 4984-2,Hybognathus amarus,JAR8662F,Diplostomatidae,2,CLW,CLW,Metacercariae,Connective Tissue,70% etoh,P6JWK,MSB 4984-2,TREM.DIPLO.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:1131,MSB 1131-3,Hybognathus amarus,02-24-1959,JAR8693F,BP,06-23-2025,06-23-2025,54,44,1280,CW,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,,MSB 1131-3,Hybognathus amarus,JAR8693F,Dactylogyrus,1,CW,CW,Adult,Gill,70% etoh,P6JX6,MSB 1131-3,MONO.DACT.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:30282,MSB 20282-5,Hybognathus amarus,05-16-1996,JAR8655F,JG,06-23-2025,06-23-2025,72,59,3808,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:4984,MSB 4984-1,Hybognathus amarus,09-05-1978,JAR8660F,EO,06-23-2025,06-23-2025,39,30,621,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,0,0,0,,0,0,0,NA,0,0,0,0,0,0,,,MSB 4984-1,Hybognathus amarus,JAR8660F,Diplostomatidae,3,CLW,CLW,Metacercariae,Connective Tissue,70% etoh,P6JWL,MSB 4984-1,TREM.DIPLO.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:1155,MSB 1155-4,Hybognathus amarus,06-23-1943,JAR8683F,EO,06-23-2025,06-23-2025,54,45,1684,BP KL,F,NA,"Caudal Fin Damaged, unknown cysts from gills pictured not collected",0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,0,0,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:1131,MSB 1131-4,Hybognathus amarus,02-24-1959,JAR8680F,EO,06-23-2025,06-23-2025,52,43,1316,KL,NA,NA,Caudal fin damaged ,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:30282,MSB 30282-4,Hybognathus amarus,05-16-1996,JAR8658F,BP,06-23-2025,06-23-2025,58,46,1814,JG KL,F,Arthropod,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:1155,MSB 1155-5,Hybognathus amarus,06-23-1943,JAR8687F,EO,06-23-2025,06-23-2025,53,45,1706,KL,NA,NA,Caudal fin damaged,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:39103,MSB 39103-3,Hybognathus amarus,10-15-1997,JAR8675F,BP,06-23-2025,06-23-2025,61,47,2132,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,MSB 39103-3,Hybognathus amarus,JAR8675F,Digenea,1,KL,KL,Metacercariae,Connective Tissue,70% etoh,P6JX7,MSB 39103-3,TREM.B.CONN,Diplostomatidae,2,KL,KL,NA,Connective Tissue,70% etoh,P6JZ1,MSB 39103-3,TREM.DIPLO.CONN,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:1131,MSB 1131-2,Hybognathus amarus,02-24-1959,JAR8691F,JG,06-23-2025,06-23-2025,63,51,1849,CLW,NA,NA,Caudal fin not entire-bits are broken off,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:1131,MSB 1131-2,Hybognathus amarus,02-24-1959,JAR8689F,EO,06-23-2025,06-23-2025,60,47,1798,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:4984,MSB 4984-3,Hybognathus amarus,09-05-1978,JAR8640F,EO,06-23-2025,06-23-2025,38,29,504,CLW,NA,NA,"Disintergrated under slip. Not 100% whether this was a psite or gut contents, could've been some kind of free-living worm.",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,0,0,1,,MSB 4984-3,Hybognathus amarus,JAR8640,Digenea,1,CLW,CLW,?,,70% etoh,P6JWM,MSB 4984-3,TREM.RIDGE.FLUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:39103,MSB 39103-2,Hybognathus amarus,10-15-1997,JAR8677F,JG,06-23-2025,06-23-2025,69,56,3012,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,MSB 39103-2,Hybognathus amarus,JAR8677F,Digenea,1,KL,KL,Metacercariae,Connective tissue,70% etoh,P6JZ3,MSB 39103-2,TREM.B.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:1155,MSB 1155-2,Hybognathus amarus,06-23-1943,JAR8681F,EO,06-23-2025,06-23-2025,63,50,2536,KL,NA,NA,Caudal fin damaged,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,16,0,NA,0,0,0,0,0,0,0,,MSB 1155-2,Hybognathus amarus,JAR8681F,Dactylogyrus,12,KL,KL,NA,Gill,70% etoh,P6JZ2,MSB 1155-2,MONO.DACT.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSB:Fish:1155,MSB1155-1,Hybognathus amarus,06-23-2943,JAR8679F,BP,06-23-2025,06-23-2025,62,50,2170,BP CW KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,0,7,0,0,0,0,0,0,1,1,0,,MSB 1155-1,Hybognathus amarus,JAR8679F,Dactylogyrus,7,KL,KL CW,Adult,Gill,70% etoh,P6JZ0,MSB 1155-1,MONO.DACT.GILL,Digenea,1,NA,KL CW,Unknown,Flush,NA,NA,MSB 1155-1,TREM.UNK.FLUSH,Diplostomatidae,1,KL CW,KL CW,Metacercariae,Flus,70% etoh,P6JX5,MSB 1155-1,TREM.DIPLO.FLUSH,Diplostomatidae,3,CW KL,CW KL,Metacercariae,Connective Tissue,70% etoh,P6JX4,MSB 1155-1,TREM.DIPLO.CONN,2
MSB:Fish:4161,MSB 4161-3,Hybognathus amarus,08-05-1977,JAR8700F,BP,06-24-2025,06-24-2025,39,29,511,CW,NA,NA,"Dark spots seen on gills, but no clear material under scope, possibly dead cysts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,MSB 4161-3,Hybognathus amarus,JAR8700F,Diplostomatidae,1,CW,CW,Metacercariaee,Connective Tissue,70% etoh,P6JYF,MSB 4161-3,TREM.DIPLO.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:1150,MSB 1150-1,Hybognathus amarus,06-09-1939,JAR8708F,BP,06-24-2025,06-24-2025,63,50,2550,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,17,0,0,0,0,0,0,0,0,0,,MSB 1150-1,Hybognathus amarus,JAR8708F,Dactylogyrus,17,KL,KL,Adult,Gill,70% etoh,P6JZ7,MSB 1150-1,MONO.DACT.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:4161,MSB 4161-5,Hybognathus amarus,08-05-1977,JAR8703F,JG,06-24-2025,06-24-2025,36,29,444,CLW,NA,NA,TREM.DIPLO.EYE found in soft tissues of the eye,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,22,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,,MSB 4161-5,Hybognathus amarus,JAR8703F,Diplostomatidae,22,CLW,CLW,Metacercariae,Connective Tissue,70% etoh,P6JWR,MSB 4161-5,TREM.DIPLO.CONN,Diplostomatidae,1,CLW,CLW,Metacercariae,Eye,70% etoh,P6JWQ,MSB 4161-5,TREM.DIPLO.EYE,Diplostomatidae,3,CLW,CLW,Metacercariae,Flush,70% etoh,P6JWS,MSB 4161-5,TREM.DIPLO.FLUSH,,,,,,,,,,,2
MSB:Fish:1150,MSB 1150-3,Hybognathus amarus,06-09-1939,JAR8712F,BP,06-24-2025,06-24-2025,71,54,4462,CW,F,Dirt,Lots of eggs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,MSB 1150-3,Hybognathus amarus,JAR8712F,Diplostomatidae,1,CW,CW,Metacercariae,Connective Tissue,70% etoh,P6JYE,MSB 1150-3,TREM.DIPLO.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:4161,MSB 4161-1,Hybognathus amarus,08-05-1977,JAR8696F,JG,06-24-2025,06-24-2025,53,43,1166,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5,0,0,0,0,0,0,0,71,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,MSB 4161-1,Hybognathus amarus,JAR8696F,Diplostomatidae,71,KL,KL,Metacercariae,Connective Tissue,70% etoh,P6JZ5,MSB 4161-1,TREM.DIPLO.CONN,Diplostomatidae,5,KL,KL,NA,Liver,70% etoh,P6JZ6,MSB 4161-1,TREM.DIPLO.LIVER,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:1132,MSB 1132-3,Hybognathus amarus,10-25-1947,JAR8688F,JG,06-23-2025,06-24-2025,77,64,4621,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,0,0,0,0,0,0,0,56,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,,MSB 1132-3,Hybognathus amarus,JAR8688F,Diplostomatidae,56,CLW,CLW,Metacercariae,Connective Tissue,70% etoh,P6JWO,MSB 1132-3,TREM.DIPLO.CONN,Diplostomatidae,4,CLW,CLW,Metacercariae,Liver,70% etoh,P6JWN,MSB 1132-3,TREM.DIPLO.LIVER,Diplostomatidae,1,CLW,CLW,Metacercariae,Flush,70% etoh,NA,MSB 1132-3,TREM.DIPLO.FLUSH,,,,,,,,,,,2
MSB:Fish:1132,MSB 1132-1,Hybognathus amarus,10-25-1947,JAR8684F,JG,06-23-2025,06-24-2025,71,58,3310,CW,NA,Dirt,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,,MSB 1132-1,Hybognathus amarus,JAR8684F,Digenea,1,CW,CW,Metacercariae,Connective Tissue,70% etoh,P6JYB,MSB 1132-1,TREM.GOLD.CONN,Digenea,8,CW,CW,Metacercariae,Connective Tissue,70% etoh,P6JYC,MSB 1132-1,TREM.GOLD.CONN,Diplostomatidae,1,CW,CW,Metacercariae,Connective Tissue,70% etoh,P6JYD,MSB 1132-1,TREM.DIPLO.CONN,,,,,,,,,,,2
MSB:Fish:1132,MSB 1132-4,Hybognathus amarus,10-25-1947,JAR8694F,JG,06-23-2025,06-24-2025,63,54,2744,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,MSB 1132-4,Hybognathus amarus,JAR8694F,Digenea,1,KL,KL,Metacercariae,Connective Tissue,70% etoh,P6JZ4,MSB 1132-4,TREM.B.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:1132,MSB 1132-5,Hybognathus amarus,10-25-2947,JAR8692F,JG,06-23-2025,06-24-2025,61,49,1975,CW,NA,Dirt,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,MSB 1132-5,Hybognathus amarus,JAR8692F,Diplostomatidae,3,CW,CW,Metacercariae,Connective Tissue,70% etoh,P6JX2,MSB 1132-5,TREM.DIPLO.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:1150,MSB 1150-4,Hybognathus amarus,06-09-1939,JAR8716F,JG,06-24-2025,06-24-2025,65,53,3213,KL,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6,1,NA,0,0,0,0,0,0,0,,MSB 1150-4,Hybognathus amarus,JAR8716F,Dactylogyrus,6,KL,KL,Adult,Gill,70% etoh,P6JZ8,MSB 1150-4,MONO.DACT.GILL,Gyrodactylidae,1,KL,KL,,Gill,70% etoh,P6JZ9,MSB 1150-4,MONO.GYRO.GILL,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:4096,MSB 4096-4,Hybognathus amarus,09-05-1978,JAR8717F,EO,06-24-2025,06-24-2025,45,35,856,CW,NA,Dirt,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,,MSB 4096-4,Hybognathus amarus,JAR8717F,Digenea,1,CW,CW,Metacercariae,Liver,70% etoh,P6JYG,MSB 4096-4,TREM.GOLD.LIVER,Digenea,9,CW,CW,Metacercariae,Connective Tissue,70% etoh,P6JYH,MSB 4069-4,TREM.GOLD.CONN,Diplostomatidae,1,CW,CW,Metacercariae,Connective Tissue,70% etoh,P6JYI,MSB 4096-4,TREM.DIPLO.CONN,,,,,,,,,,,2
MSB:Fish:1130,MSB 1130-1,Hybognathus amarus,10-29-1949,JAR8690F,JG,06-24-2025,06-24-2025,71,58,3286,JG KL,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NA,0,0,0,0,0,0,0,,MSB 1130-1,Hybognathus amarus,JAR8690F,Digenea,1,KL,KL,Metacercariae,Connective Tissue,70% etoh,P6JZA,MSB 1130-1,TREM.GOLD.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:1150,MSB 1150-5,Hybognathus amarus,06-09-1939,JAR8710F,BP,06-24-2025,06-24-2025,60,49,2576,CW,F,Dirt,1 lost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8,0,0,0,0,0,0,0,0,0,,MSB 1150-5,Hybognathus amarus,JAR8710F,Dactylogyrus,7,CW,CW,Adult,Gill,70% etoh,P6JYJ,MSB 1150-5,MONO.DACT.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:4161,MSB 4161-4,Hybognathus amarus,08-05-1977,JAR8702F,JG,06-24-2025,06-24-2025,41,31,632,CLW,NA,NA,White mold on fish. trem.ridge.flush and trem.d.flush not encysted.,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,22,0,0,0,,0,0,0,0,0,0,0,1,6,0,5,,MSB 4161-4,Hybognathus amarus,JAR8702F,Diplostomatidae,6,CLW,CLW,Metacercariae,Flush,70% etoh,P6JWW,MSB 4161-4,TREM.DIPLO.FLUSH,Diplostomatidae,22,CLW,CLW,Metacercariae,Connective Tissue,70% etoh,P6JWY,MSB 4161-4,TREM.DIPLO.CONN,Digenea,5,CLW,CLW,larvae,Connective tissue,70% etoh,P6JWT,MSB 4161-4,TREM.RIDGE.FLUSH,Digenea,1,CLW,CLW,Larvae,Flush,70% etoh,P6JWU,MSB 4161-4,TREM.D.FLUSH,2
MSB:Fish:4096,MSB 4096-1,Hybognathus amarus,09-05-1978,JAR8718F,BP,06-24-2025,06-24-2025,44,36,1043,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,,MSB 4096-1,Hybognathus amarus,JAR8718F,Digenea,5,KL,KL,Metacercariae,Connective Tissue,70% etoh,P6JZB,MSB 4096-1,TREM.B.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:4096,MSB 4096-5,Hybognathus amarus,09-05-1978,JAR8715F,BP,06-24-2025,06-24-2025,41,33,774,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:7593,MSB 7593-3,Hybognathus amarus,05-25-1988,JAR8706F,BP,06-24-2025,06-24-2025,58,45,2248,BP KL,F,NA,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,MSB 7593-3,Hybognathus amarus,JAR8706F,Digenea,2,BP,KL,Metacercariae,Pectoral Fin,70% etoh ,P6JZD,MSB 7593-3,TREM.FIM.PECTORALFIN,Diplostomatidae,1,KL,KL,Metacercariae,Connective Tissue,70% etoh,P6JZC,MSB 7593-3,TREM.DIPLO.CONN,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:4096,MSB 4096-3,Hybognathus amarus,09-05-1978,JAR8713F,BP,06-24-2025,06-24-2025,49,39,1118,EO CW,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1130,MSB 1130-5,Hybognathus amarus,10-29-1949,JAR8701F,EO,06-24-2025,06-25-2025,57,48,2022,KL,NA,NA,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,1,0,0,0,0,0,0,0,0,0,,MSB 1130-5,Hybognathus amarus,JAR8701,Digenea,1,KL,KL,Metacercariae,Pectoral Fin,70% etoh,P6JZI,MSB 1130-5,TREM.FIM.PECTORALFIN,Digenea,2,KL,KL,Metacercariae,Connective Tissue,70% etoh,P6JZJ,MSB 1130-5,TREM.B.CONN,Dactylogyrus sp. 1,1,KL,KL,Adult,Gill,70% etoh,P6JYM,MSB 1130-5,MONO.DACT.GILL,,,,,,,,,,,2
MSB:Fish:25023,MSB 25023-5,Hybognathus amarus,08-02-1995,JAR8719F,EO,06-25-2025,06-25-2025,40,31,571,KL,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,0,0,NA,0,0,0,0,0,0,0,,MSB 25023-5,Hybognathus amarus,JAR8719F,Digenea,2,KL,KL,Metacercariae,Connective Tissue,70% etoh,P6JXX,MSB 25023-5,TREM.B.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSB:Fish:1132,MSB 1132-2,Hybognathus amarus,10-25-1947,JAR8686F,JG,06-23-2025,06-25-2025,73,62,3934,CW,NA,Dirt,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,MSB 1132-2,Hybognathus amarus,JAR8686F,Diplostomatidae,50,CW,CW,Metacercariae,Connective Tissue,70% etoh,P6JYL,MSB 1132-2,TREM.DIPLO.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
