CatalogNumber,Individual_ID,Fish_Species,Year_Fish_Collected,month_fish_collected,day_fish_collected,Fish_Barcode,Dissector,Dissection_Date,Completion_Date,Total_Length_mm,Standard_Length_mm,Weight_mg,Examiner,Sex,Gut_Contents,Notes,CRUS.D.SKIN,Muscle,BUCCAL_CAVITY,BODY_CAVITY,PECTORALFIN,PELVICFIN,MONO.GYRO.ANALFIN,CYST.UNKN.CAUDALFIN,MONO.GYRO.DORSALFIN,CYST.UNK.DORSALFIN,GONAD,LIVER,KIDNEY,TREM.DIPS.EYE,HEART,STOMACH,TREM.DIPS.CONNECTIVE_TISSUE,NEM.LARV.CONNECTIVETISSUE,NEMA.L.CONNECTIVE_TISSUE,NEMA.STY.INTESTINE,NEMA.SC.INTESTINE,NEMA.UNK.INTESTINE,NEMA.LARV.INTESTINE,NEMA.MYST.INTESTINE,TREM.IZ.INTESTINE,CEST.BOTSP.INTESTINE,CEST.A.INTESTINE,MONO.SALSP.GILL,MONO.SS.GILLS,MONO.GYRO.GILL,MONO.UNK.GILL,MYXO.G.GILL,TREM.UNK.GILL,CRUS.D.GILL,PROT.CIL.GILL_PRESENCE_ABSENCE,CYST.UNK.GILL,MYXO.MXYID.GALLBLADDER(PRESENCE1_ABSENCE0),CRUS.LERSP.FLUSH,ACANTH.SPK.FLUSH,TREM.DIPS.FLUSH,Notes_details_about_parasites_missing,MSB:Fish_catalog_number,Fish_Species,Fish_Barcode,P1_Species,P1_Number_of_individuals,P1_collector,P1_identifier,P1_Life_Stage,P1_Organ_Found,P1_preservation,P1_barcode,P1 Box Number,P1_label:MSB_FISH_CATALOG_NUMBER,P1_label:PARASITE_CODE,P1 Notes,P2_Species,P2_Number_of_individuals,P2_collector,P2_identifier,P2_Life_Stage,P2_Organ,P2_preservation,P2_barcode,P2 Box Number,P2_label:SMB_FISH_CATALOG_NUMBER,P2_label:PARASITE_CODE,P2 Notes,P3_Species,P3_Number_of_individuals,P3_collector,P3_identifier,P3_Life_Stage,P3_Organ,P3_How_preserved,P3_barcode,P3 Box Number,P3_Label:fishID,P3_label:Parasites_Code,P3 Notes,Parasite Species 4,Number of individuals 4,parasite collector 4,parasite identifier 4,P4_Life_Stage,P4_Organ,P4_How_preserved,P4_barcode,P4 Box_number,P4_Label:fishID,P4_label:Parasites_Code,P4 Notes,P5_Species,P5_Number_of_individuals,P5_collector,P5_identifier,P5_Life_Stage,P5_Organ,P5_How_preserved,P5_barcode,P5 Box Number,P5_Label:fishID,P5_label:Parasites_Code,P5 Notes
MSB:Fish:5822,MSB 5822-3,Gambusia affinis,1987,9,10,JAR11358F,BP,07-10-2025,07-11-2025,41,32,826,JG,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 5822-3,Gambusia affinis,JAR11358F,Diplostomulum sp.,1,JG,JG,Metacercariae,Eye,70% etoh,P6KU8,6,MSB 5822-3,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:324,MSB 324-3,Gambusia affinis,1950,10,18,JAR11337F,BP,07-10-2025,07-11-2025,49,39,1841,GC,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 324-3,Gambusia affinis,JAR11337F,Salsuginus sp.,5,GC,GC,Adult,Gill,70% etoh,P6KUA,6,MSB 324-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4086,MSB 4086-3,Gambusia affinis,1978,9,29,JAR11342F,BP,07-11-2025,07-11-2025,31,24,340,JG,NA,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 4086-3,Gambusia affinis,JAR11342F,Salsuginus sp.,2,JG,JG,Adult,Gill,70% etoh,P6L4E,6,MSB 4086-3,MONO.SALSP.GILL,,Diplostomulum sp.,5,JG,JG,Metacercariae,Eye,70% etoh,P6KUB,6,MSB 4086-3,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:324,MSB 324-5,Gambusia affinis,1950,10,18,JAR11339F,BP,07-10-2025,07-11-2025,39,31,754,KL,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,MSB 324-5,Gambusia affinis,JAR11339F,Monogenea,4,KL,KL,NA,Gill,70% etoh,P6KUC,6,MSB 324-5,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4086,MSB 4086-1,Gambusia affinis,1978,9,29,JAR11345F,BP,07-11-2025,07-11-2025,41,32,795,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,MSB 4086-1,Gambusia affinis,JAR11345F,Monogenea,6,KL,KL,NA,Gill,70% etoh,P6KU9,6,MSB 4086-1,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:12531,MSB 12531-2,Gambusia affinis,1992,11,13,JAR11263F,EO,07-11-2025,07-11-2025,34,27,414,KL,NA,NA,1980s+ only 30 mm & up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,,MSB 12531-2,Gambusia affinis,JAR11263F,Monogenea,3,KL,KL,NA,Gill,70% etoh,P6KU1,6,MSB 12531-2,MONO.SS.GILL,,Myxozoa,1,KL,KL,NA,Gill,70% etoh,P6KU2,6,MSB 12531-2,MYXO.G.GILL,"Pictured, 1 cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4086,MSB 4086-5,Gambusia affinis,1978,9,29,JAR11340F,BP,07-11-2025,07-11-2025,29,23,261,GC,M,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4486,MSB 4486-1,Gambusia affinis,1978,9,29,JAR11274F,JG,07-11-2025,07-11-2025,29,24,252,KL,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,MSB 4486-1,Gambusia affinis,JAR11274F,Monogenea,2,KL,KL,NA,Gill,70% etoh,P6KTZ,6,MSB 4486-1,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:288,MSB 288-3,Gambusia affinis,1949,12,3,JAR11270F,EO,07-11-2025,07-11-2025,49,40,1240,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,NA,0,0,0,,MSB 288-3,Gambusia affinis,JAR11270F,Monogenea,3,KL,KL,NA,Gill,70% etoh,P6KU0,6,MSB 288-3,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5822,MSB 5822-5,Gambusia affinis,1987,9,10,JAR11352F,BP,07-10-2025,07-11-2025,29,21,200,JG,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4086,MSB 4086-2,Gambusia affinis,1978,9,29,JAR11344F,BP,07-11-2025,07-11-2025,40,30,701,EO,F,Arthropod,Cysts on caudal fin,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5822,MSB 5822-4,Gambusia affinis,1987,9,10,JAR11355F,JG,07-10-2025,07-11-2025,25,20,153,JG,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5822,MSB 5822-2,Gambusia affinis,1987,9,10,JAR11346F,BP,07-10-2025,07-11-2025,36,29,480,GC,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:288,MSB 288-4,Gambusia affinis,1949,12,3,JAR11269F,BP,07-11-2025,07-11-2025,28,22,247,BP,NA,NA,Caudal fin cysts present,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4486,MSB 4486-3,Gambusia affinis,1978,9,29,JAR11325F,KL,07-11-2025,07-11-2025,28,23,227,EO,F,Arthropod,Patterned cysts on caudal fin,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,0,0,0,,MSB 4486-3,Gambusia affinis,JAR11325F,Monogenea,2,EO,EO,NA,Gill,70% etoh,P6L53,6,MSB 4486-3,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4486,MSB 4486-4,Gambusia affinis,1978,9,29,JAR11323F,KL,07-11-2025,07-11-2025,27,22,226,KL,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,,MSB 4486-4,Gambusia affinis,JAR11323F,Monogenea,4,KL,KL,NA,Gill,70% etoh,P6KTW,6,MSB 4486-4,MONO.SS.GILL,,Unknown cyst,1,KL,KL,NA,Gill,70% etoh,P6KTV,6,MSB 4486-4,CYST.UNK.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4486,MSB 4486-2,Gambusia affinis,1978,9,29,JAR11324F,JG,07-11-2025,07-11-2025,25,20,171,KL,M,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,,MSB 4486-2,Gambusia affinis,JAR11324F,Myxidium sp.,1,KL,KL,NA,Gall bladder,70% etoh,P6KTU,6,MSB 4486-2,MYXO.MYXID.GALLBLADDER,,Monogenea,1,KL,KL,NA,Gill,70% etoh,P6KTT,6,MSB 4486-2,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:12531,MSB 12531-5,Gambusia affinis,1992,11,13,JAR11266F,EO,07-11-2025,07-11-2025,48,40,1190,BP,F,Arthropod,1980s+ only 30mm & up,0,NA,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,MSB 12531-5,Gambusia affinis,JAR11266F,Monogenea,4,BP,BP,NA,Gill,70% etoh,P6L3O,6,MSB 12531-5,MONO.SS.GILL,,Diplostomulum sp.,8,BP,BP,Metacercariae,Eye,70% etoh,P6L3N,6,MSB 12531-5,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4486,MSB 4486-5,Gambusia affinis,1978,9,29,JAR11273F,KL,07-11-2025,07-11-2025,25,20,158,KL,NA,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1 MONO.SS lost,MSB 4486-5,Gambusia affinis,JAR11273F,Myxidium sp.,1,KL,KL,NA,Galll bladder,70% etoh,P6KTY,6,MSB 4486-5,MYXO.MYXID.GALLBLADDER,,Monogenea,1,KL,KL,NA,Gill,70% etoh,P6KTX,6,MSB 4486-5,MONO.SS.GILL,One lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4086,MSB 4086-4,Gambusia affinis,1978,9,29,JAR11341F,BP,07-11-2025,07-11-2025,26,19,139,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4086-4,Gambusia affinis,JAR11341F,Salsuginus sp.,2,GC,GC,Adult,Gill,70% etoh,P6KTS,6,MSB 4086-4,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4172,MSB 4172-2,Gambusia affinis,1977,5,10,JAR11329F,JG,07-14-2025,07-14-2025,33,29,347,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 4172-2,Gambusia affinis,JAR11329F,Salsuginus sp.,2,GC,GC,Adult,Gill,70% etoh,P6KTO,6,MSB 4172-2,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4172,MSB 4172-3,Gambusia affinis,1977,5,10,JAR11330F,BP,07-14-2025,07-14-2025,27,21,170,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4172-3,Gambusia affinis,JAR11330F,Salsuginus sp.,2,KL,KL,Adult,Gill,70% etoh,P6KTP,6,MSB 4172-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4172,MSB 4172-1,Gambusia affinis,1977,5,10,JAR11328F,BP,07-14-2025,07-14-2025,29,24,252,KL,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 4172-1,Gambusia affinis,JAR11328F,Salsuginus sp.,2,KL,KL,Adult,Gill,70% etoh,P6KTN,6,MSB 4172-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:6405,MSB 6405-1,Gambusia affinis,1989,10,16,JAR1131F,BP,07-14-2025,07-14-2025,32,24,325,KL,F,NA,1980s+ only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,0,0,0,,MSB 6405-1,Gambusia affinis,JAR11316F,Monogenea,2,KL,KL,NA,Gill,70% etoh,P6KTQ,7,MSB 6405-1,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:6405,MSB 6405-4,Gambusia affinis,1989,10,16,JAR11312F,BP,07-14-2025,07-14-2025,37,29,435,GC,F,NA,1980s+ only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 6405-4,Gambusia affinis,JAR11312F,Salsuginus sp.,1,GC,GC,Adult,Gill,70% etoh,P6KTR,7,MSB 6405-4,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1078,MSB 1078-1,Gambusia affinis,1939,1,30,JAR11299F,BP,07-14-2025,07-14-2025,40,31,647,JG,F,Arthropod,"<35.1° must be > 35mm, not random",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,MSB 1078-1,Gambusia affinis,JAR11299F,Salsuginus sp.,1,JG,JG,Adult,Gill,70% etoh,P6KTM,7,MSB 1078-1,MONO.SALSP.GILL,,Unknown Cyst,1,JG,JG,NA,Gill,70% etoh,P6KTL,7,MSB 1078-1,CYST.UNK.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:6405,MSB 6405-5,Gambusia affinis,1989,10,16,JAR11314F,JG,07-14-2025,07-14-2025,34,27,398,JG,NA,Arthropod,1980s+ only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4172,MSB 4172-4,Gambusia affinis,1977,5,10,JAR11327F,BP,07-14-2025,07-14-2025,27,21,150,GC,M,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4172-4,Gambusia affinis,JAR11327F,Salsuginus sp.,4,GC,GC,Adult,Gill,70% etoh,P6KTK,7,MSB 4172-4,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:6405,MSB 6405-2,Gambusia affinis,1989,10,16,JAR11315F,JG,07-14-2025,07-14-2025,37,31,537,EO,F,Arthropod,"1980s+ only 30mm and up, patterned cysts on caudal fin",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9004,MSB 9004-5,Gambusia affinis,1998,10,28,JAR11300F,JG,07-14-2025,07-14-2025,34,28,428,BP,F,Arthropod,1980s+only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 9004-5,Gambusia affinis,JAR11300F,Salsuginus sp.,1,BP,BP,Adult,Gill,70% etoh,P6L3M,7,MSB 9004-5,MONO.SALSP.GILL,,Diplostomulum sp.,2,BP,BP,Metacercariae,Eye,70% etoh,P6L3L,7,MSB 9004-5,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1078,MSB 1078-5,Gambusia affinis,1939,1,30,JAR11308F,BP,07-14-2025,07-14-2025,39,29,627,KL,NA,NA,"<35.1° must be >35mm, not random",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,,MSB 1078-5,Gambusia affinis,JAR11308F,Monogenea,1,KL,KL,Adult,Gill,70% etoh,P6KUS,7,MSB 1078-5,MONO.UNK.GILL,Couldn't I.D. -have Marteen look?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4172,MSB 4172-5,Gambusia affinis,1977,5,10,JAR11326F,JG,07-14-2025,07-14-2025,27,21,137,JG,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4172-5,Gambusia affinis,JAR11326F,Salsuginus sp.,3,JG,JG,Adult,Gill,70% etoh,P6KUQ,7,MSB 4172-5,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4056,MSB 4056-1,Gambusia affinis,1978,5,19,JAR11319F,EO,07-14-2025,07-14-2025,37,30,644,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,0,0,0,,MSB 4056-1,Gambusia affinis,JAR11319F,Salsuginus sp.,3,GC,GC,Adult,Gill,70% etoh,P6KUR,7,MSB 4056-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1078,MSB 1078-2,Gambusia affinis,1939,1,30,JAR11302F,JG,07-14-2025,07-14-2025,41,32,699,KL,NA,NA,"<35.1° must be >35mm, not random",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1079,MSB 1079-2,Gambusia affinis,1941,9,14,JAR11331F,JG,07-14-2025,07-14-2025,35,29,447,KL,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1078,MSB 1078-4,Gambusia affinis,1939,1,30,JAR11320F,JG,07-14-2025,07-14-2025,43,37,1027,GC,F,Arthropod,"<35.1° must be >35mm, not random",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9004,MSB 9004-1,Gambusia affinis,1990,10,28,JAR11303F,BP,07-14-2025,07-14-2025,33,27,388,BP,NA,Arthropod,"1980s+only 30mm and up, Caudal fin cysts present",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9004,MSB 9004-4,Gambusia affinis,1990,10,28,JAR11301F,JG,07-14-2025,07-14-2025,34,28,405,GC,NA,NA,1980s+only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1079,MSB 1079-5,Gambusia affinis,1941,9,14,JAR11311F,JG,07-14-2025,07-14-2025,37,29,441,KL,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9004,MSB 9004-2,Gambusia affinis,1990,10,28,JAR11306F,JG,07-14-2025,07-14-2025,32,25,351,KL,NA,Arthropod,1980s+only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1079,MSB 1079-4,Gambusia affinis,1941,9,14,JAR11333F,BP,07-14-2025,07-14-2025,44,33,754,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1079,MSB 1079-3,Gambusia affinis,1941,9,14,JAR11332F,BP,07-14-2025,07-14-2025,33,25,457,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1079,MSB 1079-1,Gambusia affinis,1941,9,14,JAR11334F,BP,07-14-2025,07-14-2025,29,24,231,GC,NA,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:6405,MSB 6405-3,Gambusia affinis,1989,10,16,JAR11313F,JG,07-14-2025,07-14-2025,33,26,403,GC,F,NA,1980s+only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4056,MSB 4056-5,Gambusia affinis,1978,5,19,JAR11321F,EO,07-14-2025,07-14-2025,34,28,581,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4056-5,Gambusia affinis,JAR11321F,Salsuginus sp.,2,GC,GC,Adult,Gill,70% etoh,P6KUP,7,MSB 4056-5,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
