CatalogNumber,Individual_ID,Fish_Species,year_fish_collected,month_fish_collected,day_fish_collected,Fish_Barcode,Dissector,Dissection_Date,Completion_Date,Total_Length_mm,Standard_Length_mm,Weight_mg,Examiner,Sex,Gut_Contents,Notes,TREM.META.SKIN,CRUS.LERCYP.SKIN,CRUS.LERCYP.PELVICFIN,TREM.META.MUSCLE,TREM.DIPHUR.MUSCLE,BUCCAL_CAVITY,TREM.N.BODY_CAVITY,MONO.UNKN.PECTORALFIN,MONO.GYRSP.PELVICFIN,ANALFIN,CAUDALFIN,CRUS.FIN.DORSALFIN,MONO.GYRSP.DORSALFIN,GONAD,TREM.DIPHUR.LIVER,TREM.WHITE.LIVER,TREM.P.KIDNEY,TREM.NEASP.EYE,HEART,STOMACH,TREM.DIPHUR.CONNECTIVE_TISSUE,TREM.UNK.CONNECTIVETISSUE,TREM.P.CONNECTIVE_TISSUE,TREM.WHITE.CONN,TREM.ACET.CONNECTIVETISSUE,CEST.LARV.CONNECTIVE_TISSUE,TREM.UNCLEAR.CONN,TREM.CENT.INTESTINE,TREM.DIPHUR.INTESTINE,NEM.CAP.INTESTINE,NEM.CONT.INTESTINE,CEST.B.INTESTINE,TREM.BUC.INTESTINE,NEM.UNK.INTESTINE,NEM.LARV.INTESTINE,MYXO.MYXSP.GILL(NUMBER_OF_CLUSTERS),MYXO.M.GILL,MONO.DACSP.GILL,MONO.GYRSP.GILL,NEM.LARV.GALL BLADDER,UNK.GALL BLADDER,TREM.CENT.FLUSH,TREM.DIPHUR.FLUSH,TREM.P.FLUSH,TREM.UNK.FLUSH,Notes about missing parasites,MSB:Fish_catalog_number,Fish_Species,Fish_Barcode,P1_Species,P1_Number_of_individuals,P1_collector,P1_identifier,P1_Life_Stage,P1_Organ_Found,P1_preservation,P1_barcode,P1_Box_Number,P1_label:SMB_FISH_CATALOG_NUMBER,P1_label:PARASITE_CODE,P1_Notes,P2_Species,P2_Number_of_individuals,P2_collector,P2_identifier,P2_Life_Stage,P2_Organ,P2_preservation,P2_barcode,P2_Box_Number,P2_label:SMB_FISH_CATALOG_NUMBER,P2_label:PARASITE_CODE,P2_Notes,P3_Species,P3_Number_of_individuals,P3_collector,P3_identifier,P3_Life_Stage,P3_Organ,P3_How_preserved,P3_barcode,P3_Box_Number,P3_Label:fishID,P3_label:Parasites_Code,P3_Notes,Parasite Species 4,Number of individuals 4,parasite collector 4,parasite identifier 4,Life Stage 4,Organ 4,How preserved 4,barcode 4,P4 Box number,Parasite label 4,Parasite label  4,P4 Notes,Parasite Species 5,Number of individuals 5,parasite collector 5,parasite identifier 5,Life Stage 5,Organ 5,How preserved 5,barcode 5,P5 Box number,Parasite label 5 fish ID,Parasite label  5,P5 Notes,Parasite Species 6,Number of individuals 6,parasite collector 6,parasite identifier 6,Life Stage 6,Organ 6,How preserved 6,barcode 6,P6 Box number,Parasite label 6 fish ID,Parasite label  6,P6 Notes,Parasite Species 7,Number of individuals 7,parasite collector 7,parasite identifier 7,Life Stage 7,Organ 7,How preserved 7,barcode 7,P7 Box number,Parasite label 7 fish ID,Parasite label  7,P7 Notes
MSB:Fish:4075,MSB 4075-1,Pimephales promelas,1977,6,9,JAR11721F,EO,07-31-2025,07-31-2025,50,41,1450,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4101,MSB 4101-2,Pimephales promelas,1977,5,12,JAR11744F,JG,07-31-2025,07-31-2025,43,35,1041,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7832-2,MSB 7832-2,Pimephales promelas,1990,3,18,JAR11725F,EO,07-31-2025,07-31-2025,48,39,1627,BP,F,NA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,MSB 7832-2,Pimephales promelas,JAR11725F,Digenea,1,BP,BP,Metacercariae,Muscle,70% etoh,P6MDS,11,MSB 7832-2,TREM.META.MUSCLE,,Diplostomatidae sp.,1,BP,BP,Metacercariae,Connective tissue,70% etoh,P6MDR,11,MSB 7832-2,TREM.DIPHUR.CONNECTIVE_TISSUE,,Cestoda,2,BP,BP,Metacestode,Connective Tissue,70% etoh,P6MDQ,11,MSB 7832-2,CEST.LARV.CONNECTIVE_TISSUES,,Nematoda,1,BP,BP,NA,Flush,70% etoh,P6MDT,11,,NEM.UNK.FLUSH,,Digenea,1,BP,BP,Metacercariae,Flush,70% etoh,P6MDU,11,MSB 7832-2,TREM.UNKN.FLUSH,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4075,MSB 4075-2,Pimephales promelas,1977,6,9,JAR11720F,JG,07-31-2025,07-31-2025,52,43,1701,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:611,MSB 611-1,Pimephales promelas,1949,10,28,JAR11741F,EO,07-31-2025,07-31-2025,49,39,957,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7832,MSB 7832-3,Pimephales promelas,1990,4,18,JAR11719F,JG,07-31-2025,07-31-2025,48,39,1139,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4101,MSB 4101-3,Pimephales promelas,1977,5,12,JAR11745F,EO,07-31-2025,07-31-2025,43,35,804,EO,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,MSB 4101-3,Pimephales promelas,JAR11745F,Dactylogyrus sp.,2,EO,EO,Adult,Gill,70% etoh,P6MBH,11,MSB 4101-3,MONO.DACSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4075,MSB 4075-3,Pimephales promelas,1977,6,9,JAR11724F,EO,07-31-2025,07-31-2025,45,36,978,JG,F,Arthropod,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,,MSB 4075-3,Pimephales promelas,JAR11724F,Dactylogyrus sp.,2,JG,JG,Adult,Gill,70% etoh,P6M9X,11,MSB 4075-3,MONO.DACSP.GILL,,Myxobolus,2,JG,JG,Myxospore,Gill,70% etoh,P6M9X,11,MSB 4075-3,MYXO.MYXSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4075,MSB 4075-4,Pimephales promelas,1977,6,9,JAR11723F,JG,07-31-2025,07-31-2025,46,38,1077,JG,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,,MSB 4075-4,Pimephales promelas,JAR11723F,Dactylogyrus sp.,1,JG,JG,Adult,Gill,70% etoh,P6M9U,11,MSB 4075-4,MONO.DACSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:611,MSB 611-3,Pimephales promelas,1949,10,28,JAR11740F,EO,07-31-2025,07-31-2025,46,37,785,EO,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 611-3,Pimephales promelas,JAR11740F,Diplostomatidae sp.,2,EO,EO,Metacercariae,Connective tissue,70% etoh,P6MBI,11,MSB 611-3,TREM.DIPHUR.CONNECTIVETISSUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:611,MSB 611-4,Pimephales promelas,1949,10,28,JAR11743F,EO,07-31-2025,07-31-2025,51,42,1109,CLW,NA,Arthropod,Part of caudal fin broken,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 611-4,Pimephales promelas,JAR11743F,Monogenea,1,CLW,CLW,Adult,Pectoral Fin,70% etoh,P6M9V,11,MSB 611-4,MONO.UNKN.FIN,"smashed this worm under coverslip, cant tell what it was. no hooks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:43375,MSB 43375-5,Pimephales promelas,1999,8,25,JAR11730F,JG,07-31-2025,07-31-2025,36,28,454,CLW,NA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 43375-5,Pimephales promelas,JAR11730F,Digenea,3,CLW,CLW,Metacercariae,Connective tissue,70% etoh,P6MAM,11,MSB 43375-5,TREM.WHITE.CONN,"in giant, white, crystalline cyst, nested in connective tissue around the intestine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:7832,MSB 7832-1,Pimephales promelas,1990,4,18,JAR11722F,JG,07-31-2025,07-31-2025,39,32,681,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:43375,MSB 43375-3,Pimephales promelas,1999,8,25,JAR11736F,JG,07-31-2025,07-31-2025,43,34,758,JG,NA,NA,Lost the gall bladder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:611,MSB 611-5,Pimephales promelas,1949,10,28,JAR11738F,EO,07-31-2025,07-31-2025,38,30,482,EO,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4114,MSB 4114-1,Pimephales promelas,1977,5,13,JAR11756F,EO,08-01-2025,08-01-2025,52,42,1845,EO,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4101,MSB 4101-4,Pimephales promelas,1977,5,12,JAR11742F,JG,07-31-2025,08-01-2025,45,36,967,CLW GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:630,MSB 630-4,Pimephales promelas,1938,12,2,JAR11752F,EO,08-01-2025,08-01-2025,48,38,924,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 630-4,Pimephales promelas,JAR11752F,Diplostomatidae sp.,1,GC,GC,Metacercariae,Connective tissue,70% etoh,P6MAR,11,MSB 630-4,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:611,MSB 611-2,Pimephales promelas,1949,10,28,JAR11746F,EO,07-31-2025,08-01-2025,46,37,870,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 611-2,Pimephales promelas,JAR11746F,Diplostomatidae sp.,1,GC,GC,Metacercariae,Connective tissue,70% etoh,P6MAQ,11,MSB 611-2,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5806,MSB 5806-3,Pimephales promelas,1987,9,9,JAR11764F,EO,08-01-2025,08-01-2025,37,30,562,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 5806-3,Pimephales promelas,JAR11764F,Diplostomatidae sp.,3,GC,GC,Metacercariae,Connective tissue,70% etoh,P6M9Y,11,MSB 5806-3,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5806,MSB 5806-5,Pimephales promelas,1987,9,9,JAR11761F,EO,08-01-2025,08-01-2025,36,29,545,EO,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,,MSB 5806-5,Pimephales promelas,JAR11761F,Dactylogyrus sp.,2,EO,EO,Adult,Gill,70% etoh,P6MBJ,11,MSB 5806-5,MONO.DACSP.GILL,,Diplostomatidae sp.,4,EO,EO,Metacercariae,Flush,70% etoh,P6MBK,11,MSB 5806-5,TREM.DIPHUR.FLUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5806,MSB 5806-1,Pimephales promelas,1987,9,9,JAR11767F,EO,08-01-2025,08-01-2025,50,41,1681,JG,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,MSB 5806-1,Pimephales promelas,JAR11767F,Diplostomatidae sp.,1,JG,JG,Metacercariae,Flush,70% etoh,P6MAU,11,MSB 5806-1,TREM.DIPHUR.FLUSH,,Diplostomatidae sp.,3,JG,JG,Metacercariae,Connective tissue,70% etoh,P6MAT,11,MSB 5806-1,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4114,MSB 4114-3,Pimephales promelas,1977,5,13,JAR11753F,EO,08-01-2025,08-01-2025,51,43,1646,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,MSB 4114-3,Pimephales promelas,JAR11753F,Myxobolus sp.,2,GC,GC,Myxo spore,Gill,70% etoh,P6MAS,11,MSB 4114-3,MYXO.MYXSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:630,MSB 630-2,Pimephales promelas,1938,12,2,JAR11749F,EO,08-01-2025,08-01-2025,49,40,1051,BP,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 630-2,Pimephales promelas,JAR11749F,Diplostomatidae sp.,1,BP,BP,Metacercariae,Connective tissue,70% etoh,P6MDV,11,MSB 630-2,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:630,MSB 630-5,Pimephales promelas,1938,12,2,JAR11737F,JG,08-01-2025,08-01-2025,41,35,642,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,MSB 630-5,Pimephales promelas,JAR11737F,Diplostomatidae sp.,1,CLW,CLW,Metacercariae,Connective tissue,70% etoh,P6M9Z,11,MSB 630-5,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4114,MSB 4114-5,Pimephales promelas,1977,5,13,JAR11750F,EO,08-01-2025,08-01-2025,47,38,1113,EO,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:630,MSB 630-1,Pimephales promelas,1938,12,2,JAR11755F,JG,08-01-2025,08-01-2025,44,35,722,JG,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4114,MSB 4114-2,Pimephales promelas,1977,5,13,JAR11754F,JG,08-01-2025,08-01-2025,50,43,1512,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4174,MSB 4174-1,Pimephales promelas,1977,8,4,JAR11768F,BP,08-01-2025,08-01-2025,32,26,277,JG,NA,NA,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 4174-1,Pimephales promelas,JAR11768F,Lernaea sp.,1,JG,CLW,Adult,Pelvic fin,70% etoh,P6MA1,11,MSB 4174-1,CRUS.LERCYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4174,MSB 4174-5,Pimephales promelas,1977,8,4,JAR11759F,BP,08-01-2025,08-01-2025,36,29,468,EO,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,MSB 4174-5,Pimephales promelas,JAR11759F,Dactylogyrus sp.,1,EO,EO,Adult,Gill,70% etoh,P6MBL,11,MSB 4174-5,MONO.DACSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:630,MSB 630-3,Pimephales promelas,1938,12,2,JAR11758F,JG,08-01-2025,08-01-2025,47,37,965,CLW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 630-3,Pimephales promelas,JAR11758F,Diplostomatidae sp.,3,CLW,CLW,Metacercariae,Connective tissue,70% etoh,P6MA0,11,MSB 630-3,TREM.DIPHUR.CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4174,MSB 4174-4,Pimephales promelas,1977,8,4,JAR11757F,EO,08-01-2025,08-01-2025,36,28,435,EO,F,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,MSB 4174-4,Pimephales promelas,JAR11757F,Dactylogyrus sp.,1,EO,EO,Adult,Gill,70% etoh,P6MBM,11,MSB 4174-4,MONO.DACSP,,Trematoda,1,EO,EO,Metacercariae,Connective tissue,70% etoh,P6MBN,11,MSB 4174-4,TREM.P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5806,MSB 5806-2,Pimephales promelas,1987,9,9,JAR11770F,JG,08-01-2025,08-01-2025,49,40,1490,GC,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4174,MSB 4174-3,Pimephales promelas,1977,8,4,JAR11760F,BP,08-01-2025,08-04-2025,40,32,646,JG,NA,NA,1 TREM.DIPHUR found in the gill flush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,3,0,1,,MSB 4174-3,Pimephales promelas,JAR11760F,Diplostomatidae sp.,3,JG,JG,Metacercariae,Flush,70% etoh,P6MBP,11,MSB 4174-3,TREM.DIPHUR.FLUSH,,Digenea,1,JG,JG,Metacercariae,Connective tissue,70% etoh,P6MBO,11,MSB 4174-3,TREM.P.CONNECTIVETISSUE,,Trematoda,1,JG,JG,NA,Flush,70% etoh,P6MAV,11,MSB 4174-3,TREM.UNK.FLUSH,,Diplostomatidae sp.,6,JG,JG,Metacercariae,Connective tissue,70% etoh,P6M8D,11,MSB 4174-3,TREM.DIPHUR.CONNECTIVETISSUE,,Myxobolus sp.,60,JG,JG,NA,Gill,70% etoh,P6M8C,11,MSB 4174-3,MYXO.MYXSP.GILL,2 broke not vouchered,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:18935,MSB 18935-5,Pimephales promelas,1994,5,10,JAR11786F,EO,08-04-2025,08-04-2025,31,26,296,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,TREM.UNK lost,MSB 18935-5,Pimephales promelas,JAR11786F,Diplostomatidae sp.,1,CW,CW,Metacercariae,Connective tissue,70% etoh,P6M8G,11,MSB 18935-5,TREM.DIPHUR.CONNECTIVETISSUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5806,MSB 5806-4,Pimephales promelas,1987,9,9,JAR11762F,JG,08-01-2025,08-04-2025,41,33,704,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,MSB 5806-4,Pimephales promelas,JAR11762F,Digenea,1,CW,CW,Metacercariae,Flush,70% etoh,P6M8E,11,MSB 5806-4,TREM.P.FLUSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4391,MSB 4391-2,Pimephales promelas,1978,8,16,JAR11778F,EO,08-04-2025,08-04-2025,39,32,525,CW,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4391,MSB 4391-1,Pimephales promelas,1978,8,16,JAR11783F,BP,08-04-2025,08-04-2025,43,35,816,JG,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
