"","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","FishBarcode","Dissector","Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","psite_spp","psite_count"
"1422","MSB:Fish:9040",1990,10,29,"MSB 9040-1","JAR11693F","EO","GC","07-23-2025",NA,50,41,1104,"control","control_1981-1990",35.38033333,-106.4990556,"mono.gyrsp",1
"1423","MSB:Fish:9040",1990,10,29,"MSB 9040-3","JAR11691F","EO","GC","07-23-2025",NA,48,39,1043,"control","control_1981-1990",35.38033333,-106.4990556,"mono.gyrsp",0
"1424","MSB:Fish:9040",1990,10,29,"MSB 9040-5","JAR11689F","BP","JG GC","07-23-2025",NA,34,27,382,"control","control_1981-1990",35.38033333,-106.4990556,"mono.gyrsp",0
"1425","MSB:Fish:9040",1990,10,29,"MSB 9040-4","JAR11690F","EO","EO GC","07-23-2025","F",50,41,1262,"control","control_1981-1990",35.38033333,-106.4990556,"mono.gyrsp",0
"1426","MSB:Fish:1069",1963,2,22,"MSB 1069-1","JAR11714F","JG","GC","07-29-2025",NA,48,38,1020,"impact","impact_1961-1970",35.051774,-106.671997,"mono.unk",0
"1427","MSB:Fish:1069",1963,2,22,"MSB 1069-5","JAR11716F","EO","JG","07-29-2025",NA,39,31,448,"impact","impact_1961-1970",35.051774,-106.671997,"mono.unk",0
"1428","MSB:Fish:1069",1963,2,22,"MSB 1069-4","JAR11717F","EO","BP","07-29-2025",NA,37,29,428,"impact","impact_1961-1970",35.051774,-106.671997,"mono.unk",0
"1429","MSB:Fish:1069",1963,2,22,"MSB 1069-2","JAR11713F","EO","GC","07-29-2025",NA,42,34,611,"impact","impact_1961-1970",35.051774,-106.671997,"mono.unk",0
"1430","MSB:Fish:1069",1963,2,22,"MSB 1069-3","JAR11715F","JG","JG","07-29-2025",NA,37,30,456,"impact","impact_1961-1970",35.051774,-106.671997,"mono.unk",0
"1431","MSB:Fish:11909",1992,9,16,"MSB 11909-3","JAR10974F","KL","KL","08-11-2025",NA,35,29,380,"impact","impact_1991-2000",35.074,-106.6697778,"mono.unk",0
"1432","MSB:Fish:11909",1992,9,16,"MSB 11909-2","JAR10963F","KL","KL","08-11-2025",NA,34,27,317,"impact","impact_1991-2000",35.074,-106.6697778,"mono.unk",0
"1433","MSB:Fish:11909",1992,9,16,"MSB 11909-1","JAR10971F","KL","KL","08-11-2025",NA,45,37,806,"impact","impact_1991-2000",35.074,-106.6697778,"mono.unk",0
"1434","MSB:Fish:11909",1992,9,16,"MSB 11909-5","JAR10968F","KL","KL","08-11-2025",NA,35,30,392,"impact","impact_1991-2000",35.074,-106.6697778,"mono.unk",0
"1435","MSB:Fish:11909",1992,9,16,"MSB 11909-4","JAR10989F","KL","KL","08-11-2025","F",36,29,420,"impact","impact_1991-2000",35.074,-106.6697778,"mono.unk",0
"1436","MSB:Fish:11954",1992,9,24,"MSB 11954-4","JAR11664F","EO","EO","07-28-2025",NA,40,31,625,"control","control_1991-2000",35.28086111,-106.5988056,"mono.unk",0
"1437","MSB:Fish:11954",1992,9,24,"MSB 11954-2","JAR11663F","BP","CLW","07-28-2025","F",36,29,445,"control","control_1991-2000",35.28086111,-106.5988056,"mono.unk",0
"1438","MSB:Fish:11954",1992,9,24,"MSB 11954-3","JAR11661F","EO","JG","07-28-2025",NA,42,33,642,"control","control_1991-2000",35.28086111,-106.5988056,"mono.unk",0
"1439","MSB:Fish:11954",1992,9,24,"MSB 11954-1","JAR11665F","BP","GC","07-28-2025",NA,42,33,783,"control","control_1991-2000",35.28086111,-106.5988056,"mono.unk",0
"1440","MSB:Fish:11954",1992,9,24,"MSB 11954-5","JAR11662F","BP","BP","07-28-2025",NA,43,33,735,"control","control_1991-2000",35.28086111,-106.5988056,"mono.unk",0
"1441","MSB:Fish:18625",1994,7,21,"MSB 18625-1","JAR10972F","KL","KL","08-06-2025","F",58,47,1820,"control","control_1991-2000",35.39216667,-106.4783611,"mono.unk",0
"1442","MSB:Fish:18625",1994,7,21,"MSB 18625-2","JAR10996F","KL","KL","08-06-2025",NA,35,28,375,"control","control_1991-2000",35.39216667,-106.4783611,"mono.unk",0
"1443","MSB:Fish:18625",1994,7,21,"MSB 18625-3","JAR10997F","KL","KL","08-06-2025",NA,35,29,NA,"control","control_1991-2000",35.39216667,-106.4783611,"mono.unk",0
"1444","MSB:Fish:18625",1994,7,21,"MSB 18625-4","JAR10998F","KL","KL","08-06-2025",NA,39,31,418,"control","control_1991-2000",35.39216667,-106.4783611,"mono.unk",0
"1445","MSB:Fish:18625",1994,7,21,"MSB 18625-5","JAR10973F","KL","KL","08-06-2025",NA,35,28,383,"control","control_1991-2000",35.39216667,-106.4783611,"mono.unk",0
"1446","MSB:Fish:18879",1994,1,25,"MSB 18879-4","JAR10987F","KL","KL","08-06-2025",NA,48,39,948,"control","control_1991-2000",35.28302778,-106.5981389,"mono.unk",0
"1447","MSB:Fish:18879",1994,1,25,"MSB 18879-5","JAR10988F","KL","KL","08-06-2025",NA,59,47,1570,"control","control_1991-2000",35.28302778,-106.5981389,"mono.unk",0
"1448","MSB:Fish:18879",1994,1,25,"MSB 18879-3","JAR10992F","KL","KL","08-06-2025","F",54,45,1486,"control","control_1991-2000",35.28302778,-106.5981389,"mono.unk",0
"1449","MSB:Fish:18879",1994,1,25,"MSB 18879-1","JAR10990F","KL","KL","08-06-2025",NA,42,33,499,"control","control_1991-2000",35.28302778,-106.5981389,"mono.unk",0
"1450","MSB:Fish:18879",1994,1,25,"MSB 18879-2","JAR10991F","KL","KL","08-06-2025",NA,41,33,511,"control","control_1991-2000",35.28302778,-106.5981389,"mono.unk",0
"1451","MSB:Fish:18935",1994,5,10,"MSB 18935-5","JAR11786F","EO","CW","08-04-2025",NA,31,26,296,"control","control_1991-2000",35.28302778,-106.5981389,"mono.unk",0
"1452","MSB:Fish:18935",1994,5,10,"MSB 18935-1","JAR11773F","EO","BP EO ","08-04-2025",NA,47,38,1220,"control","control_1991-2000",35.28302778,-106.5981389,"mono.unk",0
"1453","MSB:Fish:18935",1994,5,10,"MSB 18935-4","JAR11785F","EO","EO","08-04-2025","F",44,37,855,"control","control_1991-2000",35.28302778,-106.5981389,"mono.unk",0
"1454","MSB:Fish:18935",1994,5,10,"MSB 18935","JAR11787F","BP","CW","08-04-2025","F",46,37,1163,"control","control_1991-2000",35.28302778,-106.5981389,"mono.unk",0
"1455","MSB:Fish:18935",1994,5,10,"MSB 18935-2","JAR11776F","BP","BP","08-04-2025",NA,42,33,730,"control","control_1991-2000",35.28302778,-106.5981389,"mono.unk",0
"1456","MSB:Fish:19164",1993,8,4,"MSB 19164-4","JAR11009F","KL","KL","08-04-2025",NA,43,35,654,"impact","impact_1991-2000",35.008358,-106.678909,"mono.unk",0
"1457","MSB:Fish:19164",1993,8,4,"MSB 19164-1","JAR11010F","KL","KL","08-04-2025",NA,44,37,772,"impact","impact_1991-2000",35.008358,-106.678909,"mono.unk",0
"1458","MSB:Fish:19164",1993,8,4,"MSB 19164-5","JAR11002F","KL","KL","08-04-2025",NA,48,38,964,"impact","impact_1991-2000",35.008358,-106.678909,"mono.unk",0
"1459","MSB:Fish:19164",1993,8,4,"MSB 19164-3","JAR11006F","KL","KL","08-04-2025",NA,43,35,698,"impact","impact_1991-2000",35.008358,-106.678909,"mono.unk",0
"1460","MSB:Fish:19164",1993,8,4,"MSB 19164-2","JAR11005F","KL","KL","08-04-2025",NA,47,38,870,"impact","impact_1991-2000",35.008358,-106.678909,"mono.unk",0
"1461","MSB:Fish:19538",1994,9,16,"MSB 19538-1","JAR10976F","KL","KL","08-06-2025",NA,34,27,301,"impact","impact_1991-2000",34.85683333,-106.7208056,"mono.unk",0
"1462","MSB:Fish:19538",1994,9,16,"MSB 19538-5","JAR10975F","KL","KL","08-06-2025","F",42,34,594,"impact","impact_1991-2000",34.85683333,-106.7208056,"mono.unk",0
"1463","MSB:Fish:19538",1994,9,16,"MSB 19538-3","JAR10982F","KL","KL","08-06-2025",NA,47,37,765,"impact","impact_1991-2000",34.85683333,-106.7208056,"mono.unk",0
"1464","MSB:Fish:19538",1994,9,16,"MSB 19538-4","JAR10985F","KL","KL","08-06-2025",NA,40,32,544,"impact","impact_1991-2000",34.85683333,-106.7208056,"mono.unk",0
"1465","MSB:Fish:19538",1994,9,16,"MSB 19538-2","JAR10979F","KL","KL","08-06-2025",NA,39,32,448,"impact","impact_1991-2000",34.85683333,-106.7208056,"mono.unk",0
"1466","MSB:Fish:19595",1994,10,10,"MSB 19595-5","JAR11077F","KL","KL","08-11-2025",NA,62,51,2003,"impact","impact_1991-2000",34.85683333,-106.7208056,"mono.unk",0
"1467","MSB:Fish:19661",1994,10,10,"MSB 19661-3","JAR11004F","KL","KL","08-05-2025",NA,50,40,1112,"impact","impact_1991-2000",34.905272,-106.685564,"mono.unk",0
"1468","MSB:Fish:19661",1994,10,10,"MSB 19661-1","JAR10999F","KL","KL","08-05-2025","F",47,38,882,"impact","impact_1991-2000",34.905272,-106.685564,"mono.unk",0
"1469","MSB:Fish:19661",1994,10,10,"MSB 19661-4","JAR11001F","KL","KL","08-05-2025",NA,53,43,1364,"impact","impact_1991-2000",34.905272,-106.685564,"mono.unk",0
"1470","MSB:Fish:19661",1994,10,10,"MSB 19661-2","JAR11008F","KL","KL","08-05-2025",NA,48,39,NA,"impact","impact_1991-2000",34.905272,-106.685564,"mono.unk",0
"1471","MSB:Fish:19661",1994,10,10,"MSB 19661-5","JAR11007F","KL","KL","08-05-2025",NA,46,37,756,"impact","impact_1991-2000",34.905272,-106.685564,"mono.unk",0
"1472","MSB:Fish:20397",1994,8,11,"MSB 20397-1","JAR10961F","KL","KL","08-11-2025",NA,40,33,604,"control","control_1991-2000",35.28302778,-106.5981389,"mono.unk",0
"1473","MSB:Fish:20397",1994,8,11,"MSB 20397-2","JAR11081F","KL","KL","08-11-2025",NA,42,34,686,"control","control_1991-2000",35.28302778,-106.5981389,"mono.unk",0
"1474","MSB:Fish:20397",1994,8,11,"MSB 20397-5","JAR11072F","KL","KL","08-11-2025",NA,49,41,1179,"control","control_1991-2000",35.28302778,-106.5981389,"mono.unk",0
"1475","MSB:Fish:20397",1994,8,11,"MSB 20397-4","JAR11075F","KL","KL","08-11-2025",NA,37,31,441,"control","control_1991-2000",35.28302778,-106.5981389,"mono.unk",0
"1476","MSB:Fish:20397",1994,8,11,"MSB 20397-3","JAR11078F","KL","KL","08-11-2025",NA,51,42,1333,"control","control_1991-2000",35.28302778,-106.5981389,"mono.unk",0
"1477","MSB:Fish:3996",1977,9,28,"MSB 3996-5","JAR11846F","EO","BP","08-12-2025",NA,40,33,498,"impact","impact_1971-1980",35.136341,-106.685742,"mono.unk",0
"1478","MSB:Fish:3996",1977,9,28,"MSB 3996-4","JAR11847F","BP","CW","08-12-2025",NA,38,31,519,"impact","impact_1971-1980",35.136341,-106.685742,"mono.unk",0
"1479","MSB:Fish:3996",1977,9,28,"MSB 3996-3","JAR11855F","EO","CW","08-12-2025",NA,39,32,538,"impact","impact_1971-1980",35.136341,-106.685742,"mono.unk",0
"1480","MSB:Fish:3996",1977,9,28,"MSB 3996-2","JAR11849F","BP","CW","08-12-2025",NA,37,31,524,"impact","impact_1971-1980",35.136341,-106.685742,"mono.unk",0
"1481","MSB:Fish:3996",1977,9,28,"MSB 3996-1","JAR11852F","EO","JG","08-12-2025",NA,44,35,765,"impact","impact_1971-1980",35.136341,-106.685742,"mono.unk",0
"1482","MSB:Fish:4031",1977,9,30,"MSB 4031-4","JAR11703F","EO","GC","07-29-2025",NA,40,32,550,"impact","impact_1971-1980",34.859396,-106.720148,"mono.unk",0
"1483","MSB:Fish:4031",1977,9,30,"MSB 4031-5","JAR11707F","BP","JG","07-29-2025",NA,40,31,494,"impact","impact_1971-1980",34.859396,-106.720148,"mono.unk",0
"1484","MSB:Fish:4031",1977,9,30,"MSB 4031-1","JAR11705F","EO","GC","07-29-2025",NA,39,31,531,"impact","impact_1971-1980",34.859396,-106.720148,"mono.unk",0
"1485","MSB:Fish:4031",1977,9,30,"MSB 4031-2","JAR11706F","EO","GC","07-29-2025",NA,42,34,617,"impact","impact_1971-1980",34.859396,-106.720148,"mono.unk",0
"1486","MSB:Fish:4031",1977,9,30,"MSB 4031-3","JAR11704F","BP","BP","07-29-2025",NA,46,37,987,"impact","impact_1971-1980",34.859396,-106.720148,"mono.unk",0
"1487","MSB:Fish:4045",1977,5,12,"MSB 4045-4","JAR11639F","BP","GC","07-21-2025","F",49,39,1916,"impact","impact_1971-1980",34.864295,-106.72527,"mono.unk",0
"1488","MSB:Fish:4045",1977,5,12,"MSB 4045-5","JAR11630F","EO","JG","07-21-2025","F",49,41,1667,"impact","impact_1971-1980",34.864295,-106.72527,"mono.unk",0
"1489","MSB:Fish:4045",1977,5,12,"MSB 4045-3","JAR11636F","EO","BP","07-21-2025",NA,46,36,1210,"impact","impact_1971-1980",34.864295,-106.72527,"mono.unk",0
"1490","MSB:Fish:4045",1977,5,12,"MSB 4045-2","JAR11633F","BP","JG","07-21-2025",NA,49,39,1415,"impact","impact_1971-1980",34.864295,-106.72527,"mono.unk",0
"1491","MSB:Fish:4045",1977,5,12,"MSB 4045-1","JAR11631F","EO","GC","07-21-2025","F",53,44,2208,"impact","impact_1971-1980",34.864295,-106.72527,"mono.unk",0
"1492","MSB:Fish:4075",1977,6,9,"MSB 4075-5","JAR11748F","EO","JG","07-31-2025","F",47,39,1239,"impact","impact_1971-1980",34.848054,-106.716649,"mono.unk",0
"1493","MSB:Fish:4075",1977,6,9,"MSB 4075-4","JAR11723F","JG","JG","07-31-2025","F",46,38,1077,"impact","impact_1971-1980",34.848054,-106.716649,"mono.unk",0
"1494","MSB:Fish:4075",1977,6,9,"MSB 4075-1","JAR11721F","EO","GC","07-31-2025",NA,50,41,1450,"impact","impact_1971-1980",34.848054,-106.716649,"mono.unk",0
"1495","MSB:Fish:4075",1977,6,9,"MSB 4075-3","JAR11724F","EO","JG","07-31-2025","F",45,36,978,"impact","impact_1971-1980",34.848054,-106.716649,"mono.unk",0
"1496","MSB:Fish:4075",1977,6,9,"MSB 4075-2","JAR11720F","JG","GC","07-31-2025",NA,52,43,1701,"impact","impact_1971-1980",34.848054,-106.716649,"mono.unk",0
"1497","MSB:Fish:4101",1977,5,12,"MSB 4101-1","JAR11747F","EO","EO","07-31-2025",NA,51,43,1591,"impact","impact_1971-1980",34.857048,-106.719821,"mono.unk",0
"1498","MSB:Fish:4101",1977,5,12,"MSB 4101-5","JAR11739F","EO","GC","07-31-2025",NA,42,43,757,"impact","impact_1971-1980",34.857048,-106.719821,"mono.unk",0
"1499","MSB:Fish:4101",1977,5,12,"MSB 4101-3","JAR11745F","EO","EO","07-31-2025","F",43,35,804,"impact","impact_1971-1980",34.857048,-106.719821,"mono.unk",0
"1500","MSB:Fish:4101",1977,5,12,"MSB 4101-2","JAR11744F","JG","GC","07-31-2025",NA,43,35,1041,"impact","impact_1971-1980",34.857048,-106.719821,"mono.unk",0
"1501","MSB:Fish:4101",1977,5,12,"MSB 4101-4","JAR11742F","JG","CLW GC","07-31-2025",NA,45,36,967,"impact","impact_1971-1980",34.857048,-106.719821,"mono.unk",0
"1502","MSB:Fish:4114",1977,5,13,"MSB 4114-1","JAR11756F","EO","EO","08-01-2025","F",52,42,1845,"impact","impact_1971-1980",34.905272,-106.685564,"mono.unk",0
"1503","MSB:Fish:4114",1977,5,13,"MSB 4114-5","JAR11750F","EO","EO","08-01-2025",NA,47,38,1113,"impact","impact_1971-1980",34.905272,-106.685564,"mono.unk",0
"1504","MSB:Fish:4114",1977,5,13,"MSB 4114-2","JAR11754F","JG","CLW","08-01-2025",NA,50,43,1512,"impact","impact_1971-1980",34.905272,-106.685564,"mono.unk",0
"1505","MSB:Fish:4114",1977,5,13,"MSB 4114-4","JAR11751F","JG","JG","08-01-2025","F",47,40,1284,"impact","impact_1971-1980",34.905272,-106.685564,"mono.unk",0
"1506","MSB:Fish:4114",1977,5,13,"MSB 4114-3","JAR11753F","EO","GC","08-01-2025",NA,51,43,1646,"impact","impact_1971-1980",34.905272,-106.685564,"mono.unk",0
"1507","MSB:Fish:4157",1977,8,5,"MSB 4157-4","JAR11814F","EO","BP","08-07-2025",NA,52,42,1284,"impact","impact_1971-1980",34.905272,-106.685564,"mono.unk",0
"1508","MSB:Fish:4157",1977,8,5,"MSB 4157-2","JAR11816F","JG","JG","08-07-2025","F",55,46,1521,"impact","impact_1971-1980",34.905272,-106.685564,"mono.unk",0
"1509","MSB:Fish:4157",1977,8,5,"MSB 4157-5","JAR11811F","JG","JG","08-07-2025","F",50,43,1300,"impact","impact_1971-1980",34.905272,-106.685564,"mono.unk",0
"1510","MSB:Fish:4157",1977,8,5,"MSB 4157-3","JAR11810F","EO","EO","08-07-2025",NA,52,43,1367,"impact","impact_1971-1980",34.905272,-106.685564,"mono.unk",0
"1511","MSB:Fish:4157",1977,8,5,"MSB 4157-1","JAR11813F","EO","JG","08-07-2025",NA,61,52,2325,"impact","impact_1971-1980",34.905272,-106.685564,"mono.unk",0
"1512","MSB:Fish:4174",1977,8,4,"MSB 4174-1","JAR11768F","BP","JG","08-01-2025",NA,32,26,277,"impact","impact_1971-1980",34.859396,-106.720148,"mono.unk",0
"1513","MSB:Fish:4174",1977,8,4,"MSB 4174-5","JAR11759F","BP","EO","08-01-2025","F",36,29,468,"impact","impact_1971-1980",34.859396,-106.720148,"mono.unk",0
"1514","MSB:Fish:4174",1977,8,4,"MSB 4174-3","JAR11760F","BP","JG","08-01-2025",NA,40,32,646,"impact","impact_1971-1980",34.859396,-106.720148,"mono.unk",0
"1515","MSB:Fish:4174",1977,8,4,"MSB 4174-4","JAR11757F","EO","EO","08-01-2025","F",36,28,435,"impact","impact_1971-1980",34.859396,-106.720148,"mono.unk",0
"1516","MSB:Fish:4174",1977,8,4,"MSB 4174-2","JAR11765F","BP","BP","08-01-2025","F",37,29,419,"impact","impact_1971-1980",34.859396,-106.720148,"mono.unk",0
"1517","MSB:Fish:43375",1999,8,25,"MSB 43375-4","JAR11727F","EO","GC","07-31-2025",NA,47,37,879,"impact","impact_1991-2000",35.089293,-106.680842,"mono.unk",0
"1518","MSB:Fish:43375",1999,8,25,"MSB 43375-3","JAR11736F","JG","JG","07-31-2025",NA,43,34,758,"impact","impact_1991-2000",35.089293,-106.680842,"mono.unk",0
"1519","MSB:Fish:43375",1999,8,25,"MSB 43375-2","JAR11733F","EO","EO","07-31-2025",NA,45,36,861,"impact","impact_1991-2000",35.089293,-106.680842,"mono.unk",0
"1520","MSB:Fish:43375",1999,8,25,"MSB 43375-1","JAR11735F","JG","GC","07-31-2025",NA,51,40,1203,"impact","impact_1991-2000",35.089293,-106.680842,"mono.unk",0
"1521","MSB:Fish:43375",1999,8,25,"MSB 43375-5","JAR11730F","JG","CLW","07-31-2025",NA,36,28,454,"impact","impact_1991-2000",35.089293,-106.680842,"mono.unk",0
"1522","MSB:Fish:4391",1978,8,16,"MSB 4391-2","JAR11778F","EO","CW","08-04-2025",NA,39,32,525,"impact","impact_1971-1980",34.986117,-106.686021,"mono.unk",0
"1523","MSB:Fish:4391",1978,8,16,"MSB 4391-3","JAR11784F","BP","CW","08-04-2025",NA,39,31,520,"impact","impact_1971-1980",34.986117,-106.686021,"mono.unk",0
"1524","MSB:Fish:4391",1978,8,16,"MSB 4391-5","JAR11775F","BP","JG","08-04-2025","F",43,34,795,"impact","impact_1971-1980",34.986117,-106.686021,"mono.unk",0
"1525","MSB:Fish:4391",1978,8,16,"MSB 4391-4","JAR11781F","EO","EO","08-04-2025",NA,42,34,729,"impact","impact_1971-1980",34.986117,-106.686021,"mono.unk",0
"1526","MSB:Fish:4391",1978,8,16,"MSB 4391-1","JAR11783F","BP","JG","08-04-2025",NA,43,35,816,"impact","impact_1971-1980",34.986117,-106.686021,"mono.unk",0
"1527","MSB:Fish:4781",1977,8,4,"MSB 4781-3","JAR11851F","EO","EO","08-11-2025",NA,32,27,313,"impact","impact_1971-1980",35.133568,-106.693327,"mono.unk",0
"1528","MSB:Fish:4781",1977,8,4,"MSB 4781-5","JAR11868F","EO","EO","08-11-2025","F",32,26,279,"impact","impact_1971-1980",35.133568,-106.693327,"mono.unk",0
"1529","MSB:Fish:4781",1977,8,4,"MSB 4781-2","JAR11848F","EO","EO","08-11-2025",NA,43,34,764,"impact","impact_1971-1980",35.133568,-106.693327,"mono.unk",0
"1530","MSB:Fish:4781",1977,8,4,"MSB 4781-1","JAR11845F","EO","CW","08-11-2025",NA,34,28,411,"impact","impact_1971-1980",35.133568,-106.693327,"mono.unk",0
"1531","MSB:Fish:4781",1977,8,4,"MSB 4781-4","JAR11854F","BP","EO","08-11-2025","F",32,25,222,"impact","impact_1971-1980",35.133568,-106.693327,"mono.unk",0
"1532","MSB:Fish:5007",1977,7,6,"MSB 5007-3","JAR11867F","EO","CW","08-11-2025",NA,32,25,304,"control","control_1971-1980",35.232431,-106.594272,"mono.unk",0
"1533","MSB:Fish:5007",1977,7,6,"MSB 5007-5","JAR11864F","EO","CW","08-11-2025",NA,32,25,262,"control","control_1971-1980",35.232431,-106.594272,"mono.unk",0
"1534","MSB:Fish:5007",1977,7,6,"MSB 5007-3","JAR11862F","EO","CW","08-11-2025",NA,34,27,338,"control","control_1971-1980",35.232431,-106.594272,"mono.unk",0
"1535","MSB:Fish:5007",1977,7,6,"MSB 5007-1","JAR11859F","EO","JG","08-11-2025",NA,47,39,959,"control","control_1971-1980",35.232431,-106.594272,"mono.unk",0
"1536","MSB:Fish:5007",1977,7,6,"MSB 5007-4","JAR11865F","EO","CW","08-11-2025",NA,35,29,379,"control","control_1971-1980",35.232431,-106.594272,"mono.unk",0
"1537","MSB:Fish:5250",1986,7,13,"MSB 5250-4","JAR11817F","EO","CW","08-11-2025",NA,35,28,450,"control","control_1981-1990",35.322164,-106.557448,"mono.unk",0
"1538","MSB:Fish:5250",1986,7,13,"MSB 5250-5","JAR11820F","BP","CW","08-11-2025",NA,33,26,334,"control","control_1981-1990",35.322164,-106.557448,"mono.unk",0
"1539","MSB:Fish:5250",1986,7,13,"MSB 5250-3","JAR11822F","BP","CW","08-11-2025",NA,45,36,1024,"control","control_1981-1990",35.322164,-106.557448,"mono.unk",0
"1540","MSB:Fish:5250",1986,7,13,"MSB 5250-1","JAR11821F","BP","EO","08-11-2025","F",48,39,1206,"control","control_1981-1990",35.322164,-106.557448,"mono.unk",0
"1541","MSB:Fish:5250",1986,7,13,"MSB 5250-2","JAR11819F","BP","CW","08-11-2025",NA,51,43,1535,"control","control_1981-1990",35.322164,-106.557448,"mono.unk",0
"1542","MSB:Fish:5806",1987,9,9,"MSB 5806-1","JAR11767F","EO","JG","08-01-2025",NA,50,41,1681,"control","control_1981-1990",35.322164,-106.557448,"mono.unk",0
"1543","MSB:Fish:5806",1987,9,9,"MSB 5806-3","JAR11764F","EO","GC","08-01-2025",NA,37,30,562,"control","control_1981-1990",35.322164,-106.557448,"mono.unk",0
"1544","MSB:Fish:5806",1987,9,9,"MSB 5806-2","JAR11770F","JG","GC","08-01-2025",NA,49,40,1490,"control","control_1981-1990",35.322164,-106.557448,"mono.unk",0
"1545","MSB:Fish:5806",1987,9,9,"MSB 5806-5","JAR11761F","EO","EO","08-01-2025",NA,36,29,545,"control","control_1981-1990",35.322164,-106.557448,"mono.unk",0
"1546","MSB:Fish:5806",1987,9,9,"MSB 5806-4","JAR11762F","JG","CW","08-01-2025",NA,41,33,704,"control","control_1981-1990",35.322164,-106.557448,"mono.unk",0
"1547","MSB:Fish:5817",1987,9,10,"MSB 5817-1","JAR11774F","EO","CW","08-04-2025",NA,56,45,1611,"impact","impact_1981-1990",34.905272,-106.685564,"mono.unk",0
"1548","MSB:Fish:5817",1987,9,10,"MSB 5817-3","JAR11780F","EO","CW","08-04-2025",NA,53,43,1548,"impact","impact_1981-1990",34.905272,-106.685564,"mono.unk",0
"1549","MSB:Fish:5817",1987,9,10,"MSB 5817-4","JAR11777F","BP","EO","08-04-2025","F",50,40,1098,"impact","impact_1981-1990",34.905272,-106.685564,"mono.unk",0
"1550","MSB:Fish:5817",1987,9,10,"MSB 5817-5","JAR11782F","EO","CW","08-04-2025",NA,40,33,563,"impact","impact_1981-1990",34.905272,-106.685564,"mono.unk",0
"1551","MSB:Fish:5817",1987,9,10,"MSB 5817-2","JAR11779F","BP","CW","08-04-2025",NA,57,45,1588,"impact","impact_1981-1990",34.905272,-106.685564,"mono.unk",0
"1552","MSB:Fish:5828",1987,9,10,"MSB 5828-5","JAR11771F","EO","CW","08-04-2025",NA,42,33,561,"impact","impact_1981-1990",34.875039,-106.717581,"mono.unk",0
"1553","MSB:Fish:5828",1987,9,10,"MSB 5828-2","JAR11766F","EO","CW","08-04-2025",NA,43,35,813,"impact","impact_1981-1990",34.875039,-106.717581,"mono.unk",0
"1554","MSB:Fish:5828",1987,9,10,"MSB 5282-1","JAR11763F","EO","CW","08-04-2025",NA,49,40,1320,"impact","impact_1981-1990",34.875039,-106.717581,"mono.unk",0
"1555","MSB:Fish:5828",1987,9,10,"MSB 5828-3","JAR11772F","EO","MV","08-04-2025",NA,39,31,514,"impact","impact_1981-1990",34.875039,-106.717581,"mono.unk",0
"1556","MSB:Fish:5828",1987,9,10,"MSB 5828-4","JAR11769F","BP","JG","08-04-2025","F",37,30,514,"impact","impact_1981-1990",34.875039,-106.717581,"mono.unk",0
"1557","MSB:Fish:611",1949,10,28,"MSB 611-4","JAR11743F","EO","CLW","07-31-2025",NA,51,42,1109,"impact","impact_1941-1950",35.155761,-106.655157,"mono.unk",2
"1558","MSB:Fish:611",1949,10,28,"MSB 611-3","JAR11740F","EO","EO","07-31-2025","F",46,37,785,"impact","impact_1941-1950",35.155761,-106.655157,"mono.unk",0
"1559","MSB:Fish:611",1949,10,28,"MSB 611-5","JAR11738F","EO","EO","07-31-2025","F",38,30,482,"impact","impact_1941-1950",35.155761,-106.655157,"mono.unk",0
"1560","MSB:Fish:611",1949,10,28,"MSB 611-1","JAR11741F","EO","GC","07-31-2025",NA,49,39,957,"impact","impact_1941-1950",35.155761,-106.655157,"mono.unk",0
"1561","MSB:Fish:611",1949,10,28,"MSB 611-2","JAR11746F","EO","GC","07-31-2025",NA,46,37,870,"impact","impact_1941-1950",35.155761,-106.655157,"mono.unk",0
"1562","MSB:Fish:612",1939,1,28,"MSB 612-3","JAR11788F","EO","EO","08-05-2025","F",45,37,858,"impact","impact_1931-1940",35.100259,-106.692107,"mono.unk",0
"1563","MSB:Fish:612",1939,1,28,"MSB 612-5","JAR11789F","EO","CW","08-05-2025",NA,37,30,397,"impact","impact_1931-1940",35.100259,-106.692107,"mono.unk",0
"1564","MSB:Fish:612",1939,1,28,"MSB 612-4","JAR11792F","JG","CW","08-07-2025",NA,38,32,547,"impact","impact_1931-1940",35.100259,-106.692107,"mono.unk",0
"1565","MSB:Fish:612",1939,1,28,"MSB 612-3","JAR11791F","EO","CW","08-05-2025",NA,49,40,1047,"impact","impact_1931-1940",35.100259,-106.692107,"mono.unk",0
"1566","MSB:Fish:612",1939,1,28,"MSB 612-1","JAR11790F","JG","JG","08-05-2025",NA,54,45,1686,"impact","impact_1931-1940",35.100259,-106.692107,"mono.unk",0
"1567","MSB:Fish:613",1938,10,19,"MSB 613-3","JAR11686F","EO","EO","07-28-2025","F",62,49,1963,"impact","impact_1931-1940",35.100259,-106.692107,"mono.unk",0
"1568","MSB:Fish:613",1938,10,19,"MSB 613-4","JAR11678F","BP","JG","07-28-2025",NA,59,48,1838,"impact","impact_1931-1940",35.100259,-106.692107,"mono.unk",0
