CatalogNumber,IndividualFishID,IndividualCount,ScientificName,Latitude,Longitude,Locality,YearCollected,MonthCollected,DayCollected,Collector,Dissector,DissectionDate,TotalLength_mm,StandardLength_mm,weight_mg,Sex,Date_datasheet_complete,Notes,TREM.LARV.Skin,MYX.S.SKIN,MYX.F.SKIN,CYST.UNK.SKIN,COPE.HNY.SKIN,BuccalCavity,BodyCavity,TREM.LARV.PectoralFin,MYX.F.PECTORALFIN,MYX.F.PELVICFIN,MYX.F.ANALFIN,MYX.F.CAUDALFIN,MYX.F.DORSALFIN,CYST.B.PECTORALFIN,CYST.UNK.PELVIC,TREM.LARV.PelvicFin,MYX.F.PELVICFIN,TREM.LARV.AnalFin,MYX.F.ANALFIN,TREM.LARV.CaudalFin,META.UNK.CAUDALFIN,MYX.F.CAUDALFIN,MYX.F.DorsalFin,CILLIATE.FU.PectoralFin,Gonad,Liver,Spleen,MYX.KL.Kidney,meta.unk.eye,MYX.E.EYE,Heart,MYX.CM.GALLBLADDER,MYX.GM.Gallbladder,myx.bna.gallbladder,MYX.UNK.SWIMBLADDER,CEST.MEGAN.STOMACH,NEM.B.STOMACH,NEM.LARV.STOMACH,NEM.CER.Stomach,CEST.ARCH.INTESTINE,CEST.WS.INTESTINE,CEST.TRI.INTESTINE,CEST.MEGAN.INTESTINE,CEST.UNK.INTESTINE,NEM.AM.INTESTINE,NEM.B.INTESTINE,nem.ooh.intestine,NEM.CER.INTESTINE,NEM.CERL.INTESTINE,NEM.CTR.INTESTINE,NEM.UNK.Intestine,TREM.SEP.INTESTINE,TREM.ORS.INTESTINE,TREM.CV.INTESTINE,META.UNK.INTESTINE,CYST.DE.INTESTINE,CYST.UNKN.Intestine,meta.unk.connectivetissues,CYST.UNKN.ConnectiveTissue,MYX.G.GILL,MYX.E.GILL,COPE.HNY.GILL,CILIATE.FU.GILL,CYST.UNKN.Gill,MONO.NID.Flush,Myx.g.Flush,CILIATE.VOUCH,CEST.ARCH.VOUCH,CEST.WS.VOUCH,CEST.TRI.VOUCH,CEST.MEGAN.VOUCH,CEST.UNK.VOUCH,COPE.HNY.VOUCH,NEM.AM.VOUCH,NEM.B.VOUCH,nem.ooh.vouch,NEM.CER.VOUCH,NEM.CERL.VOUCH,NEM.CTR.VOUCH,NEM.UNK.VOUCH,META.UNK.VOUCH,TREM.SEP.VOUCH,TREM.ORS.VOUCH,TREM.CV.VOUCH,TREM.LARV.SKIN.VOUCH,TREM.LARV.FIN.VOUCH,TREM.SEP.VOUCH,MONO.NID.VOUCH,MYX.E.VOUCH,MYX.GM.VOUCH,MYX.KL.VOUCH,MYX.S.VOUCH,MYX.BNA.VOUCH,MYX.G.VOUCH,MYX.CM.VOUCH,MYX.F.VOUCH,CYST.DE.VOUCH,CYST.UNKN.VOUCH,CEST.ARCH.MOUNT,CEST.WS.MOUNT,CEST.TRI.MOUNT,CEST.MEGAN.MOUNT,TREM.CV.MOUNT
197711,197711_02,5,Carpiodes velifer,,,Pearl River along left bank opposite Coburn Creek,2004,10,30,RD and JS Suttkus,IJ GMC,07/29/2024,49,37,1467,,07/29/2024,selected only 2 due to number of fish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152931,152931_03,11,Carpiodes velifer,,,Pearl River along left bank at River Mile 54,1988,7,21,Suttkus and Caruso,IJ CJW,07/29/2024,75,54,3793,,07/29/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152931,152931_01,11,Carpiodes velifer,,,Pearl River along left bank at River Mile 54,1988,7,21,Suttkus and Caruso,IJ DMDM,07/29/2024,43,35,854,,07/29/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,na,na,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79541,79541_04,16,Carpiodes velifer,,,Pearl River at sand bar river mile 54,1972,7,12,Thompson and Cashner,djb gmc,07/29/2024,34,27,469,na,07/29/2024,randomly selected from 11 due to size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,,,,
197711,197711_01,5,Carpiodes velifer,,,Pearl River along left bank opposite Coburn Creek,2004,10,30,RD and JS Suttkus,IJ CJW,07/29/2024,52,40,1791,NA,07/29/2024,selected 2 only due to number of fish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
152917,152917_02,22,Carpiodes velifer,,,Pearl river along right bank 5 miles below,1988,7,21,Suttkus and Caruso,djb gmc,07/29/2024,41,31,636,NA,07/29/2024,only 18 viable due to size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
48066,48066_01,9,Carpiodes velifer,,,"Pearl river at river mile 54, 23 miles SE of Bogalusa",1967,10,4,Suttkus and Gunning,djb kl,07/29/2024,42,33,732,na,07/29/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,,,,,
79541,79541_01,16,Carpiodes velifer,,,Pearl River at sand bar river mile 54,1972,7,12,Thompson and Cashner,DJB CLW,07/29/2024,50,36,NA,NA,07/29/2024,Randomly selected from 11 due to size (4 less than 30 mm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79541,79541_02,16,Carpiodes velifer,,,Pearl River at sand bar river mile 54,1972,7,12,Thompson and Cashner,djb clw,07/29/2024,32,25,365,na,07/29/2024,Randomly selected from 11 due to size (4 less than 30 mm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
31086,31086_01,7,Carpiodes velifer,,,Pearl River between mouth of Coburn and Bogalusa Creek 1.4 mi E of Hwy 7 in Bogalusa,1964,2,20,Suttkus and Gunning,DJB CJW,07/29/2024,39,28,372,na,07/29/2024,"Intestine very small, hard to find all of it - only selecting 3 fish, due to amount - total gill seen so values halved",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0
79541,79541_03,16,Carpiodes velifer,,,Pearl River at sand bar river mile 54,1972,7,12,Thompson and Cashner,djb dmdm,07/29/2024,48,37,1224,na,07/29/2024,Randomly selected from 11 due to size (4 less than 30 mm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
48066,48066_02,9,Carpiodes velifer,,,Pearl River Mile 54 23 miles SE of Bogalusa,1967,10,4,Suttkus and Gunning,DJB KL,07/29/2024,75,52,4039,na,07/29/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,1,0,0,0,0,0,0,0,0
152917,152917_01,22,Carpiodes velifer,,,Pearl river along right bank 5 miles below,1998,7,21,Suttkus and Caruso,ij djb cjw,07/29/2024,47,36,1195,na,07/29/2024,only 18 viable due to size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
48066,48066_04,9,Carpiodes velifer,,,Pearl River at River Mile 54 23 miles SE of Bogalusa,1967,10,4,Suttkus and Gunning,DJB DMDM,07/29/2024,61,44,2429,na,07/29/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,1,0,0,0,0,0,0,0,0
152931,152931_02,11,Carpiodes velifer,,,Pearl River along left bank at River Mile 54,1988,7,21,Suttkus and Caruso,GMC KL,07/29/2024,38,27,462,na,07/29/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165054,165054_02,28,Carpiodes velifer,,,Pearl River along left bank opposite Coburn Creek,1992,7,18,RD and JS Suttkus,gmc,07/29/2024,42,33,1047,na,07/29/2024,only 23 viable due to size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,
165054,165054_04,28,Carpiodes velifer,,,Pearl River along left bank opposite Coburn Creek,1992,7,18,RD and JS Suttkus,DJB/KL,07/29/2024,42,31,860,na,07/29/2024,only 23 viable due to size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,0,0,,,,,
165054,165054_01,28,Carpiodes velifer,,,Pearl River along left bank opposite Coburn Creek,1992,7,18,RD and JS Suttkus,dmdm,07/29/2024,46,36,986,na,07/29/2024,only 23 viable due to size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,0,0,0,,,,,
165054,165054_03,28,Carpiodes velifer,,,Pearl River along left bank opposite Coburn Creek,1992,7,18,RD and JS Suttkus,CJW,07/29/2024,42,33,781,na,07/29/2024,only 23 viable due to size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,,,,,
152917,152917_03,22,Carpiodes velifer,,,Pearl River along right bank 0.5 miles below Richardson landing,1988,7,21,Suttkus and Caruso,SC,07/29/2024,37,26,445,na,07/29/2024,"only 18 viable, 4 less than 30 mm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
31091,31091_01,6,Carpiodes velifer,,,0.5 mi downstream for richardson ldg or 1.5 mi SE of Bogalusa,1964,2,20,Suttkus and Gunning,jt ij kl,07/30/2024,55,38,1080,na,07/30/2024,only 3 fish dissected b/c of jar size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,4,0,0,0,0,0,0,0,0,1,na,na,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33211,33211_01,5,Carpiodes velifer,,,"JUST ABOVE MOUTH OF COBURN CR., 1.5 MI E OF HWY 7 IN BOGALUSA",1964,6,11,Suttkus and Gunning,DJB IJ GMC,07/30/2024,72,60,5849,NA,07/30/2024,Only 2 dissected from lot to only take half or less than the lot size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33211,33211_02,5,Carpiodes velifer,,,"JUST ABOVE MOUTH OF COBURN CR., 1.5 MI E OF HWY 7 IN BOGALUSA",1964,6,11,Suttkus and Gunning,jt cjw,07/30/2024,85,61,6427,na,07/30/2024,Only 2 dissected from lot to only take half or less than the lot size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,na,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
48066,48066_03,9,Carpiodes velifer,,,"at river mile 54, 23 miles SE of Bogalusa",1967,10,4,Suttkus and Gunning,ij dmdm,07/30/2024,41,33,622,na,07/30/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0
99448,99448_04,25,Carpiodes velifer,,,"along left bank above coburn creek, 1.5mi E of Bogalusa",1976,10,13,suttkus and Sorenson,sc ij gmc,07/30/2024,51,37,1185,na,07/30/2024,selected from 10 due to size restriction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
99448,99448_02,25,Carpiodes velifer,,,"along left bank above coburn creek, 1.5mi E of Bogalusa",1976,10,13,suttkus and Sorenson,djb cjw,07/30/2024,33,23,279,na,07/30/2024,"liver not seen, selected from 10 due to size restriction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
128038,128038_01,6,Carpiodes velifer,,,Along right bank .5 mi below richardson landry,1982,10,21,Suttkus and Rohmann,djb dcjw kl,07/29/2024,47,36,1033,na,07/30/2024,only 3 dissected due to lot size being 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,1,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128038,128038_02,6,Carpiodes velifer,,,Along right bank .5 mi below richardson landry,1982,10,21,Suttkus and Rohmann,sc cjw,07/29/2024,36,29,387,na,07/30/2024,only 3 dissected due to lot size being 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0
128038,128038_03,6,Carpiodes velifer,,,Along right bank .5 mi below richardson landry,1982,10,21,Suttkus and Rohmann,jt cjw gmc,07/29/2024,34,24,215,na,07/30/2024,only 3 dissected due to lot size being 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95,1,0,0,0,0,0,0,0,0
159171,159171_04,8,Carpiodes velifer,,,Pearl River along left bank at River Mile 54,1990,10,19,Suttkus and Caruso,jt ij dmdm,07/29/2024,39,27,491,na,07/30/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0
152931,152931_04,11,Carpiodes velifer,,,Pearl River along left bank at River Mile 54,1988,7,21,Suttkus and Caruso,djb cjw,07/29/2024,35,25,419,na,07/30/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
159171,159171_03,8,Carpiodes velifer,,,Pearl River along left bank at River Mile 54,1990,10,19,Suttkus and Caruso,sc jt cjw,07/29/2024,44,33,765,na,07/30/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
159171,159171_02,8,Carpiodes velifer,,,Pearl River along left bank at River Mile 54,1990,10,19,Suttkus and Caruso,jt ij dmdm,07/29/2024,40,28,481,na,07/30/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
196897,196897_02,14,Carpiodes velifer,,,PR along left bank at river mi 54,2004,1,31,RD and JS Suttkus,jt ij dmdm,07/30/2024,45,33,788,na,07/30/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99448,99448_03,25,Carpiodes velifer,,,"along left bank above coburn creek, 1.5mi E of Bogalusa",1976,10,13,suttkus and Sorenson,sc ij gmc,07/30/2024,33,23,260,na,07/30/2024,randomly select4d from 10 due to size restriction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
48038,48038_01,4,Carpiodes velifer,,,"PR just above coburn creek, 1.5mi e of bogalusa",1967,10,4,suttkus and gunning,jt ij dmdm,07/30/2024,42,30,601,na,07/30/2024,only 2 selected because lot size is 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0
31560,31560_01,21,Carpiodes velifer,,,"PR at mile 53.7, 2.3 mi SE of bogalusa",1963,6,13,suttkus and sheriman,sc kl,07/30/2024,47,37,879,na,07/30/2024,only 1 selected because: only 3 were large enough- the rest were fry... so we only took less than half of the reasonable ones.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198427,198427_04,11,Carpiodes velifer,,,PR along left bank at 2nd bend below richardson,2005,4,16,RD and JS Suttkus,jt sc kl,07/30/2024,46,32,956,na,07/30/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198427,198427_03,11,Carpiodes velifer,,,PR along left bank at 2nd bend below richardson,2005,4,16,RD and JS Suttkus,djb sc gmc cjw,07/30/2024,47,36,1172,na,07/30/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
31061,31061_01,5,Carpiodes velifer,,,"PR at river mi 53.7, 2.3 SE of Bogalusa",1963,8,30,suttkus and gunning,jt dmdm,07/30/2024,32,25,327,na,07/30/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,na,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,1,0,0,0,0,0,0,0,0
