,InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified,CI,decade,IndividualFishID,Dissector_and_Examiner,DissectionDate,Sex,TotalLength_mm,StandardLength_mm,Weight_mg,Metal_info,NotesOnSpecimenPriorToDissection,Date_Datasheet_Completed,ParasitesFound,TREM.METAGS.SKIN,myxo.thel.Skin,BuccalCavity,TREM.MET.BodyCavity,CYST.UNK.PectoralFin,TREM.BUC.PectoralFin,TREM.MET.AF.PectoralFin,META.UNK.PectoralFin,MYX.THEL.PectoralFin,MONO.LG.PectoralFin,TREM.METAF.PelvicFin,META.UNK.PelvicFin,CYST.UNK.PelvicFin,CYST.UNK.AnalFin,META.UNK.AnalFin,TREM.METAF.AnalFin,TREM.METAGS.AnalFin,trem.buc.AnalFin,trem.buc.CaudalFin,trem.metaf.caudalfin,TREM.MET.CaudalFin,TREM.METAGS.CaudalFin,META.HS.CaudalFin,META.UNK.CAUDALFIN,CYST.UNK.CaudalFin,MYXO.THEL.CaudalFin,MYXO.THEL.dorsalFIN,META.UNK.DorsalFin,TREM.BUC.DorsalFin,CYST.UNK.DorsalFin,MYX.GO.GONAD,TREM.METAGS.Liver,TREM.MET.LIVER,TREM.NEA.LIVER,META.UNK.LIVER,CYST.UNK.LIVER,TREM.MET.Spleen,TREM.MET.Kidney,TREM.METAGS.Kidney,MYX.GO.Kidney,CYST.UNK.Kidney,META.UNK.EYE,TREM.METAF.EYE,TREM.MET.EYE,CYST.LB.EYE,CYST.UNK.Eye,MYX.GO.Eye,MYXO.UP.Eye,Heart,CYST.EMPTY.Stomach,TREM.METAGS.Stomach,TREM.MET.Stomach,NEM.CONA.CONNECTIVETISSUES,NEM.CYST.CONNECTIVETISSUE,TREM.MET.ConnectiveTissue,TREM.METAGS.CONNECTIVETISSUE,TREM.UNK.CONNECTIVETISSUE,TREM.NEA.CONNECTIVETISSUE,meta.unkn.connectivetissue,CYST.UNK.CONNECTIVETISSUES,CYST.EMPTY.ConnectiveTissue,MYX.GO.CONNECTIVETISSUE,MYXO.THEL.ConnectiveTissue,MYXO.UNK Connective Tissue,MYXO.SBAD.ConnectiveTissue,cest.godz.intestine,CEST.NTG.INTESTINE,CEST.VIT.INTESTINE,CEST.PEA.Intestine,CEST.COMP.Intestine,CEST.UNK.Intestine,TREM.MET.Intestine,TREM.METAGS.Intestine,TREM.NEA.Intestine,TREM.RNDA.Intestine,meta.unkn.intestine,NEM.CONA.Intestine,NEM.TRBK intestine,NEM.CAP.Intestine,NEM.LARV.Intestine,NEM.UNK.Intestine,NEM.DICH.Intestine,ACANTH.BKR.Intestine,ACANTH.BIGB.Intestine,MYX.GEOM.Intestines,CYST.UNK.intestines,TREM.METAGS.GILL,TREM.METAF.GILL,TREM.MET.GILL,TREM.SSS.GILL,META.UNK.GILL,MONO.DACT.GILL,MONO.GYRO.Gill,MONO.LG.Gill,MYXO.THEL.GILL,MYXO.SBAD.GILL,MYXO.BC.GILL,MYXO.UNK GILL,CYST.LB.GILL,cyst.unkn.gill,COPE.GRAB.GILL,COPE.CL.GILL,CEST.L.FLUSH,CEST.COMP.FLUSH,TREM.METAGS.FLUSH,TREM.MET.FLUSH,TREM.MS.FLUSH,TREM.METAF.FLUSH,TREM.RNDA.FLUSH,TREM.NEA.FLUSH,TREM.UNK.FLUSH,NEM.LARV.Flush,MONO.GYRO.Flush,META.UNK.FLUSH,CYST.UNK.Flush,MYX.GEOM.Flush,WORM.A.Flush,NEM.CONA.VOUCH,NEM.CYST.VOUCH,NEM.LARV.VOUCH,NEM.TRBK.VOUCH,NEM.CAP.VOUCH,NEM.DICH.VOUCH,CEST.GODZ.VOUCH,CEST.VIT.VOUCH,CEST.L.VOUCH,CEST.PEA VOUCH,CEST.COMP.VOUCH,CEST.UNK,TREM.METAGS.VOUCH,TREM.MET.VOUCH,TREM.METAF.VOUCH,TREM.BUC.VOUCHED,TREM.MS.VOUCHERED,TREM.NEA.VOUCHERED,TREM.RNDA.VOUCH,TREM.UNK.VOUCH,TREM.SSS.VOUCHED,META.UNK.VOUCH,META.HS.VOUCH,MONO.DACT.VOUCH,MONO.GYRO.VOUCH,MYX.GO.VOUCH,MYX.GEOM.VOUCH,MYXO.THEL.VOUCH,MYXO.SBAD.VOUCH,MYXO.BC VOUCH,MYXO.UP.VOUCHERED,WORM.A.VOUCH,CYST.EMPTY.VOUCH,CYST.LB.VOUCH,CYST.UNK.VOUCH,COPE.GRAB.VOUCHERED,COPE.CL.VOUCHERED,ACANTH.BIGB.VOUCH,ACANTH.BKR.VOUCH,
,TU,,106298,11,Pimephales vigilax,,,,,,,,,,,,,"Pearl River, along left bank along Colurn Creek",,,1978,3,23,Gunning and Rohmann,,,,,,,,106298_01,SC KL and DB,6/11/2024,NA,60,46,163.7,noEDTA,no EDTA available for liver wash,6/12/2024,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
,TU,,108550,22,Pimephales vigilax,,,,,,,,,,,,,Pearl River along left bank just below sill at pools,,,1978,7,19,Suttkas and Sorensen,,,,,,,,108550_01,IJ GMC,6/11/2024,NA,81,65,710,noEDTA,no EDTA available for liver wash,6/12/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,106298,11,Pimephales vigilax,,,,,,,,,,,,,Pearl River,,,1978,3,23,Gunning and Rohmann,,,,,,,,106298_04,IJ CJW,6/11/2024,NA,26,21,13.8,noEDTA,"no EDTA available for liver wash, cyst unk found between fin rays --> updated and changed to CYST.MET present in fins",6/12/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,106298,11,Pimephales vigilax,,,,,,,,,,,,,Pearl River along left bank along Colurn creek,,,1978,3,23,Gunning and Rohmann,,,,,,,,106298_02,DJB DMDM,6/11/2024,NA,41,34,50.5,noEDTA,no EDTA available for liver wash,6/11/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,108550,22,Pimephales vigilax,,,,,,,,,,,,,Pearl River along left bank just below sill at pools,,,1978,7,19,Suttkas and Sorensen,,,,,,,,108550_02,SC CLW,6/11/2024,F,58,49,207.7,noEDTA,no EDTA available for liver wash,6/11/2024,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,108550,22,Pimephales vigilax,,,,,,,,,,,,,Pearl River along left bank just below sill at pools,,,1978,7,19,Suttkas and Sorensen,,,,,,,,108550_04,JT DMDM,6/11/2024,NA,83,69,658.7,noEDTA,no EDTA available for liver wash,6/11/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,106298,11,Pimephales vigilax,,,,,,,,,,,,,Pearl River along left bank along Colurn creek,,,1978,3,23,Gunning and Rohmann,,,,,,,,106298_03,JT CJW,6/11/2024,NA,35,27,28.2,noEDTA,"no EDTA available for liver wash, 18 vouchered 18 from pec. fin and ~>10 from caudal, CYST.NEH present in fins",6/11/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,
,TU,,62155,32,Pimephales vigilax,,,,,,,,,,,,,Pearl River,,,1970,4,27,"Suttkus, Gunning, Thompson",,,,,,,,62155_01,KL CJW,6/11/2024,NA,36,27,33.4,noEDTA,no EDTA available for liver wash,6/11/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,
,TU,,62155,32,Pimephales vigilax,,,,,,,,,,,,,Pearl River,,,1970,4,27,"Suttkus, Gunning, Thompson",,,,,,,,62155_02,SC DD,6/11/2024,F,55,46,153,noEDTA,no EDTA available for liver wash,6/11/2024,,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,62155,32,Pimephales vigilax,,,,,,,,,,,,,Pearl River,,,1970,4,27,"Suttkus, Gunning, Thompson",,,,,,,,62155_03,IJ GMC,6/11/2024,NA,51,42,154.1,noEDTA,no EDTA available for liver wash,6/11/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,62155,32,Pimephales vigilax,,,,,,,,,,,,,Pearl River,,,1970,4,27,"Suttkus, Gunning, Thompson",,,,,,,,62155_04,DJB GMC,6/11/2024,F,33,26,23.5,noEDTA,no EDTA available for liver wash,6/11/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,
,TU,,83913,22,Pimephales vigilax,,,,,,,,,,,,,Pearl River just above mouth of Coburn Creek,,,1973,10,16,Suttkus and Thompson,,,,,,,,83913_02,SC SC and KL,6/12/2024,NA,59,47,146.2,di_water,"1st day of EDTA, CYST.NP found in gills",6/12/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,83913,22,Pimephales vigilax,,,,,,,,,,,,,Pearl River just above mouth of Coburn Creek,,,1973,10,16,Suttkus and Thompson,,,,,,,,83913_04,DJB CLW,6/12/2024,NA,32,23,12.2,di_water,1st day of EDTA,6/12/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,0,na,0,na,0,na,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,101642,40,Pimephales vigilax,,,,,,,,,,,,,"Pearl River along left bank just below Sill at Pools Bluff, 4 mi S of Bogalusa",,,1977,4,13,RD Suttkus and P Sorensen,,,,,,,,101642_02,JT GMC,6/12/2024,F,63,48,261.9,di_water,1st day of EDTA,6/13/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,101642,40,Pimephales vigilax,,,,,,,,,,,,,"Pearl River along left bank just below Sill at Pools Bluff, 4 mi S of Bogalusa",,,1977,4,13,RD Suttkus and P Sorensen,,,,,,,,101642_01,DJB KL,6/12/2024,NA,69,56,343,di_water,1st day of EDTA,6/12/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,101642,40,Pimephales vigilax,,,,,,,,,,,,,"Pearl River along left bank just below Sill at Pools Bluff, 4 mi S of Bogalusa",,,1977,4,13,RD Suttkus and P Sorensen,,,,,,,,101642_03,DJB DMDM and DJB,6/12/2024,NA,72,64,583.6,di_water,1st day of EDTA,6/12/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,101642,40,Pimephales vigilax,,,,,,,,,,,,,"Pearl River along left bank just below Sill at Pools Bluff, 4 mi S of Bogalusa",,,1977,4,13,RD Suttkus and P Sorensen,,,,,,,,101642_04,JT DMDM,6/12/2024,F,63,49,286.3,di_water,1st day of EDTA,6/12/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,83913,22,Pimephales vigilax,,,,,,,,,,,,,Pearl River just above mouth of Coburn Creek,,,1973,10,16,Suttkus and Thompson,,,,,,,,83913_01,DJB DMDM,6/12/2024,NA,65,51,198.4,di_water,1st day of EDTA,6/13/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,na,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,68175,95,Pimephales vigilax,,,,,,,,,,,,,Pearl River at river mile 54.23mi SE of Bogalusa,,,1971,1,25,Suttkus and Gunning,,,,,,,,68175_02,DJB DMDM,6/13/2024,NA,56,41,150.9,di_water,none,6/13/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,37344,19,Pimephales vigilax,,,,,,,,,,,,,Pearl River just below sill pools buss; 4 mi S of Bogalusa,,,1965,3,18,RD Suttkus and JS Suttkus,,,,,,,,37344_03,SC CJW,6/12/2024,NA,96,81,960.5,di_water,"EDTA started, organs dry overnight, Cyst.NP found in gill, CYST.NEH present in fins",6/12/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
,TU,,37344,19,Pimephales vigilax,,,,,,,,,,,,,Pearl River just below billat pools buff; 4 mi S of Bogalusa,,,1965,3,18,RD Sukkus and JS Suttkus ,,,,,,,,37344_04,DJB KL,6/12/2024,NA,95,83,1101.2,di_water,1st day of EDTA,6/13/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,68175,95,Pimephales vigilax perspicuus,,,,,,,,,,,,,"Pearl River at. River mile 54, 2.3 mi SE of Bogalusa",,,1971,1,25,Suttkus and Gunning,,,,,,,,68175_01,IJ CLW,6/13/2024,NA,46,35,67.4,di_water,none,6/13/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,178363,183,Pimephales vigilax,,,,,,,,,,,,,Pearl River along left bank opposite mouth of Bogalusa creek,,,1996,4,6,RD + JS Suttkus,,,,,,,,178363_04,SC CLW,6/13/2024,NA,41,32,46.6,di_water,183-29=94 fish used b/c 89 were <30 mm,6/13/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,na,na,na,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,178363,183,Pimephales vigilax,,,,,,,,,,,,,Pearl River along left bank opposite mouth of Bogalusa creek,,,1996,4,6,RD + JS Suttkus,,,,,,,,178363_03,SC CLW,6/13/2024,NA,33,29,29.5,di_water,94 specimens because 89 were <30mm,6/13/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,TU,,37344,19,Pimephales vigilax perspicuus,,,,,,,,,,,,,Pearl River just below billat pools buff; 4 mi S of Bogalusa,,,1965,3,18,RD Sukkus and JS Suttkus ,,,,,,,,37344_01,SC CJW GMC IJ,6/12/2024,NA,67,56,271.6,di_water,EDTA protocol ,6/13/2024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
