"","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","FishBarcode","Dissector","Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","psite_spp","psite_count"
"24","MSB:Fish:1085",1939,5,13,"MSB 1085-3","JAR8939F","JG","KL","07-10-2025","F",42,34,861,"impact","impact_1931-1940",35.192334,-106.619678,"crus.d","0"
"25","MSB:Fish:1085",1939,5,13,"MSB 1085-2","JAR8937F","JG","GC","07-10-2025","M",26,21,147,"impact","impact_1931-1940",35.192334,-106.619678,"crus.d","0"
"26","MSB:Fish:1086",1939,4,22,"MSB 1086-2","JAR8900F","BP","GC","07-07-2025","F",45,36,994,"impact","impact_1931-1940",35.173111,-106.626066,"crus.d","0"
"27","MSB:Fish:1086",1939,4,22,"MSB 1086-5","JAR8792F","JG","GC","07-07-2025","F",46,35,1207,"impact","impact_1931-1940",35.173111,-106.626066,"crus.d","0"
"28","MSB:Fish:1086",1939,4,22,"MSB1086-4","JAR8791F","BP","KL","07-07-2025","F",39,30,752,"impact","impact_1931-1940",35.173111,-106.626066,"crus.d","0"
"29","MSB:Fish:1086",1939,4,22,"MSB 1086-1","JAR8898F","BP","KL","07-07-2025","F",47,37,1182,"impact","impact_1931-1940",35.173111,-106.626066,"crus.d","0"
"30","MSB:Fish:1086",1939,4,22,"MSB 1086-3","JAR8902F","BP","KL","07-07-2025",NA,42,35,1023,"impact","impact_1931-1940",35.173111,-106.626066,"crus.d","0"
"31","MSB:Fish:1089",1939,1,24,"MSB 1089-3","JAR11117F","BP","GC","07-16-2025","F",38,29,552,"impact","impact_1931-1940",35.087167,-106.682164,"crus.d","0"
"32","MSB:Fish:1089",1939,1,24,"MSB 1089-5","JAR11111F","BP","KL","07-16-2025",NA,35,28,476,"impact","impact_1931-1940",35.087167,-106.682164,"crus.d","0"
"33","MSB:Fish:1089",1939,1,24,"MSB 1089-1","JAR11112F","BP","KL","07-16-2025","F",40,33,666,"impact","impact_1931-1940",35.087167,-106.682164,"crus.d","0"
"34","MSB:Fish:1089",1939,1,24,"MSB 1089-4","JAR11114F","BP","KL","07-16-2025","F",40,33,741,"impact","impact_1931-1940",35.087167,-106.682164,"crus.d","0"
"35","MSB:Fish:1089",1939,1,24,"MSB 1089-2","JAR11109F","BP","GC","07-16-2025",NA,38,30,571,"impact","impact_1931-1940",35.087167,-106.682164,"crus.d","0"
"36","MSB:Fish:10898",1992,7,9,"MSB 10898-5","JAR11023F","KL","KL","07-28-2025",NA,25,20,139,"control","control_1991-2000",35.211277,-106.611666,"crus.d","0"
"37","MSB:Fish:10898",1992,7,9,"MSB 10898-4","JAR11046F","KL","KL","07-28-2025","F",31,25,309,"control","control_1991-2000",35.211277,-106.611666,"crus.d","0"
"38","MSB:Fish:10898",1992,7,9,"MSB 10898-3","JAR11040F","KL","KL","07-28-2025","F",24,19,123,"control","control_1991-2000",35.211277,-106.611666,"crus.d","0"
"39","MSB:Fish:10898",1992,7,9,"MSB 10898-2","JAR11038F","KL","KL","07-28-2025","M",26,21,118,"control","control_1991-2000",35.211277,-106.611666,"crus.d","0"
"40","MSB:Fish:10898",1992,7,9,"MSB 10898-1","JAR11039F","KL","KL","07-28-2025","M",22,18,90,"control","control_1991-2000",35.211277,-106.611666,"crus.d","0"
"41","MSB:Fish:1090",1939,6,9,"MSB 1090-4","JAR11354F","BP","GC","07-10-2025","M",25,19,132,"impact","impact_1931-1940",34.906619,-106.685289,"crus.d","0"
"42","MSB:Fish:1090",1939,6,9,"MSB 1090-2","JAR11351F","BP","JG","07-10-2025","F",37,30,670,"impact","impact_1931-1940",34.906619,-106.685289,"crus.d","0"
"43","MSB:Fish:1090",1939,6,9,"MSB 1090-5","JAR11349F","BP","KL","07-10-2025","F",29,24,323,"impact","impact_1931-1940",34.906619,-106.685289,"crus.d","0"
"44","MSB:Fish:1090",1939,6,9,"MSB 1090-3","JAR11357F","BP","EO","07-10-2025","F",33,25,483,"impact","impact_1931-1940",34.906619,-106.685289,"crus.d","0"
"45","MSB:Fish:1090",1939,6,9,"MSB 1090-1","JAR11348F","BP","GC","07-10-2025","F",39,30,751,"impact","impact_1931-1940",34.906619,-106.685289,"crus.d","0"
"46","MSB:Fish:10922",1992,7,9,"MSB 10922-3","JAR11592F","BP","KL","07-18-2025","F",33,25,400,"impact","impact_1991-2000",35.10469444,-106.6916667,"crus.d","0"
"47","MSB:Fish:10922",1992,7,9,"MSB 10922-5","JAR115843F","BP","GC","07-18-2025","F",30,24,322,"impact","impact_1991-2000",35.10469444,-106.6916667,"crus.d","0"
"48","MSB:Fish:10922",1992,7,9,"MSB 10922-4","JAR11584F","JG","GC","07-18-2025","F",27,22,141,"impact","impact_1991-2000",35.10469444,-106.6916667,"crus.d","0"
"49","MSB:Fish:10922",1992,7,9,"MSB 10922-2","JAR11586F","JG","GC","07-18-2025","F",25,20,143,"impact","impact_1991-2000",35.10469444,-106.6916667,"crus.d","0"
"50","MSB:Fish:10922",1992,7,9,"MSB 10922-1","JAR11589F","JG","KL","07-18-2025","F",30,25,362,"impact","impact_1991-2000",35.10469444,-106.6916667,"crus.d","0"
"51","MSB:Fish:10944",1992,7,15,"MSB 10944-2","JAR11565F","BP","GC","07-17-2025","F",37,29,751,"impact","impact_1991-2000",35.089293,-106.680842,"crus.d","0"
"52","MSB:Fish:10944",1992,7,15,"MSB 10944-3","JAR11566F","BP","GC","07-17-2025","F",48,36,1418,"impact","impact_1991-2000",35.089293,-106.680842,"crus.d","0"
"53","MSB:Fish:10944",1992,7,15,"MSB 10944-4","JAR11564F","BP","KL","07-17-2025","F",34,27,538,"impact","impact_1991-2000",35.089293,-106.680842,"crus.d","0"
"54","MSB:Fish:10944",1992,7,15,"MSB 10944-5","JAR11567F","BP","KL","07-17-2025","F",35,27,542,"impact","impact_1991-2000",35.089293,-106.680842,"crus.d","0"
"55","MSB:Fish:10944",1992,7,15,"MSB 10944-1","JAR11568F","BP","GC","07-17-2025","F",43,33,1179,"impact","impact_1991-2000",35.089293,-106.680842,"crus.d","0"
"56","MSB:Fish:1098",1939,5,13,"MSB 1098-4","JAR8819F","EO","KL","07-07-2025","F",32,25,352,"impact","impact_1931-1940",35.189406,-106.625396,"crus.d","0"
"57","MSB:Fish:1098",1939,5,13,"MSB 1098-2","JAR8815F","EO","GC","07-07-2025","F",41,33,887,"impact","impact_1931-1940",35.189406,-106.625396,"crus.d","0"
"58","MSB:Fish:1098",1939,5,13,"MSB 1098-3","JAR8817F","EO","KL","07-07-2025",NA,30,24,257,"impact","impact_1931-1940",35.189406,-106.625396,"crus.d","0"
"59","MSB:Fish:1098",1939,5,13,"MSB 1098-5","JAR8812F","EO","KL","07-07-2025",NA,41,33,697,"impact","impact_1931-1940",35.189406,-106.625396,"crus.d","0"
"60","MSB:Fish:1098",1939,5,13,"MSB 1098-1","JAR8814F","EO","KL","07-08-2025","F",46,37,1164,"impact","impact_1931-1940",35.189406,-106.625396,"crus.d","0"
"61","MSB:Fish:1100",1939,2,26,"MSB 1100-4","JAR8824F","BP","KL","07-08-2025","F",28,24,303,"impact","impact_1931-1940",35.072363,-106.668064,"crus.d","0"
"62","MSB:Fish:1100",1939,2,26,"MSB 1100-3","JAR8823F","JG","KL","07-08-2025",NA,33,25,326,"impact","impact_1931-1940",35.072363,-106.668064,"crus.d","0"
"63","MSB:Fish:1100",1939,2,26,"MSB 1100-1","JAR8825F","JG","KL","07-08-2025","F",43,33,679,"impact","impact_1931-1940",35.072363,-106.668064,"crus.d","0"
"64","MSB:Fish:1100",1939,2,26,"MSB 1100-2","JAR8827F","BP","EO ","07-08-2025","F",28,25,318,"impact","impact_1931-1940",35.072363,-106.668064,"crus.d","0"
"65","MSB:Fish:1100",1939,2,26,"MSB 1100-5","JAR8829F","JG","KL","07-08-2025",NA,26,23,226,"impact","impact_1931-1940",35.072363,-106.668064,"crus.d","0"
"66","MSB:Fish:1105",1939,1,20,"MSB 1105-1","JAR11362F","JG","GC","07-10-2025",NA,30,24,202,"impact","impact_1931-1940",35.100259,-106.692107,"crus.d","0"
"67","MSB:Fish:1105",1939,1,30,"MSB 1105-5","JAR11360F","JG","KL","07-10-2025",NA,36,28,396,"impact","impact_1931-1940",35.100259,-106.692107,"crus.d","0"
"68","MSB:Fish:1105",1939,1,30,"MSB 1105-3","JAR11361F","JG","KL","07-10-2025",NA,40,36,728,"impact","impact_1931-1940",35.100259,-106.692107,"crus.d","0"
"69","MSB:Fish:1105",1939,1,30,"MSB 1105-2","JAR11365F","JG","JG","07-10-2025",NA,27,23,158,"impact","impact_1931-1940",35.100259,-106.692107,"crus.d","0"
"70","MSB:Fish:1105",1939,1,30,"MSB 1105-4","JAR11368F","EO","EO","07-10-2025",NA,40,32,456,"impact","impact_1931-1940",35.100259,-106.692107,"crus.d","0"
"71","MSB:Fish:11095",1992,7,21,"MSB 11095-1","JAR11015F","KL","KL","07-23-2025",NA,26,21,178,"impact","impact_1991-2000",35.027111,-106.672944,"crus.d","0"
"72","MSB:Fish:11095",1992,7,21,"MSB 11095-3","JAR11013F","KL","KL","07-23-2025","F",35,28,526,"impact","impact_1991-2000",35.027111,-106.672944,"crus.d","0"
"73","MSB:Fish:11095",1992,7,21,"MSB 11095-2","JAR11016F","KL","KL","07-23-2025","F",33,27,385,"impact","impact_1991-2000",35.027111,-106.672944,"crus.d","0"
"74","MSB:Fish:11095",1992,7,21,"MSB 11095-4","JAR11000F","KL","KL","07-23-2025","F",31,25,375,"impact","impact_1991-2000",35.027111,-106.672944,"crus.d","0"
"75","MSB:Fish:11095",1992,7,21,"MSB 11095-5","JAR11003F","KL","KL","07-23-2025",NA,32,26,460,"impact","impact_1991-2000",35.027111,-106.672944,"crus.d","0"
"76","MSB:Fish:11126",1992,7,22,"MSB 11126-2","JAR11562F","JG","BP","07-17-2025","F",37,30,634,"impact","impact_1991-2000",34.97052778,-106.6911111,"crus.d","0"
"77","MSB:Fish:11126",1992,7,22,"MSB 11126-3","JAR11560F","JG","BP","07-17-2025","F",31,25,355,"impact","impact_1991-2000",34.97052778,-106.6911111,"crus.d","0"
"78","MSB:Fish:11126",1992,7,22,"MSB 11126-1","JAR11561F","EO","EO","07-17-2025","F",45,36,1113,"impact","impact_1991-2000",34.97052778,-106.6911111,"crus.d","0"
"79","MSB:Fish:11126",1992,7,22,"MSB 11126-4","JAR11559F","JG","GC","07-17-2025","F",40,34,733,"impact","impact_1991-2000",34.97052778,-106.6911111,"crus.d","0"
"80","MSB:Fish:11126",1992,7,22,"MSB 11126-5","JAR11558F","EO","KL","07-17-2025","M",26,21,179,"impact","impact_1991-2000",34.97052778,-106.6911111,"crus.d","0"
"81","MSB:Fish:11194",1992,7,24,"MSB 11194-2","JAR11570F","EO","KL","07-17-2025","M",26,22,151,"impact","impact_1991-2000",34.92872222,-106.6818611,"crus.d","0"
"82","MSB:Fish:11194",1992,7,24,"MSB 11194-3","JAR11569F","EO","GC","07-17-2025",NA,28,22,159,"impact","impact_1991-2000",34.92872222,-106.6818611,"crus.d","0"
"83","MSB:Fish:11194",1992,7,24,"MSB 11194-5","JAR11572F","EO","KL","07-17-2025",NA,36,29,658,"impact","impact_1991-2000",34.92872222,-106.6818611,"crus.d","0"
"84","MSB:Fish:11194",1992,7,24,"MSB 11194-4","JAR11571F","EO","EO","07-17-2025","F",35,27,456,"impact","impact_1991-2000",34.92872222,-106.6818611,"crus.d","0"
"85","MSB:Fish:11194",1992,7,24,"MSB 11194-1","JAR11563F","EO","GC","07-17-2025","F",29,24,333,"impact","impact_1991-2000",34.92872222,-106.6818611,"crus.d","0"
"86","MSB:Fish:12010",1992,9,28,"MSB 12010-3","JAR11037F","KL","KL","07-28-2025","F",28,23,210,"control","control_1991-2000",35.211416,-106.612833,"crus.d","0"
"87","MSB:Fish:12010",1992,9,28,"MSB 12010-2","JAR11056F","KL","KL","07-28-2025",NA,27,21.5,211,"control","control_1991-2000",35.211416,-106.612833,"crus.d","0"
"88","MSB:Fish:12010",1992,9,28,"MSB 12010-1","JAR11057F","KL","KL","07-28-2025","F",36,29,446,"control","control_1991-2000",35.211416,-106.612833,"crus.d","0"
"89","MSB:Fish:12010",1992,9,28,"MSB 12010-5","JAR11045F","KL","KL","07-28-2025","F",25,20,156,"control","control_1991-2000",35.211416,-106.612833,"crus.d","0"
"90","MSB:Fish:12010",1992,9,28,"MSB 12010-4","JAR11044F","KL","KL","07-28-2025","F",28,21,210,"control","control_1991-2000",35.211416,-106.612833,"crus.d","0"
"91","MSB:Fish:12531",1992,11,13,"MSB 12531-1","JAR11267F","EO","GC","07-11-2025",NA,46,38,1030,"control","control_1991-2000",35.380486,-106.502059,"crus.d","0"
"92","MSB:Fish:12531",1992,11,13,"MSB 12531-4","JAR11265F","EO","KL","07-11-2025",NA,31,25,317,"control","control_1991-2000",35.380486,-106.502059,"crus.d","0"
"93","MSB:Fish:12531",1992,11,13,"MSB 12531-5","JAR11266F","EO","BP","07-11-2025","F",48,40,1190,"control","control_1991-2000",35.380486,-106.502059,"crus.d","0"
"94","MSB:Fish:12531",1992,11,13,"MSB 12531-2","JAR11263F","EO","KL","07-11-2025",NA,34,27,414,"control","control_1991-2000",35.380486,-106.502059,"crus.d","0"
"95","MSB:Fish:12531",1992,11,13,"MSB 12531-3","JAR11264F","EO","KL","07-11-2025","F",35,28,445,"control","control_1991-2000",35.380486,-106.502059,"crus.d","0"
"96","MSB:Fish:14485",1993,7,13,"MSB 14485-1","JAR11128F","EO","GC","07-17-2025",NA,41,34,760,"impact","impact_1991-2000",34.929964,-106.681431,"crus.d","0"
"97","MSB:Fish:14485",1993,7,13,"MSB 14485-5","JAR11127F","JG","JG","07-17-2025",NA,24,20,116,"impact","impact_1991-2000",34.929964,-106.681431,"crus.d","0"
"98","MSB:Fish:14485",1993,7,13,"MSB 14485-4","JAR11129F","EO","GC","07-17-2025","F",30,23,247,"impact","impact_1991-2000",34.929964,-106.681431,"crus.d","0"
"99","MSB:Fish:14485",1993,7,13,"MSB 14485-3","JAR11557F","EO","KL","07-17-2025","F",37,29,520,"impact","impact_1991-2000",34.929964,-106.681431,"crus.d","0"
"100","MSB:Fish:14485",1993,7,13,"MSB 14485-2","JAR11130F","JG","GC","07-17-2025","F",43,35,751,"impact","impact_1991-2000",34.929964,-106.681431,"crus.d","0"
"101","MSB:Fish:18799",1993,8,12,"MSB 18799-5","JAR11578F","BP","KL","07-17-2025","F",30,23,274,"control","control_1991-2000",35.280904,-106.597587,"crus.d","0"
"102","MSB:Fish:18799",1993,8,12,"MSB 18799-2","JAR11582F","BP","KL","07-17-2025","F",31,25,375,"control","control_1991-2000",35.280904,-106.597587,"crus.d","0"
"103","MSB:Fish:18799",1993,8,12,"MSB 18799-4","JAR11579F","BP","GC","07-17-2025","F",32,26,344,"control","control_1991-2000",35.280904,-106.597587,"crus.d","0"
"104","MSB:Fish:18799",1993,8,12,"MSB 18799-3","JAR11580","BP","EO","07-17-2025","F",36,28,509,"control","control_1991-2000",35.280904,-106.597587,"crus.d","0"
"105","MSB:Fish:18799",1993,8,12,"MSB 18799-1","JAR11581F","BP","KL","07-17-2025","M",29,23,249,"control","control_1991-2000",35.280904,-106.597587,"crus.d","0"
"106","MSB:Fish:19155",1993,8,4,"MSB 19155-1","JAR11020F","KL","KL","07-23-2025","F",38,30,585,"impact","impact_1991-2000",35.017503,-106.672569,"crus.d","0"
"107","MSB:Fish:19155",1993,8,4,"MSB 19155-2","JAR11021F","KL","KL","07-23-2025","F",34,28,495,"impact","impact_1991-2000",35.017503,-106.672569,"crus.d","0"
"108","MSB:Fish:19155",1993,8,4,"MSB 19155-3","JAR11022F","KL","KL","07-23-2025","F",31,26,355,"impact","impact_1991-2000",35.017503,-106.672569,"crus.d","0"
"109","MSB:Fish:19155",1993,8,4,"MSB 19155-5","JAR11012F","KL","KL","07-23-2025","F",38,32,697,"impact","impact_1991-2000",35.017503,-106.672569,"crus.d","0"
"110","MSB:Fish:19155",1993,8,4,"MSB 19155-4","JAR11027F","KL","KL","07-23-2025","F",34,28,NA,"impact","impact_1991-2000",35.017503,-106.672569,"crus.d","0"
"111","MSB:Fish:19170",1993,8,4,"MSB 19170-3","JAR8800F","BP","BP GC","07-07-2025","F",34,26,421,"impact","impact_1991-2000",35.008358,-106.678909,"crus.d","0"
"112","MSB:Fish:19170",1993,8,4,"MSB 19170-5","JAR8798F","EO","JG","07-07-2025","F",32,25,353,"impact","impact_1991-2000",35.008358,-106.678909,"crus.d","0"
"113","MSB:Fish:19170",1993,8,4,"MSB 19170-1","JAR8802F","BP","GC","07-07-2025","F",31,24,355,"impact","impact_1991-2000",35.008358,-106.678909,"crus.d","0"
"114","MSB:Fish:19170",1993,8,4,"MSB 19170-4","JAR8799F","EO","BP","07-07-2025","F",34,27,460,"impact","impact_1991-2000",35.008358,-106.678909,"crus.d","0"
"115","MSB:Fish:19170",1993,8,4,"MSB 19170-2","JAR8801F","EO","BP KL","07-07-2025",NA,35,27,481,"impact","impact_1991-2000",35.008358,-106.678909,"crus.d","0"
"116","MSB:Fish:2795",1969,4,2,"MSB 2795-4","JAR8920F","BP","KL","07-09-2025","F",29,24,236,"control","control_1961-1970",35.253452,-106.592892,"crus.d","0"
"117","MSB:Fish:2795",1969,4,2,"MSB 2795-5","JAR8919F","BP","JG","07-09-2025",NA,25,19,105,"control","control_1961-1970",35.253452,-106.592892,"crus.d","0"
"118","MSB:Fish:2795",1969,4,2,"MSB 2795-2","JAR8925F","BP","GC","07-09-2025",NA,31,24,325,"control","control_1961-1970",35.253452,-106.592892,"crus.d","0"
"119","MSB:Fish:2795",1969,4,2,"MSB 2795-1","JAR8932F","BP","JG","07-09-2025",NA,45,35,820,"control","control_1961-1970",35.253452,-106.592892,"crus.d","0"
"120","MSB:Fish:2795",1969,4,2,"MSB 2795-3","JAR8921F","BP","GC","07-09-2025",NA,46,37,885,"control","control_1961-1970",35.253452,-106.592892,"crus.d","0"
"121","MSB:Fish:280",1949,10,28,"MSB 280-3","JAR8830F","BP","EO","07-08-2025","F",28,20,184,"impact","impact_1941-1950",35.155761,-106.655157,"crus.d","0"
"122","MSB:Fish:280",1949,10,28,"MSB 280-4","JAR8828F","JG","JG","07-08-2025",NA,43,35,824,"impact","impact_1941-1950",35.155761,-106.655157,"crus.d","0"
"123","MSB:Fish:280",1949,10,28,"MSB 280-1","JAR8833F","BP","BP","07-08-2025",NA,33,26,379,"impact","impact_1941-1950",35.155761,-106.655157,"crus.d","0"
"124","MSB:Fish:280",1949,10,28,"MSB 280-5","JAR8826F","JG","JG","07-08-2025",NA,28,23,238,"impact","impact_1941-1950",35.155761,-106.655157,"crus.d","0"
"125","MSB:Fish:280",1949,10,28,"MSB 280-2","JAR8831F","JG","KL","07-08-2025","F",42,33,733,"impact","impact_1941-1950",35.155761,-106.655157,"crus.d","0"
"126","MSB:Fish:285",1961,2,17,"MSB 285-3","JAR11528F","EO","KL","07-15-2025","F",42,34,741,"impact","impact_1961-1970",35.051774,-106.671997,"crus.d","0"
"127","MSB:Fish:285",1961,2,17,"MSB 285-2","JAR11525F","BP","GC","07-15-2025",NA,32,25,318,"impact","impact_1961-1970",35.051774,-106.671997,"crus.d","0"
"128","MSB:Fish:285",1961,2,17,"MSB 285-1","JAR11517F","EO","KL","07-15-2025","F",46,37,1064,"impact","impact_1961-1970",35.051774,-106.671997,"crus.d","0"
"129","MSB:Fish:285",1961,2,17,"MSB 285-4","JAR11530F","BP","KL","07-15-2025","F",34,26,419,"impact","impact_1961-1970",35.051774,-106.671997,"crus.d","1"
"130","MSB:Fish:285",1961,2,17,"MSB 285-5","JAR11520F","EO","EO","07-15-2025","F",29,23,224,"impact","impact_1961-1970",35.051774,-106.671997,"crus.d","0"
"131","MSB:Fish:288",1949,12,3,"MSB 288-1","JAR11272F","BP","GC","07-11-2025","F",41,32,695,"impact","impact_1941-1950",35.068939,-106.663683,"crus.d","0"
"132","MSB:Fish:288",1949,12,3,"MSB 288-4","JAR11269F","BP","BP","07-11-2025",NA,28,22,247,"impact","impact_1941-1950",35.068939,-106.663683,"crus.d","0"
"133","MSB:Fish:288",1949,12,3,"MSB 288-5","JAR11268F","EO","EO","07-11-2025","F",35,28,413,"impact","impact_1941-1950",35.068939,-106.663683,"crus.d","0"
"134","MSB:Fish:288",1949,12,3,"MSB 288-3","JAR11270F","EO","KL","07-11-2025","F",49,40,1240,"impact","impact_1941-1950",35.068939,-106.663683,"crus.d","0"
"135","MSB:Fish:288",1949,12,3,"MSB 288-2","JAR11271F","BP","BP","07-11-2025",NA,30,27,461,"impact","impact_1941-1950",35.068939,-106.663683,"crus.d","0"
"136","MSB:Fish:292",1961,2,12,"MSB 292-3","JAR11553F","JG","KL","07-16-2025","M",25,21,138,"control","control_1961-1970",35.408152,-106.470544,"crus.d","0"
"137","MSB:Fish:292",1961,2,12,"MSB 292-1","JAR11556F","BP","KL","07-16-2025","M",31,24,273,"control","control_1961-1970",35.408152,-106.470544,"crus.d","0"
"138","MSB:Fish:292",1961,2,12,"MSB 292-5","JAR11547F","JG","JG","07-16-2025",NA,25,21,167,"control","control_1961-1970",35.408152,-106.470544,"crus.d","0"
"139","MSB:Fish:292",1961,2,12,"MSB 292-4","JAR11550F","BP","KL","07-16-2025","F",33,25,342,"control","control_1961-1970",35.408152,-106.470544,"crus.d","0"
"140","MSB:Fish:292",1961,2,12,"MSB 292-2","JAR11534F","JG","JG","07-16-2025",NA,25,20,132,"control","control_1961-1970",35.408152,-106.470544,"crus.d","0"
"141","MSB:Fish:305",1949,7,21,"MSB 305-2","JAR8913F","BP","GC","07-09-2025",NA,41,32,810,"impact","impact_1941-1950",35.204443,-106.610046,"crus.d","0"
"142","MSB:Fish:305",1949,7,21,"MSB 305-3","JAR8915F","BP","KL","07-09-2025","F",39,31,840,"impact","impact_1941-1950",35.204443,-106.610046,"crus.d","0"
"143","MSB:Fish:305",1949,7,21,"MSB 305-1","JAR8911F","BP","JG","07-09-2025","F",38,30,653,"impact","impact_1941-1950",35.204443,-106.610046,"crus.d","0"
"144","MSB:Fish:305",1949,7,21,"MSB 305-5","JAR8918F","BP","KL","07-09-2025",NA,41,34,848,"impact","impact_1941-1950",35.204443,-106.610046,"crus.d","0"
"145","MSB:Fish:305",1949,7,21,"MSB 305-4","JAR8917F","BP","EO","07-09-2025","F",26,21,146,"impact","impact_1941-1950",35.204443,-106.610046,"crus.d","0"
"146","MSB:Fish:307",1959,2,24,"MSB 307-1","JAR8797F","BP","GC","07-07-2025","F",30,24,257,"impact","impact_1951-1960",34.987044,-106.690293,"crus.d","0"
"147","MSB:Fish:307",1959,2,24,"MSB 307-2","JAR8796F","JG","KL","07-07-2025","F",31,23,295,"impact","impact_1951-1960",34.987044,-106.690293,"crus.d","0"
"148","MSB:Fish:307",1959,2,24,"MSB 307-5","JAR8793F","JG","GC","07-07-2025",NA,33,24,304,"impact","impact_1951-1960",34.987044,-106.690293,"crus.d","0"
"149","MSB:Fish:307",1959,2,24,"MSB 307-4","JAR8794F","BP","KL","07-07-2025","F",31,26,296,"impact","impact_1951-1960",34.987044,-106.690293,"crus.d","0"
