"","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","FishBarcode","Dissector","Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","psite_spp","psite_count"
"860","MSB:Fish:1098",1939,5,13,"MSB 1098-1","JAR8814F","EO","KL","07-08-2025","F",46,37,1164,"impact","impact_1931-1940",35.189406,-106.625396,"mono.gyrof","0"
"861","MSB:Fish:1100",1939,2,26,"MSB 1100-4","JAR8824F","BP","KL","07-08-2025","F",28,24,303,"impact","impact_1931-1940",35.072363,-106.668064,"mono.gyrof","0"
"862","MSB:Fish:1100",1939,2,26,"MSB 1100-3","JAR8823F","JG","KL","07-08-2025",NA,33,25,326,"impact","impact_1931-1940",35.072363,-106.668064,"mono.gyrof","0"
"863","MSB:Fish:1100",1939,2,26,"MSB 1100-1","JAR8825F","JG","KL","07-08-2025","F",43,33,679,"impact","impact_1931-1940",35.072363,-106.668064,"mono.gyrof","0"
"864","MSB:Fish:1100",1939,2,26,"MSB 1100-2","JAR8827F","BP","EO ","07-08-2025","F",28,25,318,"impact","impact_1931-1940",35.072363,-106.668064,"mono.gyrof","0"
"865","MSB:Fish:1100",1939,2,26,"MSB 1100-5","JAR8829F","JG","KL","07-08-2025",NA,26,23,226,"impact","impact_1931-1940",35.072363,-106.668064,"mono.gyrof","0"
"866","MSB:Fish:1105",1939,1,20,"MSB 1105-1","JAR11362F","JG","GC","07-10-2025",NA,30,24,202,"impact","impact_1931-1940",35.100259,-106.692107,"mono.gyrof","0"
"867","MSB:Fish:1105",1939,1,30,"MSB 1105-5","JAR11360F","JG","KL","07-10-2025",NA,36,28,396,"impact","impact_1931-1940",35.100259,-106.692107,"mono.gyrof","0"
"868","MSB:Fish:1105",1939,1,30,"MSB 1105-3","JAR11361F","JG","KL","07-10-2025",NA,40,36,728,"impact","impact_1931-1940",35.100259,-106.692107,"mono.gyrof","0"
"869","MSB:Fish:1105",1939,1,30,"MSB 1105-2","JAR11365F","JG","JG","07-10-2025",NA,27,23,158,"impact","impact_1931-1940",35.100259,-106.692107,"mono.gyrof","0"
"870","MSB:Fish:1105",1939,1,30,"MSB 1105-4","JAR11368F","EO","EO","07-10-2025",NA,40,32,456,"impact","impact_1931-1940",35.100259,-106.692107,"mono.gyrof","0"
"871","MSB:Fish:11095",1992,7,21,"MSB 11095-1","JAR11015F","KL","KL","07-23-2025",NA,26,21,178,"impact","impact_1991-2000",35.027111,-106.672944,"mono.gyrof","0"
"872","MSB:Fish:11095",1992,7,21,"MSB 11095-3","JAR11013F","KL","KL","07-23-2025","F",35,28,526,"impact","impact_1991-2000",35.027111,-106.672944,"mono.gyrof","0"
"873","MSB:Fish:11095",1992,7,21,"MSB 11095-2","JAR11016F","KL","KL","07-23-2025","F",33,27,385,"impact","impact_1991-2000",35.027111,-106.672944,"mono.gyrof","0"
"874","MSB:Fish:11095",1992,7,21,"MSB 11095-4","JAR11000F","KL","KL","07-23-2025","F",31,25,375,"impact","impact_1991-2000",35.027111,-106.672944,"mono.gyrof","0"
"875","MSB:Fish:11095",1992,7,21,"MSB 11095-5","JAR11003F","KL","KL","07-23-2025",NA,32,26,460,"impact","impact_1991-2000",35.027111,-106.672944,"mono.gyrof","0"
"876","MSB:Fish:11126",1992,7,22,"MSB 11126-2","JAR11562F","JG","BP","07-17-2025","F",37,30,634,"impact","impact_1991-2000",34.97052778,-106.6911111,"mono.gyrof","0"
"877","MSB:Fish:11126",1992,7,22,"MSB 11126-3","JAR11560F","JG","BP","07-17-2025","F",31,25,355,"impact","impact_1991-2000",34.97052778,-106.6911111,"mono.gyrof","0"
"878","MSB:Fish:11126",1992,7,22,"MSB 11126-1","JAR11561F","EO","EO","07-17-2025","F",45,36,1113,"impact","impact_1991-2000",34.97052778,-106.6911111,"mono.gyrof","0"
"879","MSB:Fish:11126",1992,7,22,"MSB 11126-4","JAR11559F","JG","GC","07-17-2025","F",40,34,733,"impact","impact_1991-2000",34.97052778,-106.6911111,"mono.gyrof","0"
"880","MSB:Fish:11126",1992,7,22,"MSB 11126-5","JAR11558F","EO","KL","07-17-2025","M",26,21,179,"impact","impact_1991-2000",34.97052778,-106.6911111,"mono.gyrof","0"
"881","MSB:Fish:11194",1992,7,24,"MSB 11194-2","JAR11570F","EO","KL","07-17-2025","M",26,22,151,"impact","impact_1991-2000",34.92872222,-106.6818611,"mono.gyrof","0"
"882","MSB:Fish:11194",1992,7,24,"MSB 11194-3","JAR11569F","EO","GC","07-17-2025",NA,28,22,159,"impact","impact_1991-2000",34.92872222,-106.6818611,"mono.gyrof","0"
"883","MSB:Fish:11194",1992,7,24,"MSB 11194-5","JAR11572F","EO","KL","07-17-2025",NA,36,29,658,"impact","impact_1991-2000",34.92872222,-106.6818611,"mono.gyrof","0"
"884","MSB:Fish:11194",1992,7,24,"MSB 11194-4","JAR11571F","EO","EO","07-17-2025","F",35,27,456,"impact","impact_1991-2000",34.92872222,-106.6818611,"mono.gyrof","0"
"885","MSB:Fish:11194",1992,7,24,"MSB 11194-1","JAR11563F","EO","GC","07-17-2025","F",29,24,333,"impact","impact_1991-2000",34.92872222,-106.6818611,"mono.gyrof","0"
"886","MSB:Fish:12010",1992,9,28,"MSB 12010-3","JAR11037F","KL","KL","07-28-2025","F",28,23,210,"control","control_1991-2000",35.211416,-106.612833,"mono.gyrof","0"
"887","MSB:Fish:12010",1992,9,28,"MSB 12010-2","JAR11056F","KL","KL","07-28-2025",NA,27,21.5,211,"control","control_1991-2000",35.211416,-106.612833,"mono.gyrof","0"
"888","MSB:Fish:12010",1992,9,28,"MSB 12010-1","JAR11057F","KL","KL","07-28-2025","F",36,29,446,"control","control_1991-2000",35.211416,-106.612833,"mono.gyrof","0"
"889","MSB:Fish:12010",1992,9,28,"MSB 12010-5","JAR11045F","KL","KL","07-28-2025","F",25,20,156,"control","control_1991-2000",35.211416,-106.612833,"mono.gyrof","0"
"890","MSB:Fish:12010",1992,9,28,"MSB 12010-4","JAR11044F","KL","KL","07-28-2025","F",28,21,210,"control","control_1991-2000",35.211416,-106.612833,"mono.gyrof","0"
"891","MSB:Fish:12531",1992,11,13,"MSB 12531-1","JAR11267F","EO","GC","07-11-2025",NA,46,38,1030,"control","control_1991-2000",35.380486,-106.502059,"mono.gyrof","0"
"892","MSB:Fish:12531",1992,11,13,"MSB 12531-4","JAR11265F","EO","KL","07-11-2025",NA,31,25,317,"control","control_1991-2000",35.380486,-106.502059,"mono.gyrof","0"
"893","MSB:Fish:12531",1992,11,13,"MSB 12531-5","JAR11266F","EO","BP","07-11-2025","F",48,40,1190,"control","control_1991-2000",35.380486,-106.502059,"mono.gyrof","0"
"894","MSB:Fish:12531",1992,11,13,"MSB 12531-2","JAR11263F","EO","KL","07-11-2025",NA,34,27,414,"control","control_1991-2000",35.380486,-106.502059,"mono.gyrof","0"
"895","MSB:Fish:12531",1992,11,13,"MSB 12531-3","JAR11264F","EO","KL","07-11-2025","F",35,28,445,"control","control_1991-2000",35.380486,-106.502059,"mono.gyrof","0"
"896","MSB:Fish:14485",1993,7,13,"MSB 14485-1","JAR11128F","EO","GC","07-17-2025",NA,41,34,760,"impact","impact_1991-2000",34.929964,-106.681431,"mono.gyrof","0"
"897","MSB:Fish:14485",1993,7,13,"MSB 14485-5","JAR11127F","JG","JG","07-17-2025",NA,24,20,116,"impact","impact_1991-2000",34.929964,-106.681431,"mono.gyrof","0"
"898","MSB:Fish:14485",1993,7,13,"MSB 14485-4","JAR11129F","EO","GC","07-17-2025","F",30,23,247,"impact","impact_1991-2000",34.929964,-106.681431,"mono.gyrof","0"
"899","MSB:Fish:14485",1993,7,13,"MSB 14485-3","JAR11557F","EO","KL","07-17-2025","F",37,29,520,"impact","impact_1991-2000",34.929964,-106.681431,"mono.gyrof","0"
"900","MSB:Fish:14485",1993,7,13,"MSB 14485-2","JAR11130F","JG","GC","07-17-2025","F",43,35,751,"impact","impact_1991-2000",34.929964,-106.681431,"mono.gyrof","0"
"901","MSB:Fish:18799",1993,8,12,"MSB 18799-5","JAR11578F","BP","KL","07-17-2025","F",30,23,274,"control","control_1991-2000",35.280904,-106.597587,"mono.gyrof","0"
"902","MSB:Fish:18799",1993,8,12,"MSB 18799-2","JAR11582F","BP","KL","07-17-2025","F",31,25,375,"control","control_1991-2000",35.280904,-106.597587,"mono.gyrof","0"
"903","MSB:Fish:18799",1993,8,12,"MSB 18799-4","JAR11579F","BP","GC","07-17-2025","F",32,26,344,"control","control_1991-2000",35.280904,-106.597587,"mono.gyrof","0"
"904","MSB:Fish:18799",1993,8,12,"MSB 18799-3","JAR11580","BP","EO","07-17-2025","F",36,28,509,"control","control_1991-2000",35.280904,-106.597587,"mono.gyrof","0"
"905","MSB:Fish:18799",1993,8,12,"MSB 18799-1","JAR11581F","BP","KL","07-17-2025","M",29,23,249,"control","control_1991-2000",35.280904,-106.597587,"mono.gyrof","0"
"906","MSB:Fish:19155",1993,8,4,"MSB 19155-1","JAR11020F","KL","KL","07-23-2025","F",38,30,585,"impact","impact_1991-2000",35.017503,-106.672569,"mono.gyrof","0"
"907","MSB:Fish:19155",1993,8,4,"MSB 19155-2","JAR11021F","KL","KL","07-23-2025","F",34,28,495,"impact","impact_1991-2000",35.017503,-106.672569,"mono.gyrof","0"
"908","MSB:Fish:19155",1993,8,4,"MSB 19155-3","JAR11022F","KL","KL","07-23-2025","F",31,26,355,"impact","impact_1991-2000",35.017503,-106.672569,"mono.gyrof","0"
"909","MSB:Fish:19155",1993,8,4,"MSB 19155-5","JAR11012F","KL","KL","07-23-2025","F",38,32,697,"impact","impact_1991-2000",35.017503,-106.672569,"mono.gyrof","0"
"910","MSB:Fish:19155",1993,8,4,"MSB 19155-4","JAR11027F","KL","KL","07-23-2025","F",34,28,NA,"impact","impact_1991-2000",35.017503,-106.672569,"mono.gyrof","0"
"911","MSB:Fish:19170",1993,8,4,"MSB 19170-3","JAR8800F","BP","BP GC","07-07-2025","F",34,26,421,"impact","impact_1991-2000",35.008358,-106.678909,"mono.gyrof","0"
"912","MSB:Fish:19170",1993,8,4,"MSB 19170-5","JAR8798F","EO","JG","07-07-2025","F",32,25,353,"impact","impact_1991-2000",35.008358,-106.678909,"mono.gyrof","0"
"913","MSB:Fish:19170",1993,8,4,"MSB 19170-1","JAR8802F","BP","GC","07-07-2025","F",31,24,355,"impact","impact_1991-2000",35.008358,-106.678909,"mono.gyrof","0"
"914","MSB:Fish:19170",1993,8,4,"MSB 19170-4","JAR8799F","EO","BP","07-07-2025","F",34,27,460,"impact","impact_1991-2000",35.008358,-106.678909,"mono.gyrof","0"
"915","MSB:Fish:19170",1993,8,4,"MSB 19170-2","JAR8801F","EO","BP KL","07-07-2025",NA,35,27,481,"impact","impact_1991-2000",35.008358,-106.678909,"mono.gyrof","0"
"916","MSB:Fish:2795",1969,4,2,"MSB 2795-4","JAR8920F","BP","KL","07-09-2025","F",29,24,236,"control","control_1961-1970",35.253452,-106.592892,"mono.gyrof","0"
"917","MSB:Fish:2795",1969,4,2,"MSB 2795-5","JAR8919F","BP","JG","07-09-2025",NA,25,19,105,"control","control_1961-1970",35.253452,-106.592892,"mono.gyrof","0"
"918","MSB:Fish:2795",1969,4,2,"MSB 2795-2","JAR8925F","BP","GC","07-09-2025",NA,31,24,325,"control","control_1961-1970",35.253452,-106.592892,"mono.gyrof","0"
"919","MSB:Fish:2795",1969,4,2,"MSB 2795-1","JAR8932F","BP","JG","07-09-2025",NA,45,35,820,"control","control_1961-1970",35.253452,-106.592892,"mono.gyrof","0"
"920","MSB:Fish:2795",1969,4,2,"MSB 2795-3","JAR8921F","BP","GC","07-09-2025",NA,46,37,885,"control","control_1961-1970",35.253452,-106.592892,"mono.gyrof","0"
"921","MSB:Fish:280",1949,10,28,"MSB 280-3","JAR8830F","BP","EO","07-08-2025","F",28,20,184,"impact","impact_1941-1950",35.155761,-106.655157,"mono.gyrof","0"
"922","MSB:Fish:280",1949,10,28,"MSB 280-4","JAR8828F","JG","JG","07-08-2025",NA,43,35,824,"impact","impact_1941-1950",35.155761,-106.655157,"mono.gyrof","0"
"923","MSB:Fish:280",1949,10,28,"MSB 280-1","JAR8833F","BP","BP","07-08-2025",NA,33,26,379,"impact","impact_1941-1950",35.155761,-106.655157,"mono.gyrof","0"
"924","MSB:Fish:280",1949,10,28,"MSB 280-5","JAR8826F","JG","JG","07-08-2025",NA,28,23,238,"impact","impact_1941-1950",35.155761,-106.655157,"mono.gyrof","0"
"925","MSB:Fish:280",1949,10,28,"MSB 280-2","JAR8831F","JG","KL","07-08-2025","F",42,33,733,"impact","impact_1941-1950",35.155761,-106.655157,"mono.gyrof","0"
"926","MSB:Fish:285",1961,2,17,"MSB 285-3","JAR11528F","EO","KL","07-15-2025","F",42,34,741,"impact","impact_1961-1970",35.051774,-106.671997,"mono.gyrof","0"
"927","MSB:Fish:285",1961,2,17,"MSB 285-2","JAR11525F","BP","GC","07-15-2025",NA,32,25,318,"impact","impact_1961-1970",35.051774,-106.671997,"mono.gyrof","0"
"928","MSB:Fish:285",1961,2,17,"MSB 285-1","JAR11517F","EO","KL","07-15-2025","F",46,37,1064,"impact","impact_1961-1970",35.051774,-106.671997,"mono.gyrof","0"
"929","MSB:Fish:285",1961,2,17,"MSB 285-4","JAR11530F","BP","KL","07-15-2025","F",34,26,419,"impact","impact_1961-1970",35.051774,-106.671997,"mono.gyrof","4"
"930","MSB:Fish:285",1961,2,17,"MSB 285-5","JAR11520F","EO","EO","07-15-2025","F",29,23,224,"impact","impact_1961-1970",35.051774,-106.671997,"mono.gyrof","0"
"931","MSB:Fish:288",1949,12,3,"MSB 288-1","JAR11272F","BP","GC","07-11-2025","F",41,32,695,"impact","impact_1941-1950",35.068939,-106.663683,"mono.gyrof","0"
"932","MSB:Fish:288",1949,12,3,"MSB 288-4","JAR11269F","BP","BP","07-11-2025",NA,28,22,247,"impact","impact_1941-1950",35.068939,-106.663683,"mono.gyrof","0"
"933","MSB:Fish:288",1949,12,3,"MSB 288-5","JAR11268F","EO","EO","07-11-2025","F",35,28,413,"impact","impact_1941-1950",35.068939,-106.663683,"mono.gyrof","0"
"934","MSB:Fish:288",1949,12,3,"MSB 288-3","JAR11270F","EO","KL","07-11-2025","F",49,40,1240,"impact","impact_1941-1950",35.068939,-106.663683,"mono.gyrof","0"
"935","MSB:Fish:288",1949,12,3,"MSB 288-2","JAR11271F","BP","BP","07-11-2025",NA,30,27,461,"impact","impact_1941-1950",35.068939,-106.663683,"mono.gyrof","0"
"936","MSB:Fish:292",1961,2,12,"MSB 292-3","JAR11553F","JG","KL","07-16-2025","M",25,21,138,"control","control_1961-1970",35.408152,-106.470544,"mono.gyrof",NA
"937","MSB:Fish:292",1961,2,12,"MSB 292-1","JAR11556F","BP","KL","07-16-2025","M",31,24,273,"control","control_1961-1970",35.408152,-106.470544,"mono.gyrof","0"
"938","MSB:Fish:292",1961,2,12,"MSB 292-5","JAR11547F","JG","JG","07-16-2025",NA,25,21,167,"control","control_1961-1970",35.408152,-106.470544,"mono.gyrof","0"
"939","MSB:Fish:292",1961,2,12,"MSB 292-4","JAR11550F","BP","KL","07-16-2025","F",33,25,342,"control","control_1961-1970",35.408152,-106.470544,"mono.gyrof","0"
"940","MSB:Fish:292",1961,2,12,"MSB 292-2","JAR11534F","JG","JG","07-16-2025",NA,25,20,132,"control","control_1961-1970",35.408152,-106.470544,"mono.gyrof","0"
"941","MSB:Fish:305",1949,7,21,"MSB 305-2","JAR8913F","BP","GC","07-09-2025",NA,41,32,810,"impact","impact_1941-1950",35.204443,-106.610046,"mono.gyrof","0"
"942","MSB:Fish:305",1949,7,21,"MSB 305-3","JAR8915F","BP","KL","07-09-2025","F",39,31,840,"impact","impact_1941-1950",35.204443,-106.610046,"mono.gyrof","0"
"943","MSB:Fish:305",1949,7,21,"MSB 305-1","JAR8911F","BP","JG","07-09-2025","F",38,30,653,"impact","impact_1941-1950",35.204443,-106.610046,"mono.gyrof","0"
"944","MSB:Fish:305",1949,7,21,"MSB 305-5","JAR8918F","BP","KL","07-09-2025",NA,41,34,848,"impact","impact_1941-1950",35.204443,-106.610046,"mono.gyrof","0"
"945","MSB:Fish:305",1949,7,21,"MSB 305-4","JAR8917F","BP","EO","07-09-2025","F",26,21,146,"impact","impact_1941-1950",35.204443,-106.610046,"mono.gyrof","0"
"946","MSB:Fish:307",1959,2,24,"MSB 307-1","JAR8797F","BP","GC","07-07-2025","F",30,24,257,"impact","impact_1951-1960",34.987044,-106.690293,"mono.gyrof","0"
"947","MSB:Fish:307",1959,2,24,"MSB 307-2","JAR8796F","JG","KL","07-07-2025","F",31,23,295,"impact","impact_1951-1960",34.987044,-106.690293,"mono.gyrof","0"
"948","MSB:Fish:307",1959,2,24,"MSB 307-5","JAR8793F","JG","GC","07-07-2025",NA,33,24,304,"impact","impact_1951-1960",34.987044,-106.690293,"mono.gyrof","0"
"949","MSB:Fish:307",1959,2,24,"MSB 307-4","JAR8794F","BP","KL","07-07-2025","F",31,26,296,"impact","impact_1951-1960",34.987044,-106.690293,"mono.gyrof","0"
"950","MSB:Fish:307",1959,2,24,"MSB 307-3","JAR8795F","BP","KL","07-07-2025",NA,31,25,277,"impact","impact_1951-1960",34.987044,-106.690293,"mono.gyrof","0"
"951","MSB:Fish:30771",1996,10,30,"MSB 30771-3","JAR11025F","KL","KL","07-28-2025",NA,39,32,613,"control","control_1991-2000",35.38033333,-106.4990556,"mono.gyrof","0"
"952","MSB:Fish:30771",1996,10,30,"MSB 30771-2","JAR11024F","KL","KL","07-28-2025",NA,34,27,361,"control","control_1991-2000",35.38033333,-106.4990556,"mono.gyrof","0"
"953","MSB:Fish:30771",1996,10,30,"MSB 30771-1","JAR11030F","KL","KL","07-28-2025",NA,27,21,182,"control","control_1991-2000",35.38033333,-106.4990556,"mono.gyrof","0"
"954","MSB:Fish:30771",1996,10,30,"MSB 30771-5","JAR11033F","KL","KL","07-28-2025","M",30,23,241,"control","control_1991-2000",35.38033333,-106.4990556,"mono.gyrof","0"
"955","MSB:Fish:30771",1996,10,30,"MSB 30771-4","JAR11028F","KL","KL","07-28-2025",NA,26,20,165,"control","control_1991-2000",35.38033333,-106.4990556,"mono.gyrof","0"
"956","MSB:Fish:315",1949,7,28,"MSB 315-3","JAR11521F","JG","KL","07-15-2025",NA,33,27,445,"impact","impact_1941-1950",35.188761,-106.64706,"mono.gyrof","0"
"957","MSB:Fish:315",1949,7,28,"MSB 315-2","JAR11524F","BP","KL","07-15-2025","F",38,30,666,"impact","impact_1941-1950",35.188761,-106.64706,"mono.gyrof","0"
"958","MSB:Fish:315",1949,7,28,"MSB 315-4","JAR11527F","BP","KL","07-15-2025","F",31,24,301,"impact","impact_1941-1950",35.188761,-106.64706,"mono.gyrof","0"
"959","MSB:Fish:315",1949,7,28,"MSB 315-1","JAR11522F","JG","BP","07-15-2025",NA,38,31,711,"impact","impact_1941-1950",35.188761,-106.64706,"mono.gyrof","0"
"960","MSB:Fish:315",1949,7,28,"MSB 315-5","JAR11544F","JG","EO","07-15-2025","F",35,28,417,"impact","impact_1941-1950",35.188761,-106.64706,"mono.gyrof","0"
"961","MSB:Fish:324",1950,10,18,"MSB 324-2","JAR11336F","BP","KL","07-10-2025","F",45,36,1097,"control","control_1941-1950",35.229809,-106.616288,"mono.gyrof","0"
"962","MSB:Fish:324",1950,10,18,"MSB 324-1","JAR11335F","JG","KL","07-10-2025","F",39,33,691,"control","control_1941-1950",35.229809,-106.616288,"mono.gyrof","0"
"963","MSB:Fish:324",1950,10,18,"MSB 324-5","JAR11339F","BP","KL","07-10-2025","F",39,31,754,"control","control_1941-1950",35.229809,-106.616288,"mono.gyrof","0"
"964","MSB:Fish:324",1950,10,18,"MSB 324-4","JAR11338F","BP","GC","07-10-2025",NA,46,36,1172,"control","control_1941-1950",35.229809,-106.616288,"mono.gyrof","0"
"965","MSB:Fish:324",1950,10,18,"MSB 324-3","JAR11337F","BP","GC","07-10-2025",NA,49,39,1841,"control","control_1941-1950",35.229809,-106.616288,"mono.gyrof","0"
"966","MSB:Fish:326",1949,7,21,"MSB 326-5","JAR8924F","EO","JG","07-09-2025","F",38,32,628,"impact","impact_1941-1950",35.210652,-106.627124,"mono.gyrof","0"
"967","MSB:Fish:326",1949,7,21,"MSB 326-4","JAR8933F","EO","KL","07-09-2025","F",33,27,421,"impact","impact_1941-1950",35.210652,-106.627124,"mono.gyrof","0"
"968","MSB:Fish:326",1949,7,21,"MSB 326-3","JAR8931F","KL","KL","07-09-2025",NA,36,30,581,"impact","impact_1941-1950",35.210652,-106.627124,"mono.gyrof","0"
"969","MSB:Fish:326",1949,7,21,"MSB 326-2","JAR8926F","KL","GC","07-09-2025","F",34,28,560,"impact","impact_1941-1950",35.210652,-106.627124,"mono.gyrof","0"
"970","MSB:Fish:326",1949,7,21,"MSB 326-1","JAR8922F","KL","KL","07-09-2025","F",33,27,355,"impact","impact_1941-1950",35.210652,-106.627124,"mono.gyrof","0"
"971","MSB:Fish:327",1942,2,28,"MSB 327-1","JAR8840F","EO","GC","07-08-2025","F",45,36,927,"control","control_1941-1950",35.37417,-106.49278,"mono.gyrof","0"
"972","MSB:Fish:327",1942,2,28,"MSB 327-4","JAR8842F","EO","GC","07-08-2025",NA,32,25,257,"control","control_1941-1950",35.37417,-106.49278,"mono.gyrof","0"
"973","MSB:Fish:327",1942,2,28,"MSB 327-3","JAR8846F","BP","GC","07-08-2025","F",45,36,910,"control","control_1941-1950",35.37417,-106.49278,"mono.gyrof","0"
"974","MSB:Fish:327",1942,2,28,"MSB 327-2","JAR8903F","EO","JG","07-08-2025",NA,47,38,1118,"control","control_1941-1950",35.37417,-106.49278,"mono.gyrof","0"
"975","MSB:Fish:327",1942,2,28,"MSB 327-5","JAR8844F","BP","GC","07-08-2025","F",25,20,131,"control","control_1941-1950",35.37417,-106.49278,"mono.gyrof","0"
"976","MSB:Fish:330",1949,11,5,"MSB 330-1","JAR11350F","EO","JG","07-10-2025",NA,45,36,982,"control","control_1941-1950",35.211994,-106.631125,"mono.gyrof","0"
"977","MSB:Fish:330",1949,11,5,"MSB 330-3","JAR11356F","EO","GC","07-10-2025",NA,29,23,241,"control","control_1941-1950",35.211994,-106.631125,"mono.gyrof","0"
"978","MSB:Fish:330",1949,11,5,"MSB 330-4","JAR11353F","JG","BP","07-10-2025",NA,32,26,276,"control","control_1941-1950",35.211994,-106.631125,"mono.gyrof","0"
"979","MSB:Fish:330",1949,11,5,"MSB 330-5","JAR11369F","JG","EO","07-10-2025","F",26,22,195,"control","control_1941-1950",35.211994,-106.631125,"mono.gyrof","0"
"980","MSB:Fish:330",1949,11,5,"MSB 330-2","JAR11347F","JG","BP","07-10-2025",NA,34,28,374,"control","control_1941-1950",35.211994,-106.631125,"mono.gyrof","0"
"981","MSB:Fish:334",1952,5,3,"MSB 334-1","JAR11113F","BP","KL","07-16-2025",NA,33,26,309,"control","control_1951-1960",35.302146,-106.571551,"mono.gyrof","0"
"982","MSB:Fish:334",1952,5,3,"MSB 334-3","JAR11107F","BP","JG","07-16-2025",NA,30,24,217,"control","control_1951-1960",35.302146,-106.571551,"mono.gyrof","0"
"983","MSB:Fish:334",1952,5,3,"MSB 334-5","JAR11108F","BP","GC","07-16-2025",NA,27,22,179,"control","control_1951-1960",35.302146,-106.571551,"mono.gyrof","0"
"984","MSB:Fish:334",1952,5,3,"MSB 334-4","JAR11116F","BP","EO","07-16-2025","F",30,23,233,"control","control_1951-1960",35.302146,-106.571551,"mono.gyrof","0"
"985","MSB:Fish:334",1952,5,3,"MSB 334-2","JAR11110F","BP","EO","07-16-2025","F",31,25,293,"control","control_1951-1960",35.302146,-106.571551,"mono.gyrof","0"
"986","MSB:Fish:3391",1965,5,18,"MSB 3391-1","JAR11370F","EO","KL","07-10-2025","F",41,35,794,"control","control_1961-1970",35.383813,-106.481,"mono.gyrof","0"
"987","MSB:Fish:3391",1965,5,18,"MSB 3391-2","JAR11366F","EO","GC","07-10-2025","M",28,23,188,"control","control_1961-1970",35.383813,-106.481,"mono.gyrof","0"
"988","MSB:Fish:3391",1965,5,18,"MSB 3391-5","JAR11367F","EO","JG","07-10-2025","F",35,28,522,"control","control_1961-1970",35.383813,-106.481,"mono.gyrof","0"
"989","MSB:Fish:3391",1965,5,18,"MSB 3391-4","JAR11364F","EO","KL","07-10-2025",NA,33,27,348,"control","control_1961-1970",35.383813,-106.481,"mono.gyrof","0"
"990","MSB:Fish:3391",1965,5,18,"MSB 3391-3","JAR11363F","EO","EO","07-10-2025","F",31,26,296,"control","control_1961-1970",35.383813,-106.481,"mono.gyrof","0"
"991","MSB:Fish:3421",1972,6,19,"MSB 3421-1","JAR11296F","EO","KL","07-14-2025","F",36,29,612,"control","control_1971-1980",35.249718,-106.603396,"mono.gyrof","0"
"992","MSB:Fish:3421",1972,6,19,"MSB 3421-4","JAR11294F","EO","KL","07-14-2025","F",40,33,736,"control","control_1971-1980",35.249718,-106.603396,"mono.gyrof","0"
"993","MSB:Fish:3421",1972,6,19,"MSB 3421-2","JAR11288F","EO","KL","07-14-2025","F",46,37,1270,"control","control_1971-1980",35.249718,-106.603396,"mono.gyrof","0"
"994","MSB:Fish:3421",1972,6,19,"MSB 3421-5","JAR11293F","EO","KL","07-14-2025","F",44,36,1076,"control","control_1971-1980",35.249718,-106.603396,"mono.gyrof","0"
"995","MSB:Fish:3421",1972,6,19,"MSB 3421-3","JAR11291F","EO","KL","07-14-2025","F",42,35,996,"control","control_1971-1980",35.249718,-106.603396,"mono.gyrof","0"
"996","MSB:Fish:365",1947,9,27,"MSB 365-1","JAR11529F","JG","JG","07-15-2025",NA,39,33,608,"control","control_1941-1950",35.321576,-106.555389,"mono.gyrof","0"
"997","MSB:Fish:365",1947,9,27,"MSB 365-5","JAR11531F","JG","JG","07-15-2025",NA,32,25,251,"control","control_1941-1950",35.321576,-106.555389,"mono.gyrof","0"
"998","MSB:Fish:365",1947,9,27,"MSB 365-2","JAR11532F","BP","KL","07-15-2025","F",38,29,390,"control","control_1941-1950",35.321576,-106.555389,"mono.gyrof","0"
"999","MSB:Fish:365",1947,9,27,"MSB 365-3","JAR11526F","JG","KL","07-15-2025","F",37,29,507,"control","control_1941-1950",35.321576,-106.555389,"mono.gyrof","0"
"1000","MSB:Fish:365",1947,9,27,"MSB 365-4","JAR11523F","BP","KL","07-15-2025",NA,38,30,356,"control","control_1941-1950",35.321576,-106.555389,"mono.gyrof","0"
"1001","MSB:Fish:38942",1997,7,5,"MSB 38942-5","JAR11115F","EO","GC","07-17-2025","F",41,32,883,"control","control_1991-2000",35.28302778,-106.5981389,"mono.gyrof","0"
"1002","MSB:Fish:38942",1997,7,5,"MSB 38942-1","JAR11120F","EO","GC","07-17-2025","F",50,42,2039,"control","control_1991-2000",35.28302778,-106.5981389,"mono.gyrof","0"
"1003","MSB:Fish:38942",1997,7,5,"MSB 38942-2","JAR11119F","EO","KL","07-17-2025","F",47,39,1803,"control","control_1991-2000",35.28302778,-106.5981389,"mono.gyrof","0"
"1004","MSB:Fish:38942",1997,7,5,"MSB 38942-3","JAR11121F","EO","KL","07-17-2025","F",45,38,1685,"control","control_1991-2000",35.28302778,-106.5981389,"mono.gyrof","0"
"1005","MSB:Fish:38942",1997,7,5,"MSB 38942-4","JAR11118F","EO","KL","07-17-2025","F",46,38,1451,"control","control_1991-2000",35.28302778,-106.5981389,"mono.gyrof","0"
"1006","MSB:Fish:39100",1997,10,15,"MSB 39100-1","JAR11577F","BP","JG","07-17-2025",NA,34,26,374,"control","control_1991-2000",35.322164,-106.557448,"mono.gyrof","0"
