"","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","FishBarcode","Dissector","Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","cope.imler","cope.lern","mono.dact","mono.gyro","myxo.b","nem.cl","nem.unk","trem.b","trem.d","trem.diplo","trem.dlum","trem.em","trem.fim","trem.gold","trem.l","trem.meta.unk","trem.ridge"
"108","MSB:Fish:3966",1977,9,28,"MSB 3966-1","JAR8888F","JG","KL","07-02-2025",NA,55,44,1530,"impact","impact_1971-1980",35.134883,-106.690838,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0
"109","MSB:Fish:3966",1977,9,28,"MSB 3966-4","JAR8885F","JG","GC","07-02-2025",NA,57,47,2076,"impact","impact_1971-1980",35.134883,-106.690838,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"110","MSB:Fish:3966",1977,9,28,"MSB 3966-2","JAR8892F","JG","CW","07-02-2025",NA,38,30,477,"impact","impact_1971-1980",35.134883,-106.690838,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"111","MSB:Fish:4096",1978,9,5,"MSB 4096-1","JAR8718F","BP","KL","06-24-2025",NA,44,36,1043,"impact","impact_1971-1980",35.10625,-106.692633,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"112","MSB:Fish:4096",1978,9,5,"MSB 4096-5","JAR8715F","BP","KL","06-24-2025",NA,41,33,774,"impact","impact_1971-1980",35.10625,-106.692633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","MSB:Fish:4096",1978,9,5,"MSB 4096-3","JAR8713F","BP","EO CW","06-24-2025",FALSE,49,39,1118,"impact","impact_1971-1980",35.10625,-106.692633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","MSB:Fish:4096",1978,9,5,"MSB 4096-4","JAR8717F","EO","CW","06-24-2025",NA,45,35,856,"impact","impact_1971-1980",35.10625,-106.692633,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0
"115","MSB:Fish:4096",1978,9,5,"MSB 4096-2","JAR8711F","EO","CW","06-24-2025",NA,44,34,903,"impact","impact_1971-1980",35.10625,-106.692633,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"116","MSB:Fish:4161",1977,8,5,"MSB 4161-3","JAR8700F","BP","CW","06-24-2025",NA,39,29,511,"impact","impact_1971-1980",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"117","MSB:Fish:4161",1977,8,5,"MSB 4161-4","JAR8702F","JG","CLW","06-24-2025",NA,41,31,632,"impact","impact_1971-1980",34.905272,-106.685564,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0,0,5
"118","MSB:Fish:4161",1977,8,5,"MSB 4161-5","JAR8703F","JG","CLW","06-24-2025",NA,36,29,444,"impact","impact_1971-1980",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
"119","MSB:Fish:4161",1977,8,5,"MSB 4161-1","JAR8696F","JG","KL","06-24-2025",NA,53,43,1166,"impact","impact_1971-1980",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0
"120","MSB:Fish:4161",1977,8,5,"MSB 4161-2","JAR8698F","JG","JG KL","06-24-2025",NA,44,35,753,"impact","impact_1971-1980",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,1
"121","MSB:Fish:4206",1978,9,8,"MSB 4206-3","JAR8847F","EO","KL","07-01-2025",NA,39,30,567,"control","control_1971-1980",35.256141,-106.596281,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"122","MSB:Fish:4206",1978,9,8,"MSB 4206-1","JAR8848F","EO","JG KL","07-01-2025",NA,43,33,739,"control","control_1971-1980",35.256141,-106.596281,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
"123","MSB:Fish:4206",1978,9,8,"MSB 4206-4","JAR8852F","EO","GC","07-01-2025",NA,37,29,503,"control","control_1971-1980",35.256141,-106.596281,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"124","MSB:Fish:4206",1978,9,8,"MSB 4206-2","JAR8850F","EO","CW","07-01-2025",NA,40,31,665,"control","control_1971-1980",35.256141,-106.596281,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"125","MSB:Fish:4206",1978,9,8,"MSB 4206-5","JAR8854F","EO","JG KL","07-01-2025",NA,36,29,433,"control","control_1971-1980",35.256141,-106.596281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"126","MSB:Fish:43490",1999,10,11,"MSB 43490-1","JAR8745F","BP","CW","06-26-2025",NA,72,57,3244,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","MSB:Fish:43490",1999,10,11,"MSB 43490-3","JAR8749F","BP","CLW","06-26-2025",FALSE,61,49,2200,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","MSB:Fish:43490",1999,10,11,"MSB 43490-5","JAR8746F","BP","CLW","06-26-2025",FALSE,60,51,2094,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"129","MSB:Fish:43490",1999,10,11,"MSB 43490-2","JAR8747F","JG","CLW","06-26-2025",NA,61,55,2713,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","MSB:Fish:43490",1999,10,11,"MSB 43490-4","JAR8744F","JG","EO CLW","06-26-2025",FALSE,67,54,2031,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"131","MSB:Fish:4384",1978,9,23,"MSB 4384-3","JAR8748F","BP","KL","06-30-2025",FALSE,55,44,1919,"impact","impact_1971-1980",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","MSB:Fish:4384",1978,9,23,"MSB 4384-4","JAR8752F","EO","GC","06-30-2025",NA,63,49,2458,"impact","impact_1971-1980",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
"133","MSB:Fish:4384",1978,9,23,"MSB 4384-2","JAR8757F","EO","CW","06-30-2025",NA,64,49,2390,"impact","impact_1971-1980",34.905272,-106.685564,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"134","MSB:Fish:4384",1978,9,23,"MSB 4384-1","JAR8750F","BP","CW","06-30-2025",NA,67,55,3024,"impact","impact_1971-1980",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"135","MSB:Fish:4384",1978,9,23,"MSB 4384-5","JAR8756F","BP","KL","06-30-2025",NA,63,51,2594,"impact","impact_1971-1980",34.905272,-106.685564,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,1
"136","MSB:Fish:4423",1978,8,3,"MSB 4423-4","JAR8724F","BP","KL","06-30-2025",NA,44,36,880,"impact","impact_1971-1980",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"137","MSB:Fish:4423",1978,8,3,"MSB 4423-1","JAR8758F","EO","GC","06-30-2025",NA,46,37,1128,"impact","impact_1971-1980",34.905272,-106.685564,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
"138","MSB:Fish:4423",1978,8,3,"MSB 4423-2","JAR8754F","BP","CW","06-30-2025",NA,49,38,1164,"impact","impact_1971-1980",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"139","MSB:Fish:4423",1978,8,3,"MSB 4423-5","JAR8751F","EO","CW","06-30-2025",NA,42,33,832,"impact","impact_1971-1980",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"140","MSB:Fish:4423",1978,8,3,"MSB 4423-3","JAR8726F","EO","KL","06-30-2025",NA,47,37,1155,"impact","impact_1971-1980",34.905272,-106.685564,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,2
"141","MSB:Fish:4432",1978,9,8,"MSB 4432-3","JAR8727F","BP","CW","06-30-2025",NA,39,31,570,"control","control_1971-1980",35.239638,-106.587548,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
"142","MSB:Fish:4432",1978,9,8,"MSB 4432-1","JAR8759F","BP","JG","06-30-2025",NA,39,30,568,"control","control_1971-1980",35.239638,-106.587548,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
"143","MSB:Fish:4432",1978,9,8,"MSB 4432-5","JAR8753F","BP","JG GC","06-30-2025",NA,35,26,360,"control","control_1971-1980",35.239638,-106.587548,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"144","MSB:Fish:4432",1978,9,8,"MSB 4432-4","JAR8729F","EO","CW","06-30-2025",NA,39,29,548,"control","control_1971-1980",35.239638,-106.587548,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"145","MSB:Fish:4432",1978,9,8,"MSB 4432-2","JAR8722F","EO","EO GC","06-30-2025",NA,52,42,1431,"control","control_1971-1980",35.239638,-106.587548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"146","MSB:Fish:4487",1978,9,29,"MSB 4487-1","JAR8887F","EO","GC","07-03-2025",NA,47,37,1143,"control","control_1971-1980",35.383856,-106.490929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","MSB:Fish:4487",1978,9,29,"MSB 4487-5","JAR8890F","EO","JG GC","07-03-2025",NA,38,30,543,"control","control_1971-1980",35.383856,-106.490929,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"148","MSB:Fish:4487",1978,9,29,"MSB 4487-3","JAR8889F","EO","KL","07-03-2025",NA,46,35,1166,"control","control_1971-1980",35.383856,-106.490929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","MSB:Fish:4487",1978,9,29,"MSB 4487-4","JAR8891F","BP","GC","07-03-2025",NA,36,27,481,"control","control_1971-1980",35.383856,-106.490929,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"150","MSB:Fish:4487",1978,9,29,"MSB 4487-2","JAR8893F","BP","GC","07-03-2025",NA,49,38,1354,"control","control_1971-1980",35.383856,-106.490929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","MSB:Fish:4984",1978,9,5,"MSB 4984-3","JAR8640F","EO","CLW","06-23-2025",NA,38,29,504,"impact","impact_1971-1980",35.196977,-106.642444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"152","MSB:Fish:4984",1978,9,5,"MSB 4984-4","JAR8642F","JG","KL","06-23-2025",NA,32,25,338,"impact","impact_1971-1980",35.196977,-106.642444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"153","MSB:Fish:4984",1978,9,5,"MSB 4984-5","JAR8644F","BP","CW","06-23-2025",NA,32,24,341,"impact","impact_1971-1980",35.196977,-106.642444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"154","MSB:Fish:4984",1978,9,5,"MSB 4984-2","JAR8662F","BP","CLW","06-23-2025",NA,38,30,541,"impact","impact_1971-1980",35.196977,-106.642444,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"155","MSB:Fish:4984",1978,9,5,"MSB 4984-1","JAR8660F","EO","CLW","06-23-2025",NA,39,30,621,"impact","impact_1971-1980",35.196977,-106.642444,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"156","MSB:Fish:4987",1977,7,6,"MSB 4987-5","JAR8788F","JG","GC","07-01-2025",NA,40,33,672,"control","control_1971-1980",35.232431,-106.594272,0,0,0,0,6,0,0,0,0,27,0,0,0,0,0,0,0
"157","MSB:Fish:4987",1977,7,6,"MSB 4987-1","JAR8849F","JG","KL","07-01-2025",NA,52,40,1450,"control","control_1971-1980",35.232431,-106.594272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"158","MSB:Fish:4987",1977,7,6,"MSB 4987-3","JAR8851F","JG","KL","07-01-2025",NA,47,37,1297,"control","control_1971-1980",35.232431,-106.594272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","MSB:Fish:4987",1977,7,6,"MSB 4987-2","JAR8790F","EO","JG KL","07-01-2025",NA,54,44,1436,"control","control_1971-1980",35.232431,-106.594272,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","MSB:Fish:4987",1977,7,6,"MSB 4987-4","JAR8853F","EO","BP","07-01-2025",NA,47,37,1163,"control","control_1971-1980",35.232431,-106.594272,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
"161","MSB:Fish:49970",1994,5,5,"MSB 49970-1","JAR8641F","EO","CLW","06-20-2025",NA,66,52,2386,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","MSB:Fish:49970",1994,5,5,"MSB 49970-5","JAR8646F","EO","EO KL","06-20-2025",NA,64,51,2231,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"163","MSB:Fish:49970",1994,5,5,"MSB 49970-3","JAR8645F","EO","KL BP CW","06-20-2025",NA,69,55,2817,"control","control_1991-2000",35.28302778,-106.5981389,1,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0
"164","MSB:Fish:49970",1994,5,5,"MSB 49970-4","JAR8648F","JG","KL","06-20-2025",FALSE,65,53,2749,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","MSB:Fish:49970",1994,5,5,"MSB 49970-2","JAR8643F","JG","CW JG","06-20-2025",NA,63,52,2230,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"166","MSB:Fish:5263",1986,8,12,"MSB 5263-1","JAR8856F","BP","GC","07-02-2025",NA,36,29,497,"control","control_1981-1990",35.28302778,-106.5981389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","MSB:Fish:5263",1986,8,12,"MSB 5263-4","JAR8857F","BP","KL","07-02-2025",NA,35,27,407,"control","control_1981-1990",35.28302778,-106.5981389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","MSB:Fish:5263",1986,8,12,"MSB 5263-2","JAR8861F","BP","CW","07-02-2025",NA,36,29,462,"control","control_1981-1990",35.28302778,-106.5981389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","MSB:Fish:5263",1986,8,12,"MSB 5263-3","JAR8855F","BP","CW","07-02-2025",NA,35,31,653,"control","control_1981-1990",35.28302778,-106.5981389,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"170","MSB:Fish:5263",1986,8,12,"MSB 5263-5","JAR8859F","BP","BP EO","07-02-2025",NA,36,29,444,"control","control_1981-1990",35.28302778,-106.5981389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"171","MSB:Fish:5814",1987,9,10,"MSB 5814-1","JAR8631F","KL","KL","06-16-2025",NA,66,52,2223,"impact","impact_1981-1990",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","MSB:Fish:5814",1987,9,10,"MSB 5814-2","JAR8634F","JG","CW","06-17-2025",NA,55,47,1856,"impact","impact_1981-1990",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","MSB:Fish:5814",1987,9,10,"MSB 5814-3","JAR8630F","EO","CLW CW","06-18-2025",NA,67,52,2759,"impact","impact_1981-1990",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"174","MSB:Fish:5814",1987,9,10,"MSB 5814-5","JAR8636F","JG","KL","06-19-2025",NA,85,68,5700,"impact","impact_1981-1990",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","MSB:Fish:5814",1987,9,10,"MSB 5814-4","JAR8633F","EO","KL","06-16-2025",NA,52,41,1282,"impact","impact_1981-1990",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"176","MSB:Fish:5825",1987,9,10,"MSB 5825-4","JAR8663F","BP","EO CW","06-18-2025",NA,63,49,2591,"impact","impact_1981-1990",34.875039,-106.717581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","MSB:Fish:5825",1987,9,10,"MSB 5825-3","JAR8661F","BP","CLW KL","06-18-2025",NA,77,62,4671,"impact","impact_1981-1990",34.875039,-106.717581,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"178","MSB:Fish:5825",1987,9,10,"MSB 5825-5","JAR8639F","BP","CW","06-18-2025",NA,52,42,1542,"impact","impact_1981-1990",34.875039,-106.717581,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"179","MSB:Fish:5825",1987,9,10,"MSB 5825-2","JAR8659F","BP","CW","06-18-2025",NA,54,42,1606,"impact","impact_1981-1990",34.875039,-106.717581,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"180","MSB:Fish:5825",1987,9,10,"MSB 5825-1","JAR8657F","BP","BP KL","06-18-2025",FALSE,59,47,2305,"impact","impact_1981-1990",34.875039,-106.717581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","MSB:Fish:68463",1984,8,15,"MSB 68463-1","JAR8864F","BP","GC","07-02-2025",NA,37,30,505,"impact","impact_1981-1990",35.089293,-106.680842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","MSB:Fish:68463",1984,8,15,"MSB 68463-4","JAR8870F","BP","CW","07-02-2025",NA,42,34,485,"impact","impact_1981-1990",35.089293,-106.680842,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"183","MSB:Fish:68463",1984,8,15,"MSB 68463-3","JAR8868F","BP","CW","07-02-2025",NA,36,27,313,"impact","impact_1981-1990",35.089293,-106.680842,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"184","MSB:Fish:68463",1984,8,15,"MSB 68463-5","JAR8860F","BP","GC","07-02-2025",NA,35,27,398,"impact","impact_1981-1990",35.089293,-106.680842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","MSB:Fish:68463",1984,8,15,"MSB 68463-2","JAR8866F","BP","CW","07-02-2025",NA,48,37,950,"impact","impact_1981-1990",35.089293,-106.680842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","MSB:Fish:68501",1984,8,15,"MSB 68501-4","JAR8787F","JG","CW","07-01-2025",NA,79,64,4731,"control","control_1981-1990",35.225523,-106.597651,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"187","MSB:Fish:68501",1984,8,15,"MSB 68501-3","JAR8785F","JG","KL","07-01-2025",NA,36,29,472,"control","control_1981-1990",35.225523,-106.597651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","MSB:Fish:68501",1984,8,15,"MSB 68501-5","JAR8789F","JG","CW","07-01-2025",NA,72,60,3973,"control","control_1981-1990",35.225523,-106.597651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","MSB:Fish:68501",1984,8,15,"MSB 68501-2","JAR8783F","JG","KL","07-01-2025",NA,37,29,513,"control","control_1981-1990",35.225523,-106.597651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190","MSB:Fish:68501",1984,8,15,"MSB 68501-1","JAR8786F","JG","GC","07-01-2025",NA,35,26,349,"control","control_1981-1990",35.225523,-106.597651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","MSB:Fish:68513",1984,8,16,"MSB 68513-4","JAR8896F","EO","CW","07-03-2025",NA,41,32,638,"control","control_1981-1990",35.211416,-106.612833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","MSB:Fish:68513",1984,8,16,"MSB 68513-2","JAR8897F","EO","KL","07-03-2025",NA,47,36,941,"control","control_1981-1990",35.211416,-106.612833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","MSB:Fish:68513",1984,8,16,"MSB 68513-1","JAR8895F","BP","GC","07-03-2025",NA,44,34,769,"control","control_1981-1990",35.211416,-106.612833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","MSB:Fish:68513",1984,8,16,"MSB 68513-5","JAR8901F","EO","BP","07-03-2025",NA,40,31,606,"control","control_1981-1990",35.211416,-106.612833,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"195","MSB:Fish:68513",1984,8,16,"MSB 68513-3","JAR8899F","BP","CW","07-03-2025",NA,37,27,397,"control","control_1981-1990",35.211416,-106.612833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196","MSB:Fish:68528",1984,8,16,"MSB 68528-1","JAR8731F","EO","KL","06-25-2025",NA,69,55,3206,"control","control_1981-1990",35.322164,-106.557448,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
"197","MSB:Fish:68528",1984,8,16,"MSB 68528-5","JAR8733F","BP","CLW","06-25-2025",NA,47,37,1014,"control","control_1981-1990",35.322164,-106.557448,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","MSB:Fish:68528",1984,8,16,"MSB 68528-2","JAR8728F","EO","KL","06-25-2025",FALSE,72,57,2986,"control","control_1981-1990",35.322164,-106.557448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","MSB:Fish:68528",1984,8,16,"MSB 68528-3","JAR8732F","BP","JG CW","06-25-2025",NA,67,53,2767,"control","control_1981-1990",35.322164,-106.557448,0,0,0,0,0,0,0,0,0,7,0,NA,0,0,0,0,0
"200","MSB:Fish:68528",1984,8,16,"MSB 68528-4","JAR8730F","EO","KL","06-25-2025",NA,68,55,2391,"control","control_1981-1990",35.322164,-106.557448,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"201","MSB:Fish:7593",1988,5,25,"MSB 7593-2","JAR8705F","EO","JG CW","06-24-2025",NA,64,50,2324,"impact","impact_1981-1990",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","MSB:Fish:7593",1988,5,25,"MSB 7593-5","JAR8709F","BP","BP CLW","06-24-2025",NA,62,51,2400,"impact","impact_1981-1990",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","MSB:Fish:7593",1988,5,25,"MSB 7593-4","JAR8707F","EO","BP KL","06-24-2025",FALSE,61,48,1922,"impact","impact_1981-1990",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"204","MSB:Fish:7593",1988,5,25,"MSB 7593-3","JAR8706F","BP","BP KL","06-24-2025",FALSE,58,45,2248,"impact","impact_1981-1990",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0
"205","MSB:Fish:7593",1988,5,25,"MSB 7593-1","JAR8704F","BP","KL","06-24-2025",FALSE,64,50,3600,"impact","impact_1981-1990",34.905272,-106.685564,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"206","MSB:Fish:7788",1988,5,25,"MSB 7788-2","JAR8769F","BP","KL","06-30-2025",NA,69,53,2804,"control","control_1981-1990",35.322164,-106.557448,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","MSB:Fish:7788",1988,5,25,"MSB 7788-4","JAR8764F","BP","BP","06-30-2025",NA,56,45,1819,"control","control_1981-1990",35.322164,-106.557448,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"208","MSB:Fish:7788",1988,5,25,"MSB 7788-3","JAR8767F","EO","KL","06-30-2025",NA,69,55,3017,"control","control_1981-1990",35.322164,-106.557448,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"209","MSB:Fish:7788",1988,5,25,"MSB 7788-1","JAR8763F","EO","KL","06-30-2025",NA,64,51,2418,"control","control_1981-1990",35.322164,-106.557448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","MSB:Fish:7788",1988,5,25,"MSB 7788-5","JAR8762F","EO","KL","06-30-2025",NA,60,47,2139,"control","control_1981-1990",35.322164,-106.557448,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
