"","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","FishBarcode","Dissector","Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","crus.d","crus.lersp","mono.gyrof","mono.salsp","mono.ss","trem.dips","trem.iz","trem.unk","nem.larv","nem.l","nem.myst","acanth.spk","cest.botsp","myxo.myxid","myxo.g"
"104","MSB:Fish:18799",1993,8,12,"MSB 18799-3","JAR11580","BP","EO","07-17-2025","F",36,28,509,"control","control_1991-2000",35.280904,-106.597587,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0
"105","MSB:Fish:18799",1993,8,12,"MSB 18799-1","JAR11581F","BP","KL","07-17-2025","M",29,23,249,"control","control_1991-2000",35.280904,-106.597587,0,0,0,4,4,0,0,0,0,0,0,0,0,"0",0
"106","MSB:Fish:19155",1993,8,4,"MSB 19155-1","JAR11020F","KL","KL","07-23-2025","F",38,30,585,"impact","impact_1991-2000",35.017503,-106.672569,0,0,0,10,0,0,0,0,0,0,0,0,0,"0",0
"107","MSB:Fish:19155",1993,8,4,"MSB 19155-2","JAR11021F","KL","KL","07-23-2025","F",34,28,495,"impact","impact_1991-2000",35.017503,-106.672569,0,0,0,12,0,0,0,0,0,0,0,0,0,NA,0
"108","MSB:Fish:19155",1993,8,4,"MSB 19155-3","JAR11022F","KL","KL","07-23-2025","F",31,26,355,"impact","impact_1991-2000",35.017503,-106.672569,0,0,0,4,0,0,0,0,0,0,0,0,0,"1",0
"109","MSB:Fish:19155",1993,8,4,"MSB 19155-5","JAR11012F","KL","KL","07-23-2025","F",38,32,697,"impact","impact_1991-2000",35.017503,-106.672569,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0
"110","MSB:Fish:19155",1993,8,4,"MSB 19155-4","JAR11027F","KL","KL","07-23-2025","F",34,28,NA,"impact","impact_1991-2000",35.017503,-106.672569,0,0,0,6,0,0,0,0,0,0,0,0,0,"0",0
"111","MSB:Fish:19170",1993,8,4,"MSB 19170-3","JAR8800F","BP","BP GC","07-07-2025","F",34,26,421,"impact","impact_1991-2000",35.008358,-106.678909,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"112","MSB:Fish:19170",1993,8,4,"MSB 19170-5","JAR8798F","EO","JG","07-07-2025","F",32,25,353,"impact","impact_1991-2000",35.008358,-106.678909,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"113","MSB:Fish:19170",1993,8,4,"MSB 19170-1","JAR8802F","BP","GC","07-07-2025","F",31,24,355,"impact","impact_1991-2000",35.008358,-106.678909,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"114","MSB:Fish:19170",1993,8,4,"MSB 19170-4","JAR8799F","EO","BP","07-07-2025","F",34,27,460,"impact","impact_1991-2000",35.008358,-106.678909,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"115","MSB:Fish:19170",1993,8,4,"MSB 19170-2","JAR8801F","EO","BP KL","07-07-2025",NA,35,27,481,"impact","impact_1991-2000",35.008358,-106.678909,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"116","MSB:Fish:2795",1969,4,2,"MSB 2795-4","JAR8920F","BP","KL","07-09-2025","F",29,24,236,"control","control_1961-1970",35.253452,-106.592892,0,0,0,6,0,0,0,0,0,0,0,0,0,"0",0
"117","MSB:Fish:2795",1969,4,2,"MSB 2795-5","JAR8919F","BP","JG","07-09-2025",NA,25,19,105,"control","control_1961-1970",35.253452,-106.592892,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"118","MSB:Fish:2795",1969,4,2,"MSB 2795-2","JAR8925F","BP","GC","07-09-2025",NA,31,24,325,"control","control_1961-1970",35.253452,-106.592892,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0
"119","MSB:Fish:2795",1969,4,2,"MSB 2795-1","JAR8932F","BP","JG","07-09-2025",NA,45,35,820,"control","control_1961-1970",35.253452,-106.592892,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"120","MSB:Fish:2795",1969,4,2,"MSB 2795-3","JAR8921F","BP","GC","07-09-2025",NA,46,37,885,"control","control_1961-1970",35.253452,-106.592892,0,0,0,4,0,0,0,0,0,0,0,0,0,"0",0
"121","MSB:Fish:280",1949,10,28,"MSB 280-3","JAR8830F","BP","EO","07-08-2025","F",28,20,184,"impact","impact_1941-1950",35.155761,-106.655157,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"122","MSB:Fish:280",1949,10,28,"MSB 280-4","JAR8828F","JG","JG","07-08-2025",NA,43,35,824,"impact","impact_1941-1950",35.155761,-106.655157,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"123","MSB:Fish:280",1949,10,28,"MSB 280-1","JAR8833F","BP","BP","07-08-2025",NA,33,26,379,"impact","impact_1941-1950",35.155761,-106.655157,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"124","MSB:Fish:280",1949,10,28,"MSB 280-5","JAR8826F","JG","JG","07-08-2025",NA,28,23,238,"impact","impact_1941-1950",35.155761,-106.655157,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"125","MSB:Fish:280",1949,10,28,"MSB 280-2","JAR8831F","JG","KL","07-08-2025","F",42,33,733,"impact","impact_1941-1950",35.155761,-106.655157,0,0,0,0,6,0,0,0,0,0,0,0,0,"0",0
"126","MSB:Fish:285",1961,2,17,"MSB 285-3","JAR11528F","EO","KL","07-15-2025","F",42,34,741,"impact","impact_1961-1970",35.051774,-106.671997,0,0,0,0,8,0,0,0,0,0,0,0,0,NA,0
"127","MSB:Fish:285",1961,2,17,"MSB 285-2","JAR11525F","BP","GC","07-15-2025",NA,32,25,318,"impact","impact_1961-1970",35.051774,-106.671997,0,0,0,16,0,0,0,0,0,0,0,0,0,NA,0
"128","MSB:Fish:285",1961,2,17,"MSB 285-1","JAR11517F","EO","KL","07-15-2025","F",46,37,1064,"impact","impact_1961-1970",35.051774,-106.671997,0,0,0,18,0,0,0,0,0,0,0,0,0,"0",0
"129","MSB:Fish:285",1961,2,17,"MSB 285-4","JAR11530F","BP","KL","07-15-2025","F",34,26,419,"impact","impact_1961-1970",35.051774,-106.671997,1,0,4,14,0,0,0,0,0,0,0,0,0,"0",0
"130","MSB:Fish:285",1961,2,17,"MSB 285-5","JAR11520F","EO","EO","07-15-2025","F",29,23,224,"impact","impact_1961-1970",35.051774,-106.671997,0,0,0,6,0,0,0,0,0,0,0,0,0,"0",0
"131","MSB:Fish:288",1949,12,3,"MSB 288-1","JAR11272F","BP","GC","07-11-2025","F",41,32,695,"impact","impact_1941-1950",35.068939,-106.663683,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0
"132","MSB:Fish:288",1949,12,3,"MSB 288-4","JAR11269F","BP","BP","07-11-2025",NA,28,22,247,"impact","impact_1941-1950",35.068939,-106.663683,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"133","MSB:Fish:288",1949,12,3,"MSB 288-5","JAR11268F","EO","EO","07-11-2025","F",35,28,413,"impact","impact_1941-1950",35.068939,-106.663683,0,0,0,2,0,0,0,0,0,0,0,0,0,"0",0
"134","MSB:Fish:288",1949,12,3,"MSB 288-3","JAR11270F","EO","KL","07-11-2025","F",49,40,1240,"impact","impact_1941-1950",35.068939,-106.663683,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,0
"135","MSB:Fish:288",1949,12,3,"MSB 288-2","JAR11271F","BP","BP","07-11-2025",NA,30,27,461,"impact","impact_1941-1950",35.068939,-106.663683,0,0,0,2,0,0,0,0,0,0,0,0,0,"0",0
"136","MSB:Fish:292",1961,2,12,"MSB 292-3","JAR11553F","JG","KL","07-16-2025","M",25,21,138,"control","control_1961-1970",35.408152,-106.470544,0,0,NA,2,2,0,0,0,0,0,0,0,0,NA,0
"137","MSB:Fish:292",1961,2,12,"MSB 292-1","JAR11556F","BP","KL","07-16-2025","M",31,24,273,"control","control_1961-1970",35.408152,-106.470544,0,0,0,4,0,0,2,0,0,0,0,0,0,"0",0
"138","MSB:Fish:292",1961,2,12,"MSB 292-5","JAR11547F","JG","JG","07-16-2025",NA,25,21,167,"control","control_1961-1970",35.408152,-106.470544,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0
"139","MSB:Fish:292",1961,2,12,"MSB 292-4","JAR11550F","BP","KL","07-16-2025","F",33,25,342,"control","control_1961-1970",35.408152,-106.470544,0,0,0,16,2,0,0,0,0,0,0,0,0,"0",0
"140","MSB:Fish:292",1961,2,12,"MSB 292-2","JAR11534F","JG","JG","07-16-2025",NA,25,20,132,"control","control_1961-1970",35.408152,-106.470544,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0
"141","MSB:Fish:305",1949,7,21,"MSB 305-2","JAR8913F","BP","GC","07-09-2025",NA,41,32,810,"impact","impact_1941-1950",35.204443,-106.610046,0,0,0,34,0,0,0,0,0,0,0,0,0,NA,0
"142","MSB:Fish:305",1949,7,21,"MSB 305-3","JAR8915F","BP","KL","07-09-2025","F",39,31,840,"impact","impact_1941-1950",35.204443,-106.610046,0,0,0,60,0,0,0,0,0,0,0,0,0,"0",0
"143","MSB:Fish:305",1949,7,21,"MSB 305-1","JAR8911F","BP","JG","07-09-2025","F",38,30,653,"impact","impact_1941-1950",35.204443,-106.610046,0,0,0,32,0,0,0,0,0,0,0,0,0,"0",0
"144","MSB:Fish:305",1949,7,21,"MSB 305-5","JAR8918F","BP","KL","07-09-2025",NA,41,34,848,"impact","impact_1941-1950",35.204443,-106.610046,0,0,0,42,0,0,0,0,0,0,0,0,0,NA,0
"145","MSB:Fish:305",1949,7,21,"MSB 305-4","JAR8917F","BP","EO","07-09-2025","F",26,21,146,"impact","impact_1941-1950",35.204443,-106.610046,0,0,0,6,0,0,0,0,0,0,0,0,0,"0",0
"146","MSB:Fish:307",1959,2,24,"MSB 307-1","JAR8797F","BP","GC","07-07-2025","F",30,24,257,"impact","impact_1951-1960",34.987044,-106.690293,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"147","MSB:Fish:307",1959,2,24,"MSB 307-2","JAR8796F","JG","KL","07-07-2025","F",31,23,295,"impact","impact_1951-1960",34.987044,-106.690293,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0
"148","MSB:Fish:307",1959,2,24,"MSB 307-5","JAR8793F","JG","GC","07-07-2025",NA,33,24,304,"impact","impact_1951-1960",34.987044,-106.690293,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"149","MSB:Fish:307",1959,2,24,"MSB 307-4","JAR8794F","BP","KL","07-07-2025","F",31,26,296,"impact","impact_1951-1960",34.987044,-106.690293,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"150","MSB:Fish:307",1959,2,24,"MSB 307-3","JAR8795F","BP","KL","07-07-2025",NA,31,25,277,"impact","impact_1951-1960",34.987044,-106.690293,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0
"151","MSB:Fish:30771",1996,10,30,"MSB 30771-3","JAR11025F","KL","KL","07-28-2025",NA,39,32,613,"control","control_1991-2000",35.38033333,-106.4990556,0,0,0,0,2,0,0,0,0,0,0,0,0,"0",0
"152","MSB:Fish:30771",1996,10,30,"MSB 30771-2","JAR11024F","KL","KL","07-28-2025",NA,34,27,361,"control","control_1991-2000",35.38033333,-106.4990556,0,0,0,0,10,0,0,0,0,0,0,0,0,"0",0
"153","MSB:Fish:30771",1996,10,30,"MSB 30771-1","JAR11030F","KL","KL","07-28-2025",NA,27,21,182,"control","control_1991-2000",35.38033333,-106.4990556,0,0,0,0,2,0,0,0,0,0,0,0,0,"0",0
"154","MSB:Fish:30771",1996,10,30,"MSB 30771-5","JAR11033F","KL","KL","07-28-2025","M",30,23,241,"control","control_1991-2000",35.38033333,-106.4990556,0,0,0,0,8,0,0,0,0,0,0,0,0,"0",0
"155","MSB:Fish:30771",1996,10,30,"MSB 30771-4","JAR11028F","KL","KL","07-28-2025",NA,26,20,165,"control","control_1991-2000",35.38033333,-106.4990556,0,0,0,2,0,0,0,0,0,0,0,0,0,"0",0
"156","MSB:Fish:315",1949,7,28,"MSB 315-3","JAR11521F","JG","KL","07-15-2025",NA,33,27,445,"impact","impact_1941-1950",35.188761,-106.64706,0,0,0,2,0,10,0,0,0,0,0,0,0,NA,0
"157","MSB:Fish:315",1949,7,28,"MSB 315-2","JAR11524F","BP","KL","07-15-2025","F",38,30,666,"impact","impact_1941-1950",35.188761,-106.64706,0,0,0,18,0,4,0,0,0,0,0,0,0,"0",0
"158","MSB:Fish:315",1949,7,28,"MSB 315-4","JAR11527F","BP","KL","07-15-2025","F",31,24,301,"impact","impact_1941-1950",35.188761,-106.64706,0,0,0,4,0,10,0,0,0,0,0,0,0,NA,0
"159","MSB:Fish:315",1949,7,28,"MSB 315-1","JAR11522F","JG","BP","07-15-2025",NA,38,31,711,"impact","impact_1941-1950",35.188761,-106.64706,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"160","MSB:Fish:315",1949,7,28,"MSB 315-5","JAR11544F","JG","EO","07-15-2025","F",35,28,417,"impact","impact_1941-1950",35.188761,-106.64706,0,0,0,2,0,2,0,0,0,0,0,0,0,"0",0
"161","MSB:Fish:324",1950,10,18,"MSB 324-2","JAR11336F","BP","KL","07-10-2025","F",45,36,1097,"control","control_1941-1950",35.229809,-106.616288,0,0,0,0,24,0,0,0,0,0,0,0,0,NA,0
"162","MSB:Fish:324",1950,10,18,"MSB 324-1","JAR11335F","JG","KL","07-10-2025","F",39,33,691,"control","control_1941-1950",35.229809,-106.616288,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
"163","MSB:Fish:324",1950,10,18,"MSB 324-5","JAR11339F","BP","KL","07-10-2025","F",39,31,754,"control","control_1941-1950",35.229809,-106.616288,0,0,0,0,8,0,0,0,0,0,0,0,0,"0",0
"164","MSB:Fish:324",1950,10,18,"MSB 324-4","JAR11338F","BP","GC","07-10-2025",NA,46,36,1172,"control","control_1941-1950",35.229809,-106.616288,0,0,0,12,0,0,0,0,0,0,0,0,0,NA,0
"165","MSB:Fish:324",1950,10,18,"MSB 324-3","JAR11337F","BP","GC","07-10-2025",NA,49,39,1841,"control","control_1941-1950",35.229809,-106.616288,0,0,0,10,0,0,0,0,0,0,0,0,0,NA,0
"166","MSB:Fish:326",1949,7,21,"MSB 326-5","JAR8924F","EO","JG","07-09-2025","F",38,32,628,"impact","impact_1941-1950",35.210652,-106.627124,0,0,0,4,0,0,0,0,0,0,0,0,0,"0",0
"167","MSB:Fish:326",1949,7,21,"MSB 326-4","JAR8933F","EO","KL","07-09-2025","F",33,27,421,"impact","impact_1941-1950",35.210652,-106.627124,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0
"168","MSB:Fish:326",1949,7,21,"MSB 326-3","JAR8931F","KL","KL","07-09-2025",NA,36,30,581,"impact","impact_1941-1950",35.210652,-106.627124,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"169","MSB:Fish:326",1949,7,21,"MSB 326-2","JAR8926F","KL","GC","07-09-2025","F",34,28,560,"impact","impact_1941-1950",35.210652,-106.627124,0,0,0,6,0,0,0,0,0,0,0,0,0,NA,0
"170","MSB:Fish:326",1949,7,21,"MSB 326-1","JAR8922F","KL","KL","07-09-2025","F",33,27,355,"impact","impact_1941-1950",35.210652,-106.627124,0,0,0,4,0,0,0,0,0,0,0,0,0,"0",0
"171","MSB:Fish:327",1942,2,28,"MSB 327-1","JAR8840F","EO","GC","07-08-2025","F",45,36,927,"control","control_1941-1950",35.37417,-106.49278,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"172","MSB:Fish:327",1942,2,28,"MSB 327-4","JAR8842F","EO","GC","07-08-2025",NA,32,25,257,"control","control_1941-1950",35.37417,-106.49278,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"173","MSB:Fish:327",1942,2,28,"MSB 327-3","JAR8846F","BP","GC","07-08-2025","F",45,36,910,"control","control_1941-1950",35.37417,-106.49278,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"174","MSB:Fish:327",1942,2,28,"MSB 327-2","JAR8903F","EO","JG","07-08-2025",NA,47,38,1118,"control","control_1941-1950",35.37417,-106.49278,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"175","MSB:Fish:327",1942,2,28,"MSB 327-5","JAR8844F","BP","GC","07-08-2025","F",25,20,131,"control","control_1941-1950",35.37417,-106.49278,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"176","MSB:Fish:330",1949,11,5,"MSB 330-1","JAR11350F","EO","JG","07-10-2025",NA,45,36,982,"control","control_1941-1950",35.211994,-106.631125,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0
"177","MSB:Fish:330",1949,11,5,"MSB 330-3","JAR11356F","EO","GC","07-10-2025",NA,29,23,241,"control","control_1941-1950",35.211994,-106.631125,0,0,0,12,0,0,0,0,0,0,0,0,0,"0",0
"178","MSB:Fish:330",1949,11,5,"MSB 330-4","JAR11353F","JG","BP","07-10-2025",NA,32,26,276,"control","control_1941-1950",35.211994,-106.631125,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"179","MSB:Fish:330",1949,11,5,"MSB 330-5","JAR11369F","JG","EO","07-10-2025","F",26,22,195,"control","control_1941-1950",35.211994,-106.631125,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"180","MSB:Fish:330",1949,11,5,"MSB 330-2","JAR11347F","JG","BP","07-10-2025",NA,34,28,374,"control","control_1941-1950",35.211994,-106.631125,0,0,0,0,4,0,0,0,0,0,0,0,0,"0",0
"181","MSB:Fish:334",1952,5,3,"MSB 334-1","JAR11113F","BP","KL","07-16-2025",NA,33,26,309,"control","control_1951-1960",35.302146,-106.571551,0,0,0,10,4,0,0,0,1,0,0,0,0,"0",0
"182","MSB:Fish:334",1952,5,3,"MSB 334-3","JAR11107F","BP","JG","07-16-2025",NA,30,24,217,"control","control_1951-1960",35.302146,-106.571551,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"183","MSB:Fish:334",1952,5,3,"MSB 334-5","JAR11108F","BP","GC","07-16-2025",NA,27,22,179,"control","control_1951-1960",35.302146,-106.571551,0,0,0,2,0,0,0,0,0,0,0,0,0,"0",0
"184","MSB:Fish:334",1952,5,3,"MSB 334-4","JAR11116F","BP","EO","07-16-2025","F",30,23,233,"control","control_1951-1960",35.302146,-106.571551,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"185","MSB:Fish:334",1952,5,3,"MSB 334-2","JAR11110F","BP","EO","07-16-2025","F",31,25,293,"control","control_1951-1960",35.302146,-106.571551,0,0,0,6,0,0,0,0,0,0,0,0,0,"0",0
"186","MSB:Fish:3391",1965,5,18,"MSB 3391-1","JAR11370F","EO","KL","07-10-2025","F",41,35,794,"control","control_1961-1970",35.383813,-106.481,0,0,0,2,0,10,0,0,0,0,0,0,0,"0",0
"187","MSB:Fish:3391",1965,5,18,"MSB 3391-2","JAR11366F","EO","GC","07-10-2025","M",28,23,188,"control","control_1961-1970",35.383813,-106.481,0,0,0,0,0,4,0,0,0,0,0,0,0,NA,0
"188","MSB:Fish:3391",1965,5,18,"MSB 3391-5","JAR11367F","EO","JG","07-10-2025","F",35,28,522,"control","control_1961-1970",35.383813,-106.481,0,0,0,0,0,6,0,0,0,0,0,0,0,"0",0
"189","MSB:Fish:3391",1965,5,18,"MSB 3391-4","JAR11364F","EO","KL","07-10-2025",NA,33,27,348,"control","control_1961-1970",35.383813,-106.481,0,0,0,0,0,4,0,0,0,0,0,0,0,NA,0
"190","MSB:Fish:3391",1965,5,18,"MSB 3391-3","JAR11363F","EO","EO","07-10-2025","F",31,26,296,"control","control_1961-1970",35.383813,-106.481,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"191","MSB:Fish:3421",1972,6,19,"MSB 3421-1","JAR11296F","EO","KL","07-14-2025","F",36,29,612,"control","control_1971-1980",35.249718,-106.603396,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0
"192","MSB:Fish:3421",1972,6,19,"MSB 3421-4","JAR11294F","EO","KL","07-14-2025","F",40,33,736,"control","control_1971-1980",35.249718,-106.603396,0,0,0,2,0,0,0,0,0,0,0,0,0,"0",0
"193","MSB:Fish:3421",1972,6,19,"MSB 3421-2","JAR11288F","EO","KL","07-14-2025","F",46,37,1270,"control","control_1971-1980",35.249718,-106.603396,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"194","MSB:Fish:3421",1972,6,19,"MSB 3421-5","JAR11293F","EO","KL","07-14-2025","F",44,36,1076,"control","control_1971-1980",35.249718,-106.603396,0,0,0,34,0,0,0,0,0,0,0,0,0,NA,0
"195","MSB:Fish:3421",1972,6,19,"MSB 3421-3","JAR11291F","EO","KL","07-14-2025","F",42,35,996,"control","control_1971-1980",35.249718,-106.603396,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0
"196","MSB:Fish:365",1947,9,27,"MSB 365-1","JAR11529F","JG","JG","07-15-2025",NA,39,33,608,"control","control_1941-1950",35.321576,-106.555389,0,0,0,0,0,5,0,0,0,0,0,0,0,NA,0
"197","MSB:Fish:365",1947,9,27,"MSB 365-5","JAR11531F","JG","JG","07-15-2025",NA,32,25,251,"control","control_1941-1950",35.321576,-106.555389,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"198","MSB:Fish:365",1947,9,27,"MSB 365-2","JAR11532F","BP","KL","07-15-2025","F",38,29,390,"control","control_1941-1950",35.321576,-106.555389,0,0,0,0,0,8,0,0,0,0,0,0,0,NA,0
"199","MSB:Fish:365",1947,9,27,"MSB 365-3","JAR11526F","JG","KL","07-15-2025","F",37,29,507,"control","control_1941-1950",35.321576,-106.555389,0,0,0,8,0,0,0,0,0,0,0,0,0,NA,0
"200","MSB:Fish:365",1947,9,27,"MSB 365-4","JAR11523F","BP","KL","07-15-2025",NA,38,30,356,"control","control_1941-1950",35.321576,-106.555389,0,0,0,12,0,0,0,0,1,0,0,0,0,NA,0
"201","MSB:Fish:38942",1997,7,5,"MSB 38942-5","JAR11115F","EO","GC","07-17-2025","F",41,32,883,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,4,0,0,0,0,0,0,0,0,0,"0",0
"202","MSB:Fish:38942",1997,7,5,"MSB 38942-1","JAR11120F","EO","GC","07-17-2025","F",50,42,2039,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,6,0,0,0,0,0,0,0,0,0,"0",0
"203","MSB:Fish:38942",1997,7,5,"MSB 38942-2","JAR11119F","EO","KL","07-17-2025","F",47,39,1803,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,24,0,0,0,0,0,0,0,0,0,"0",0
"204","MSB:Fish:38942",1997,7,5,"MSB 38942-3","JAR11121F","EO","KL","07-17-2025","F",45,38,1685,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,8,0,0,0,0,0,0,0,0,0,NA,0
"205","MSB:Fish:38942",1997,7,5,"MSB 38942-4","JAR11118F","EO","KL","07-17-2025","F",46,38,1451,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,12,0,0,0,0,0,0,0,0,2,"0",0
"206","MSB:Fish:39100",1997,10,15,"MSB 39100-1","JAR11577F","BP","JG","07-17-2025",NA,34,26,374,"control","control_1991-2000",35.322164,-106.557448,0,0,0,0,2,0,0,0,0,0,0,0,0,"0",0
"207","MSB:Fish:39100",1997,10,15,"MSB 39100-2","JAR11573F","BP","EO","07-17-2025","F",38,28,500,"control","control_1991-2000",35.322164,-106.557448,0,0,0,0,8,0,0,0,0,0,0,0,0,NA,0
"208","MSB:Fish:39100",1997,10,15,"MSB 39100-4","JAR11575F","BP","GC","07-17-2025","F",34,26,403,"control","control_1991-2000",35.322164,-106.557448,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"209","MSB:Fish:39100",1997,10,15,"MSB 39100-5","JAR11576F","BP","GC","07-17-2025","F",25,19,144,"control","control_1991-2000",35.322164,-106.557448,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"210","MSB:Fish:39100",1997,10,15,"MSB 39100-3","JAR11574F","BP","KL","07-17-2025","M",25,20,167,"control","control_1991-2000",35.322164,-106.557448,0,0,0,0,0,2,0,0,0,0,0,0,0,"0",0
"211","MSB:Fish:3993",1977,9,28,"MSB 3993-4","JAR11626F","BP","GC","07-21-2025","F",29,23,333,"impact","impact_1971-1980",35.136341,-106.685742,0,0,0,2,0,0,0,0,0,0,0,0,0,"0",0
"212","MSB:Fish:3993",1977,9,28,"MSB 3993-1","JAR11623F","JG","GC","07-21-2025",NA,25,20,170,"impact","impact_1971-1980",35.136341,-106.685742,0,0,0,4,0,0,0,0,0,0,0,0,0,"0",0
"213","MSB:Fish:3993",1977,9,28,"MSB 3993-2","JAR11621F","BP","GC","07-21-2025","F",26,20,224,"impact","impact_1971-1980",35.136341,-106.685742,0,0,0,12,0,0,0,0,0,0,0,0,0,"0",0
"214","MSB:Fish:3993",1977,9,28,"MSB 3993-3","JAR11618F","JG","BP","07-21-2025","M",28,21,181,"impact","impact_1971-1980",35.136341,-106.685742,0,0,0,8,0,0,0,0,0,0,0,0,0,"0",0
"215","MSB:Fish:3993",1977,9,28,"MSB 3993-5","JAR11620F","JG","BP","07-21-2025","M",27,21,186,"impact","impact_1971-1980",35.136341,-106.685742,0,0,0,4,0,0,0,0,0,0,0,0,0,"0",0
"216","MSB:Fish:4012",1977,9,28,"MSB 4012-5","JAR11616F","JG","JG","07-21-2025",NA,25,21,169,"impact","impact_1971-1980",35.134932,-106.690783,0,0,0,4,0,0,0,0,0,0,0,0,0,"0",0
"217","MSB:Fish:4012",1977,9,28,"MSB 4012-1","JAR11607F","JG","EO","07-21-2025","F",32,25,365,"impact","impact_1971-1980",35.134932,-106.690783,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"218","MSB:Fish:4012",1977,9,28,"MSB 4012-4","JAR11613F","BP","GC","07-21-2025","F",26,20,178,"impact","impact_1971-1980",35.134932,-106.690783,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"219","MSB:Fish:4012",1977,9,28,"MSB 4012-3","JAR11617F","JG","GC","07-21-2025","F",32,27,303,"impact","impact_1971-1980",35.134932,-106.690783,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0
"220","MSB:Fish:4012",1977,9,28,"MSB 4012-2","JAR11610F","BP","GC","07-21-2025","F",31,24,316,"impact","impact_1971-1980",35.134932,-106.690783,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0
"221","MSB:Fish:4056",1978,5,19,"MSB 4056-2","JAR11322F","EO","KL","07-14-2025","F",36,28,566,"control","control_1971-1980",35.253481,-106.591225,0,0,0,6,0,0,0,0,0,0,0,0,0,NA,0
"222","MSB:Fish:4056",1978,5,19,"MSB 4056-3","JAR11318F","EO","JG","07-14-2025","F",37,28,549,"control","control_1971-1980",35.253481,-106.591225,0,0,0,8,0,6,0,0,0,0,0,0,0,NA,0
"223","MSB:Fish:4056",1978,5,19,"MSB 4056-4","JAR11317F","EO","JG","07-14-2025","F",34,28,483,"control","control_1971-1980",35.253481,-106.591225,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"224","MSB:Fish:4056",1978,5,19,"MSB 4056-1","JAR11319F","EO","GC","07-14-2025","F",37,30,644,"control","control_1971-1980",35.253481,-106.591225,0,0,0,6,0,0,0,0,0,0,0,0,0,NA,0
"225","MSB:Fish:4056",1978,5,19,"MSB 4056-5","JAR11321F","EO","GC","07-14-2025","F",34,28,581,"control","control_1971-1980",35.253481,-106.591225,0,0,0,4,0,0,0,0,0,0,0,0,0,"0",0
